,제목,가수,가사
2424,나를 살게하는 사랑,송하예,바라보는것도 사랑 기다리는것도 사랑 그리움에 가슴이 저린것도 내겐 사랑입니다 계절이 오듯이 그래 매일 숨쉬듯이 그래 이유없이 시작한 이마음은 그래 사랑입니다 나를 살게하는 사랑 아무 이유없는 사랑 거기에 있어요 멀어지지마요 내가 아파할게요 계절이 오듯이 그래 매일 숨쉬듯이 그래 이유없이 시작한 이마음은 그래 사랑입니다 나를 살게하는 사랑 아무 이유없는 사랑 거기에 있어요 멀어지지마요 내가 아파할게요 나를 살게하는 사랑 때론 눈물같은 사랑 가슴다헤져도 놓을수없어요 그래 사랑입니다 그댈 사랑합니다
2425,어쩌다가 (New Ver.),전초아,어쩌다가 널 사랑했나봐 죽을만큼 널 사랑했나봐 난 아직까지 그리운걸보면 아직도 널 사랑하나봐 어쩌다가 우리 이별하나봐 나 없이도 잘 살 널 생각하면 나 아프고 또 아파 눈물만 나 왜 이렇게 니 행복이 싫은지 새로운 사람 만났어도 제발 날 잊고 살지 않길 이런 날 욕해도 어쩔수 없잖아 내맘 나도 몰라 너의 그 행복 이제는 나에게 상처가 되는걸 차라리 다시는 널 볼 수 없도록 두눈 멀게해 슬퍼 하지만 나도 그리 편치 않아 너의 그 슬픈 눈이 서로 힘들게 하잖아 차갑게 돌아선 나를 제발 잊고 살아가 그리 쉽지 않겠지만 (잠깐의 마음속에 남겨진 흔적들로 깊이 패어버린 그대의 상처)  슬픔의 고통 우릴 더 아프게 할 뿐야 제발 이제 날 버려 어쩌다가 살다보면 한 번쯤   미치도록 내가 보고 싶을땐 내 곁에 사람이 너로 보일때 자꾸 행복해서 미안해질때 널 위한 이별이라 해도 언젠간 모두 잊는데도 한번쯤 돌아볼 상처로 남은 널 용서 하게될까  다시 날 찾지 않는데도 너무 행복하진 말아줘 아직 널 못지운 미련한 아픔에 죽을것만같아 I can love you forever Never come to me again 너를 너무 미워한 너를 너무 사랑한 새로운 사람 만났어도 (제발 만나지 않길바래) 제발 날 잊고 살진 않길 (나를 잊지마 부탁이야) 이런 날 욕해도 어쩔수 없잖아 내맘 나도 몰라 (나도 몰랐어) 너의 그 행복 이제는 (너의 행복을) 나에게 상처가 되는걸 (들어주지 못함이야) 차라리 다시는 널 볼수없도록 두눈 멀게해 슬퍼 -
2426,이 밤 너의 곁으로,비스트,아직도 식지가 않아 네가 뜨겁게 만들고 간 내 맘 여전히 쉽지가 않아 네가 두고 간 기억 모른 척하기가 Uh 내게 닿을까 소리치면 네가 들을까 아직도 그때 그대로 이런 날 알면 네가 돌아올까 저 하늘 별 따다 너에게 준다던 그때 그 밤 그 못돼 먹은 나의 약속이 자꾸 생각나는 밤 저 하늘 별이 돼 비출 수 있다면 너의 앞을 이 어두운 밤길에 혹시 너 넘어지지 않도록 환한 너의 미소를 닮은 기분 좋은 꿈 우린 사랑했었지 참 그땐 그랬어 Oh oh oh 작은 두 손으로 내 손 꼭 잡고 울던 밤 Oh oh oh 잊지 말자 하며 해 뜰 때까지 울던 밤 Oh oh oh 돌리고 싶은 시간 난 또다시 뒤로 걸어가며 Oh oh oh oh oh 이 밤 너의 곁으로 구름이 태양을 가리듯 다가온 봄이 겨울을 녹이듯 나도 널 잊을 수 있을까 그럼 난 더 안 아플 수 있을까 그토록 그토록 원하고 원해도 안 돼 안 돼 이 못돼 먹은 나의 미련이 자꾸 자라나는 밤 느낌 그대로야 수줍던 처음 입맞춤 우린 사랑했었지 참 그땐 그랬어 Oh oh oh 작은 두 손으로 내 손 꼭 잡고 울던 밤 Oh oh oh 잊지 말자 하며 해 뜰 때까지 울던 밤 Oh oh oh 돌리고 싶은 시간 난 또다시 뒤로 걸어가며 Oh oh oh oh oh 이 밤 너의 곁으로 지금 내 사랑은 어디에 어디쯤 가고 있나 못 잊어 널 이렇게 애타게 부르지만 Oh oh oh 대답 없는 저편 가녀린 바람만 불고 Oh oh oh 훔친 눈물 자꾸자꾸 두 뺨에 흐르고 Oh oh oh 돌리고 싶은 시간 난 또다시 뒤로 걸어가며 Oh oh oh oh oh 이 밤 너의 곁으로 Oh oh oh oh oh 이 밤 너의 곁으로
2427,I I YO (Prod. 길 Of Magic Mansion),거미,I always lovin’ 내가 그려왔던 꿈 푸른 바다 위에서 내 작은 날개를 펴고서 맘껏 날아오르네 You’re never gonna understand 저기 멀리멀리 어릴 적에 그려보곤 했던 모든 것들이 나를 지금 기다려 저기 멀리 어릴 적 나의 꿈이 희미하게 빛을 내 나를 향해 손짓해 yeah 오랫동안 움츠린 날개를 펴고 나를 비웃던 비와 바람을 지나 어딘지 모를 하늘의 끝을 향해 I I yo yo I I yo yo 오랜 시간 기다린 무지갤 넘어 나를 외롭게 한 그 섬들을 지나 어딘지 모를 바다의 끝을 향해 I I yo yo I I yo yo I always lovin’ 나의 빛이 머물 곳 거친 파도 위에서 내 작은 날개를 비웃던 스쳐가는 구름도 나의 곁을 모두 떠날 때 Hello mommy mommy 홀로 남은 너무 초라해진 나의 어깨를 안아줄 수 있나요 저기 멀리 아직 난 본 적 없는 보석 같은 물결이 나를 향해 손짓해 오랫동안 움츠린 날개를 펴고 나를 비웃던 비와 바람을 지나 어딘지 모를 하늘의 끝을 향해 I I yo yo I I yo yo 오랜 시간 기다린 무지갤 넘어 나를 외롭게 한 그 섬들을 지나 어딘지 모를 바다의 끝을 향해 I I yo yo I I yo yo 검은 파도도 나를 품은 하늘도 작은 가슴 안에 담아둔 채 날개를 더 펼칠게 어릴 적 꿈 나를 채워준 꿈을 간직한 채 저기 푸른 바다의 끝을 향해서 오랫동안 움츠린 날개를 펴고 나를 비웃던 비와 바람을 지나 어딘지 모를 하늘의 끝을 향해 I I yo yo I I yo yo 오랜 시간 기다린 무지갤 넘어 나를 외롭게 한 그 섬들을 지나 어딘지 모를 바다의 끝을 향해 I I yo yo I I yo yo
2428,어느 째즈바,"터보, 이홍기 (FT아일랜드), 딘딘 (DINDIN), 슬리피, 제시 (Jessi)",잊을 수 없어 너와의 추억 그땐 몰랐어 넌 단지 나에게 그저 가볍게 스쳐 지날 인연이라 생각했지 나 솔직히 허나 네가 없는 지금 난 아무것도 아냐 내가 부른 사랑노래는 전부 너였잖아 지금 듣고 있다면 그래 맞아 아직도 너를 위한 자릴 난 비워놨어 지난 시간들이 다시는 오지 않을 것을 알지만 아직도 너의 기억 그대로 인데 아픈 상처들을 안고서 살아갈 순 있지만 지우긴 너무 힘들어 나는 오늘밤 네 생각에 술 마시고 이 비가 오는 길거리 나 홀로 방황하고 있다 재작년 이 맘 때쯤 너와 함께 언제나 즐거웠던 어느 째즈바에 갔다 너무나 슬픈 음악 선율과 담배 연기 희뿌연 구석 자리를 가 앉아 너를 생각 했다 이 어두운 조명 아래 마치 마치 네가 웃고 앉아 있을 듯한 착각을 느낀다 이젠 슬퍼하지 않을 거야 내 맘 속엔 없으니 시간이 모든 것을 해결하겠지 너를 알기 전 나는 항상 혼자였으니 같은 하늘 아래 살면서 서로 외면해야 만하는 우리가 너무나도 고통스러워 이미 남의 사람 돼버린 현실 속을 나 홀로 쓸쓸히 살아가야 해 이젠 슬퍼하지 않을 거야 내 맘 속엔 없으니 시간이 모든 것을 해결하겠지 너를 알기 전 나는 항상 혼자였으니 같은 하늘 아래 살면서 서로 외면해야 만하는 우리가 너무나도 고통스러워 이미 남의 사람 돼버린 현실 속을 나 홀로 쓸쓸히 살아가야 해 지난 시간들이 다시는 오지 않을 것을 알지만 아직도 너의 기억 그대로 인데 아픈 상처들을 안고서 살아갈 순 있지만 지우긴 너무나 힘들어 같은 하늘 아래 살면서 서로 외면해야 만하는 우리가 너무나도 고통스러워 이미 남의 사람 돼버린 현실 속을 나 홀로 쓸쓸히 살아가야 해 쓸쓸히 살아가야 해
2429,나 혼자 여름 (Summer by myself) (Piano Ver.),브레이브걸스,Yeah Brave Girls You ready Brave Sound 시원한 맥주 한 잔 음악을 틀어 Hey DJ 이 행복한 시간에 맘은 저 푸른 바닷가 우린 아직 젊기에 우린 서로 사랑해 널 그리며 나 달려가겠어 눈부신 태양 아래 사랑을 고백할래 구름 위를 걷는 듯한 이 기분 저 파란 하늘을 보며 밤하늘에 별을 보며 나 잠들고 싶어 나 혼자 여름 나 혼자 여름 나 혼자 여름 외롭지만 그래도 좋아 나 혼자 여름 나 혼자 여름 이런 건 처음 어디든 떠나가볼까 쁘야호 그만큼 나 신난다는 거지 뭐 떠나지도 못할 여름이 왔다 해도 마스크도 벗지 못할 밤이 왔대도 넌 자꾸 내 입을 귀에다 걸어놔 아무리 더워봐라 바람아 불어봐라 너에게 붙어버린 내 맘이 떨어지나 NO NO 너 땜에 설레는 내 맘은 이미 알 테니 Skip 눈부신 태양 아래 사랑을 고백할래 구름 위를 걷는 듯한 이 기분 저 파란 하늘을 보며 밤 하늘에 별을 보며 나 잠들고 싶어 나 혼자 여름 나 혼자 여름 나 혼자 여름 외롭지만 그래도 좋아 나 혼자 여름 나 혼자 여름 이런 건 처음 어디든 떠나가볼까 Oh yeah Lonely night Its alright yeah 나 혼자 여름 나 혼자 여름 나 혼자 여름 외롭지만 그래도 좋아 나 혼자 여름 나 혼자 여름 이런 건 처음 어디든 떠나가볼까
2430,너를 떠난 후 어느 날에,박은옥,너를 떠났던 그날 이후 첨으로 이 거리를 걸어 그때 우리 둘 행복했었던 모습들이 눈앞에 비치고 있네 어느새 널 향해 걷는 나 추억들이 날 불러 난 아직 그리운가 봐 너에게 다가가잖아 캄캄한 이 거리를 환하게 비춰 주는 별빛도 너를 찾고 있잖아 넌 아직 그 마음 그대로인지 많이 걱정돼 사랑하지 못했던 아쉬운 기억들이 가슴에 남아 있어 아파 어느새 너의 집 앞이야 숨이 벅차 떨려와 한참을 서성이다가 너에게 전화를 걸어 심장이 터질 듯해 견딜 수가 없었어 끝내 전화를 끊어 버리고 가슴에 아쉬운 마음 남긴 채 돌아서는 나 다음에 다시 한번 용기를 내어 볼게 미안해 날 잊지 말아 줘
2431,그날들,정승환,그대를 생각하는 것만으로 그대를 바라볼 수 있는 것만으로 그대의 음성을 듣는 것만으로도 기쁨을 느낄 수 있었던 그날들 그대는 기억조차 못하겠지만 이렇듯 소식조차 알 수 없지만 그대의 이름을 부르는 것만으로도 눈물이 흐르곤 했었던 그날들 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 그대를 생각하는 것만으로
2432,사랑하자,SG 워너비,잊지 말아요 나를 두고가면 어떡하나요 그댄 그대라는 사람은 내겐 가장 소중한 사람 그대랍니다 태어나 처음으로 가슴떨리던 사람 수천번을 보아도 내게 하나뿐인 그런 사랑 슬픈 사랑이라고 말하지 말아요 다시 생각해보면 행복한 나인데 우리 사랑하는만큼 서로 아파하지만 그냥 그냥 그냥 이대로 사랑하자 바보랍니다 그저 한 사람만 바라만 보는 사랑 혹시 보고플 때면 그땐 그땐 그냥 내게 와요 슬픈 사랑이라고 말하지 말아요 다시 생각해보면 행복한 나인데 우리 사랑하는만큼 서로 아파하지만 그냥 그냥 그냥 이대로 사랑하자 그댈 볼 수 없단건 죽음보다 더 내게 가장 무서운 일인데 나의 곁에 있어요 떠나가지 말아요 나의 사랑입니다 평생을 바쳐도 아깝지 않을 사람 그대일테니까 우리 사랑하는 만큼 서로 아파하지만 그냥 그냥 그냥 이대로 사랑하자
2433,여름날의 추억,이정석,계절이 지나버린 쓸쓸한 바닷가에 언제나 부서지는 파도만이 언제나 파도만이 아직도 내 가슴엔 아프게 출렁이고 있는 지나간 여름날의 추억 아무도 찾지 않는 바닷가엔 어느새 불꽃처럼 솟아오르던 사랑노래 들려오네 지금은 가고 없는 너의 모습 그리며 나 이제는 외로이 앉아 사랑노래 불러보네 짧았던 우리들의 여름은 가고 나의 사랑도 가고 너의 모습도 파도속에 사라지네 불러도 대답없는 이름이 되어 이제 추억이 되어 나의 여름날은 다시 오지 않으리  아무도 찾지 않는 바닷가엔 어느새 불꽃처럼 솟아오르던 사랑노래 들려오네 지금은 가고 없는 너의 모습 그리며 나 이제는 외로이 앉아 사랑노래 불러보네 짧았던 우리들의 여름은 가고 나의 사랑도 가고 너의 모습도 파도속에 사라지네 불러도 대답없는 이름이 되어 이제 추억이 되어 나의 여름날은 다시 오지 않으리
2434,한강앞에서,나비 (Navi),안녕 잘 지내라는 마지막 인사를 전하는 너를 바라보며 한참 동안 바보처럼 울었어 너와 자주 오던 한강 앞에서 이렇게 끝날 줄은 몰랐어 오늘 어쩐지 한강에 오기 싫더라 이상하게 느낌이 안 좋아서 아픈척하고 차라리 나오지 말걸 보고싶어 빨리 왔는데 노을지는 저녁 하늘 때문인 건지 붉어진 눈에 비친 니 얼굴이 더 아파와 예쁘게 보이려 더 신경 쓰고 한 걸음에 널 만나러 왔는데 오늘 어쩐지 한강에 오기 싫더라 이상하게 느낌이 안 좋아서 아픈척하고 차라리 나오지 말걸 보고싶어 빨리 왔는데 다른 사람들 다 웃고 있는데 모두 좋아 보이는데 나만 혼자 눈물나 오늘 어쩐지 한강에 오기 싫더라 이상하게 느낌이 안 좋아서 아픈척하고 차라리 나오지 말걸 보고싶어 빨리 왔는데
2435,잡쉈잖아,Bro,눈빛만 보아도 알아 손짓만 보여도 다 알아 네가 어떤 생각 하고 있는지 함께한 시간이 말해 어색한 공간이 말해 이제 일어날 시간이 온 거야 한 걸음 멀어지는 널 보며 문득 뜨거운 말이 차올라 와 같이 사랑했잖아 같이 행복했잖아 그런데 왜 왜 왜 계산은 나 혼자인 거야 같이 밥 먹었잖아 같이 잡쉈잖아 근데 왜 돈 안 내 이 그지 여인아 갖고 싶어하던 그 가방 몇 달을 고생했지만 네가 웃는다면 나는 괜찮아 오늘은 우리 기념일 너에게 받은 선물은 정성이 가득한 편지 한 통 뿐 같이 사랑했잖아 같이 행복했잖아 그런데 왜 왜 왜 계산은 나 혼자인 거야 다음에는 산다며 다음 같은 소리 너땜에 힘들어 because of your lies 왜 애애 애애 넌 나를 위해서 왜 애애 애애 짙은 화장 하고 왜 애애 애애 난 너를 위해서 돈을 쓰면 되는 거니 사랑하자 했더니 장사 하려고 하니 함께 한 일 년 딱 한 번 한 말 그지녀 사랑했잖아 같이 행복했잖아 그런데 왜 왜 왜 계산은 나 혼자인 거야 밥 먹었잖아 같이 잡쉈잖아 근데 왜 돈 안 내 이 이 그지
