,제목,가수,가사
1862,텅 빈 마음,발라드 연구원,미련없이 그대를 떠나보낸내 마음 속이오늘은 왜 이리 허전할까요알수 없어요아침에 문득 눈 뜨고 바라보니눈부신 햇살내 곁에 잠든 건 지나간 추억너무 허탈해그대 그 미소 그 때 그 마음되살아 나서 날 부르네두근거리는 내 작은 마음으로붙잡을수는 없지만아침에 문득 눈 뜨고 바라보니눈부신 햇살내 곁에 잠든 건 지나간 추억너무 허탈해그대 그 미소 그 때 그 마음되살아 나서 날 부르네난 너를 느끼네 내 텅 빈 마음 속그대 그 미소 그 때 그 마음되살아 나서 날 부르네난 너를 느끼네 내 텅 빈 마음 속
1863,듣고 있다면 (Feat. 오현준),하지웅,불안하고 불안했어모든 날들이언제라도 깨질까 봐그렇게도 흔들렸던내 일상들은널 본 순간 잠잠해져사실 이미 난 다 준비돼있어잠시만 내 얘길 들어볼래혹시 지금 내 맘이 들린다면이미 듣고 있다면돌아오지 말고 바로 와줄래이제서야 알 것 같아내 모든 걸 줘도부족하단 그 마음을겪어봐야 알 수 있던더딘 성격이너무나도 확신했어어떻게 전해야 내 맘이 너에게진심으로 다가갈 수 있을까혹시 지금 내 맘이 들린다면이미 듣고 있다면돌아오지 말고 바로 와줄래어쩌면 너도지금 나처럼떨고 있을 거야혹시 지금 내 맘이 들린다면이미 다 알았다면돌아오지 말고 지금 바로 와줄래
1864,하늘에 (Feat. 송정헌),장준영,바람결에 마음을 적신다아득히 펼쳐진 고요하늘 아래 홀로 선 가슴그리움에 하루가 더디다때론 한 송이의 꽃이 되어서때론 밤하늘의 별이 되어서나의 모든 시간 속에 니가 숨어 있다하늘에 실로 너를 사랑하게 됐다고실로 니가 보고 싶게 됐다고고백해본다하늘에 실로 너의 곁에 있고 싶다고너를 다시 바라보고 싶다고빌어 본다무뎌진 세월의 손끝에서서히 온기가 닿아가슴속 깊이 안으로숨을 불어넣는다때론 한 송이의 꽃이 되어서밤하늘의 별이 되어서나의 모든 시간 속에 니가 숨어 있다하늘에 실로 너를 사랑하게 됐다고실로 니가 보고 싶게 됐다고고백해본다하늘에 실로 너의 곁에 있고 싶다고너를 다시 바라보고 싶다고빌어 본다
1865,감사해,플로라,늦은 아침 음악을 틀고창문을 열어 조금은 찬 공기를 마셔아직은 잠에서 깨지 못한 두 눈바라보고 있는 것만으로도난 행복해사랑해 너의 앞에 서면 난언제나 젤 멋진 남자이고픈 거야매일 꿈을 꾸고 있는이런 마음 넌 알까언제나 똑같은 하루라 해도 감사해늦은 아침 음악을 틀고창문을 열어 조금은 찬 공기를 마셔아직은 잠에서 깨지 못한 두 눈바라보고 있는 것만으로도난 행복해사랑해 너의 앞에 서면 난언제나 젤 멋진 남자이고픈 거야매일 꿈을 꾸고 있는이런 마음 넌 알까언제나 똑같은 하루라 해도 감사해
1866,간직할게,리마크,그대 손을 꼭 잡고걸어가고 싶은데그대 맘은 내 맘을따라오지 않네요하루도 잊을 수가 없어계속 불러보네요그대 향기 내 마음에 남아서매일 그대를 그려요그대 손에 이끌려 걷던 그날에행복한 시간만 남네요이별이 된데도 너를 잊지 않을게사랑만 간직할게그대 손을 꼭 잡고걸어가고 싶은데그대 맘은 내 맘을따라오지 않네요하루도 잊을 수가 없어계속 불러보네요그대 손길 내 손끝에 남아서계속 불러보네요 그대를그대 손에 이끌려 걷던 그날에행복한 시간만 남네요이별이 된데도 너를 잊지 않을게사랑만 간직할게그대 손에 이끌려 걷던 그날에행복한 시간만 남네요이별이 된데도 너를 잊지 않을게사랑만 간직할게
1867,빈자리,바람,문득 바라본 닳아 버린 구두 굽이오늘 또한 얼마나 힘든 하루였는지난 지친 그대 뒷모습이한없이 작게만 보이네요아무 말도 하지 마요내 어깨에 기대어잠시만 쉬고 있어요 많이 힘들잖아요몰래 흘렸던 그대 눈물만큼이젠 내가 지켜 줄게요그땐 모든 것들이 그저영원할 줄로만 알고 있었지혹시나 그대가 받아 줄까뒤늦게라도 전화를 걸어함께 찍었던 사진들 속에날 안아 주셨던 그대의 미소에사랑한다는 말 한마디 마저못한 내가 너무 미안해 지네요항상 당신이 늘 봤던 신문이없으면 이제 식탁은 너무 허전하네요TV를 켜도 깨지지 않는차가운 정적만이 들려 와그땐 모든 것들이 그저영원할 줄로만 알고 있었지혹시나 그대가 받아 줄까뒤늦게라도 전화를 걸어함께 찍었던 사진들 속에날 안아 주셨던 그대의 미소에사랑한다는 말 한마디 마저못한 내가 너무 미안해 지네요생각 치도 못한 이별은그렇게 크게 빈자리로 남아가장 행복했었던 순간은항상 빨리 지나가지지금 이 노래가 들린다면늦었지만 할 말이 있어지금까지 힘들었던 만큼만앞으로는 더 행복 해줘
1868,홀로,노래 안 하는 사람,눈에 안 보이면 괜찮을 거라그렇게 생각했어너의 사진들 선물들 추억들힘들게 모두 버렸어시간이 약이래 기다려보래그렇게 기다렸어마음으로 너를 보고 있는데잊을 수 있긴 한 걸까혼자 걷던 적이 없었던이 거리에 혼자 남아괜찮다 괜찮다 억지로 다독이며홀로 걸어가조금 잊은 것 같이 살다가도봄바람이 스치면너의 향인 것 같아 눈을 감아그때의 환했었던 너혼자 걷던 적이 없었던이 거리에 혼자 남아괜찮다 괜찮다 억지로 다독이며홀로 걸어가혼자 걷던 적이 없었던이 거리에 혼자 남아괜찮다 괜찮다 억지로 다독이며홀로 걸어가
1869,다 지울게,루하,그렇게 우리의 아픈 기억다 지워졌던가요그렇게 그대에게다 바래진 추억인가요오랜 시간 속에함께 담아두었던 그 흔적도이제 더는 지우려 해추억이라는 그 말 앞에모두 잊은척하려 하겠지또 나를 속이며모두 버릴게하나 남았던 우리 기억도그렇게 우리의 아픈 기억다 지워졌던가요그렇게 그대에게다 바래진 추억인가요오랜 시간 속에함께 담아두었던 그 흔적도이제 더는 지우려 해추억이라는 그 말 앞에모두 잊은척하려 하겠지또 나를 속이며모두 버릴게하나 남았던 우리 기억도
1870,못난 놈,Pianoz,내 잘못이야 그렇게 너를울리면 정말 안됐었는데내가 너무 못난 놈이야용기가 없어 뒤돌아 도망쳤어내가 이기적이지 쉽게 포기해놓고책임도 지지 않았어넌 울고 있을 텐데너무 가슴이 아파서먹지도 잠을 자지도 못 해미안해 남자의 자격 없는 날용서해 편하게 살고 싶었어세상이 무거워도 견딜 수 없어도널 지켜주면서 이겨내야 하는데바보야 참 미련한 난 바보야아직도 난 너를 사랑하나 봐그렇게 쉽게 널 버리고도너를 못 잊는 난 못난 놈이야편하게 살고 싶어 너를 밀어버렸어함께 견디지 못하고내가 나쁜 놈이지나를 용서하지 말아새로운 사람 꼭 만나야 해미안해 남자의 자격 없는 날용서해 편하게 살고 싶었어세상이 무거워도 견딜 수 없어도널 지켜주면서 이겨내야 하는데바보야 참 미련한 난 바보야아직도 난 너를 사랑하나 봐그렇게 쉽게 널 버리고도너를 못 잊는 난 못난 놈이야연락이 없는 건조금씩 나를 지워버리고새롭게 시작하려고 다신 못 보겠지그럴 자격 나는 없으니까
1871,다시,원데이(Wonday),어떤 말로 시작해야 할지한참동안 고민했어진부했던 그 말들로더 이상 내 맘을 감추고 싶진 않아돌아간다면 다시 돌아간다면지금 어디쯤일까 그 때도 함께였을까내가 많이 좋아해서 그래내가 좀 더 사랑해서 그래참아볼 껄 말 없이 안아줄 껄어떻게 하면 나 다시 웃을 수 있을까아무 표정 없는 너를 바라보며네 눈빛 그 속에 죽어가는 나입술 끝에 터져 나오는한숨이 나를 조여와사랑한다면 다시 사랑한다면지금 어디쯤일까 그 때도 함께였을까내가 많이 좋아해서 그래내가 좀 더 사랑해서 그래참아볼 껄 말 없이 안아줄 껄어떻게 하면 나 다시이럴꺼면 내가 너를차라리 조금만 덜 사랑할 껄다 하지 못했던 이 순간 까지도초라한 내 모습을 봐내가 많이 좋아해서 그래내가 좀 더 사랑해서 그래참아볼 껄 말 없이 안아줄 껄어떻게 하면 널 다시
1872,한걸음 두걸음… (Feat. 장단비),하루 (HaRu),아무말 못 하고서로 가만히 보고 있었어이게 마지막이란 걸서로 알고 있어서지금 이대로 우리 돌아서면나는 어떻게 발걸음 떼야 할까계속 멀어지는데 혼자 걱정뿐이야뒤돌아 보면 넌 그대로 일까지금 이대로 우리 돌아서면참던 눈물이 결국 흘러내려너는 멀어지는데 나는 멈춰있잖아뒤돌아 봐도 다 소용없잖아지금 이 거리를 걸어가면 없겠지작아지는 뒷모습만 남겠지결국 서로를 알기전 그때로 돌아가지금 걷고있는이 걸음을 멈출수는 없겠지추억들은 한숨으로 남겠지지나가는 저 하늘이 멈추면뒤돌아 너에게 달려갈까봐지금 남겨진 거리 다 끝나면우린 남처럼 그렇게 걸으면돼이 예쁜 거리에 예쁜추억만그대로 남아 난 눈물만 흘러지금 이 거리를 걸어가면 없겠지작아지는 뒷모습만 남겠지결국 서로를 알기전 그때로 돌아가지금 걷고있는이 걸음을 멈출수는 없겠지추억들은 한숨으로 남겠지지나가는 저 하늘이 멈추면뒤돌아 너에게 달려갈까봐아무말 못 하고서로 가만히 보고 있었어
1873,정녕 (윤학원코랄 Ver.),바이브,Ah Ah WooAve Maria Ave MariaAve Maria Ave Maria손때 묻은 사진 한 장고작 남겨진 추억 한 장뿐옷깃마다 남아있는꽃잎이 스쳐갔던 그리운 님의 향기Ave Maria Ave Maria정녕 나를 두고 떠나가시나요정녕 나를부디 우리 사랑 잊지는 말아요부디 제발겨울이 오면 제일 먼저생각나는 이름이 있죠불러봐도 대답 없는텅 빈 내 가슴속에 메아리주룩주룩 내려오는 비가날 달래주는 유일한 님의 소리정녕 나를 두고 떠나가시나요정녕 나를부디 우리 사랑 잊지는 말아요부디 제발겨울이 오면 제일 먼저생각나는 이름이 있죠정녕 나를 두고 떠나가시나요정녕 나를부디 우리 사랑 잊지는 말아요부디 제발까맣게 타버린 이 내 가슴아붉게 물들어 가는 그리움아겨울 하늘은 왜 이토록아름다운 건지그리움만 쌓여 무거울텐데정녕 나를 두고 떠나가시나요정녕 나를부디 우리 사랑 잊지는 말아요부디 제발겨울이 오면 제일 먼저생각나는 이름이 있죠Ave Maria Ave Maria
1874,Fall In Love,유성은,그래요그대를 내가 원해요바보처럼갈수록그대가 멀어져 가요바람처럼더 다가갈 수 없죠그대와 나 Fall in love그댈 보며 매일 기도하죠나의 두 눈에 널 담으면온 세상을 비춰그댈 향한 내 맘이그대 맘에 닿으면그 환한 미소로기다린 내 맘을안아줘요그대를사랑하는 난 어떡해요제자린데볼수록사랑은 더 커져만 가요그대에게더 다가가고 싶어그대와 나 Fall in love그댈 보며 매일 기도하죠나의 두 눈에 널 담으면온 세상을 비춰그댈 향한 내 맘이그대 맘에 닿으면그 환한 미소로기다린 내 맘을안아줘요날 바라봐 줘요날 사랑해 줘요널 향한 내 맘멈출 수 없어그대와 나 Fall in love그댈 보며 매일 기도하죠나의 두 눈에 널 담으면온 세상을 비춰그댈 향한 내 사랑을혹시 그대 내 맘 안다면그 환한 미소로기다린 내 맘을안아줘요
1875,White Wonderland,파니니 브런치 (PANINI BRUNCH),보이나요숨길 수가 없는 내 맘 속 설렘을거리의 저 불빛처럼 반짝이고 있죠온 세상이 하얗게 물들은오늘을 바랬죠포근한 네 손 꼭 잡고 같이 걷는 우리wanna winter wonderland매일 밤 꿈꿔왔죠두 손 모아 기다리는 아이처럼거센 바람 와도 그대라면선물 같은 하루가 될 거예요거리마다오늘을 기다린 수많은 사람들그 속에 그 무엇보다 빛나는 너와 나wanna winter wonderland매일 밤 꿈꿔왔죠두 손 모아 기다리는 아이처럼거센 바람 와도 그대라면선물 같은 하루가 될 거예요저 새하얀 눈꽃 속에 가득한 불빛노래 소리도모든 게 우릴 위한 것 같아wanna winter wonderland너무나 아름답죠영원토록 내 맘에 새기고 싶어우리 함께 있는 이 순간이선물보다 더욱 더 달콤하죠
1876,기억하고 있어요,표혜미,운명이라 믿었던 한 사람내 전부를 안아준 사람기억 속에 간직해온 내 마음은아직 그대로에요바로 보고 바라보는 이 사랑을그대는 잊지는 말아요그 약속을 우리가 만든 사랑을기억하고 있어요바로 보고 바라보는 이 사랑을그대는 잊지는 말아요그 약속을 우리가 만든 사랑을기억하고 있어요기다리고 기다리는 이 사랑이가끔은 눈물이 되어도그 약속을 우리가 만든 사랑을기억하고 있어요슬픈 날도 기억으로 남겠죠이 아픔도 지나가겠죠먼 훗날에 간직해온 내 사랑을그대 안아주세요많이 아팠던 나를
1877,별들아 (Feat. 김유정),태사비애,많은 별들 중에 너는 어디쯤에애타도록 빛나는 먼 그대어둠 속에 나 홀로 이렇게 서 있지만이 눈부심에 널 볼 수가 없어별들아 아 나를 보며우는 듯해 슬픈 듯해빛나는 아 눈물 같아애틋하게 바라보네아무런 말도 별 너는 하지를 않아슬프도록 너무 아름다워별들은 보고 있네 내가 찾는 그대눈물 흐르듯이 쏟아지는 별빛별들아 아 나를 보며우는 듯해 슬픈 듯해빛나는 아 눈물 같아애틋하게 바라보네아직도 그 사람 잊지를못한 가슴이눈물로 그 사람 보내고하염없이 울었어별들아 아 나를 보며우는 듯해 슬픈 듯해그 사람이 보고 싶다보고 싶다 보고 싶다
1878,하나 둘 셋,승민 (해시태그),하나 둘 셋 니 이름을 부른다하나 둘 셋 주문을 걸어본다니가 올까 봐 발걸음 멈춰본다가슴속으로 난 널 세어본다지우고 지워도 버리고 버려도아프고 아파도 내겐 너뿐인데한 걸음 한 걸음내겐 멀기만 한 사람이런 내 맘을 너는 모르니얼마나 얼마나 말해야 알겠니세어도 세어도 모자란 너인데어제도 오늘도 내겐 어렵지 않은 일가슴속으로 널 세어본다하나 둘 셋 소리 내어 불러도하나 둘 셋 대답 없는 그 이름바보처럼 또 뒤돌아보게 된다그리고 다시 난 널 세어본다지우고 지워도 버리고 버려도아프고 아파도 내겐 너뿐인데한 걸음 한 걸음내겐 멀기만 한 사람이런 내 맘을 너는 모르니얼마나 얼마나 말해야 알겠니세어도 세어도 모자란 너인데어제도 오늘도 내겐 어렵지 않은 일가슴속으로 널 세어본다하나 둘 셋 하나 둘 셋
1879,집에 가요,도란도란,어제도 그제도 고단한 하루였죠여유로운 하루의 꿈그게 참 쉽지 않죠어렴풋 들리던 귓가에 한숨 소리어려운 맘 덜어내고 이제 내게 와요우리 집에 가요이제 그만 쉬어도 돼요무거워진 마음의 짐을그대 옆의 내게 조금 나누어줘요그냥 집에 가요이제 그만 내려놔도 돼요누구보다도 소중한 그대의 하루내가 함께 걸어갈게요쫓기듯 지나온 바쁜 일상의 무게먼 곳에 가려면 쉬어가야 하죠오늘은 그래도 돼요우리 집에 가요이제 그만 쉬어도 돼요무거워진 마음의 짐을그대 옆의 내게 조금 나누어줘요그냥 집에 가요이제 그만 내려놔도 돼요누구보다도 소중한 그대의 하루내가 함께 걸어갈게요내가 항상 함께 할게요
1880,기다리기 (Feat. 2km),이지허밍,언제였는지 나의 머리를쓰다듬어주며날 아껴주던 너의 손길을느낄 수가 없는데같은 이불을 덮고나를 사랑스럽게 바라봐 주던별꽃 같은 너의 두 눈을이젠 바라볼 수가 없어시간이 이만큼 지나갔어도깊은 너의 향기가따뜻한 바람이 내 볼에 스칠 때니가 곁에 있는 것만 같아기다림에 익숙해진나의 얼굴엔 항상 쓴 미소가내게서 멀어져 있는 시간만큼넌 행복 해져갈까지금도 나쁘진 않아언젠가 돌아올 거잖아항상 제자리에 있는 나에게갑자기 나타나 줘 언젠가내 옷깃을 꾹 잡고 슬픈 영화를 보며울던 너의 예쁜 눈물과살며시 눈을 감고 가을바람을 맞던니가 죽도록 그리워 제발 돌아와떠나던 너의 얼굴을 잊지 못해너도 나만큼 아팠잖아네 기억 속에 어느 한 곳에내가 서 있을게 언제나처럼
1881,벙어리,홍아,말하려 해도 할 수 없는그대 향기에 붙은 내 맘이떨어지지 않아보여줄 수가 없어서 나는어떡해야내 말 들어봐요 너무 아름다운 사람아무도 모르게그대 뒤에 꼭 숨겨둔 내 맘말하지 않아도 알아줬으면가슴 깊이 또 묻어두죠그대 두 눈에 마주칠 때쓸데없는 자존심이 커져내 모습을 가려그대는 정말 한번쯤 나를기억할까요내 말 들어봐요 너무 아름다운 사람아무도 모르게그대 뒤에 꼭 숨겨둔 내 맘말하지 않아도 알아줬으면그녀는 찾을 수 있나요가슴 깊히 묻어둔 채사실 난 들킬까 봐 겁이나도대체 난 어떻게할 수 없어서 난 또 벙어리가 되어내 안의 그대 너무 커져버린 만큼할말은 많아도오히려 다 표현하지 못해벙어리가 될 수 밖에 없어서오늘도 그대에게 오늘도 그대에게할말 있어요 그대와는 상관 없는내 꿈속이지만그대가 있어 만족하려 해그대에게말할 수 없는 나의 사랑
1882,작은 우주,"해,빛 (Habit)",온 밤하늘을 떠도는 마음들이어쩌면 너를 원하고 있는지도 몰라내 침대 윌 가득 메운 네가어쩌면 쉽게 사라지지 않을지도 몰라너는 저 멀리 자꾸 멀어져가는 별빛나는 너무나 작고 초라해지는 이 밤난 너의 우주가 궁금해날 초대해주지 않겠니깊은 바다처럼 너의 우주에서난 한참을 헤엄칠 수 있어너는 나에게나는 너에게우린 서로에게너는 나에게나는 너에게우린 서로에게난 너의 우주가 궁금해날 초대해주지 않겠니깊은 바다처럼 너의 우주에서난 한참을 헤엄칠 수 있어넌 내가 만난 작은 우주날 자꾸만 꿈을 꾸게 해깊은 바다처럼 너의 우주에서난 한참을 기다릴 수 있어저 밤하늘의 별들을 모아서나의 작은 우주가 되어줘
1883,너에,윤성기,너에 눈을 바라봐이 알 수 없는 너에 편안함을이곳에 흐르는너에 향기가 마치 숲속을 걷게 해너에 모든 걸 닮아도 될까나에 모든 건 너를 위할게변하는 세상 우리에모든 건 끝없이 변해가하지만 나에 마음은널 위해 이 자릴 지킬게난 너를 만나러 힘겨운세상 속을 걸어왔어외롭고 고요한 깊은바닷속에서 나오려 애쓰며난 너를 만나서 더 외롭지 않아이 모든 순간에 진실하겠어변하는 세상 우리에모든 건 끝없이 변해가하지만 나에 마음은널 위해 이 자릴 지킬게너와 함께할 수많은 얘기들천천히 걸어가 곁에서너만의 세상 우리에 모든 건변하는 세상 우리에모든 건 끝없이 변해가하지만 나에 마음은널 위해 이자릴 지킬게변하는 세상 우리에사랑도하지만 나에 마음은하나야 이자릴 지킬게
1884,잊기 위한 연습 중,레니,한 번쯤 널마주칠 것 같아서 난매일 들리는길모퉁이그걸 아는지네 뒷모습조차한 번도마주치지 못했어내가 그렇게 싫은 건지아니면 흔들릴까 봐 그래붙잡고 싶은 맘도돌아오라는 말도하고 싶어서가 아니야사랑한 시간만큼잊는 시간도 내겐소중하니까널 잊기 위한 연습해사랑이머물다간 그 자리에는채워지지 않는 시간이일분일초를꼬박 하루처럼느리게느리게 걷고 있어내가 그렇게 싫은 건지아니면 흔들릴까 봐 그래붙잡고 싶은 맘도돌아오라는 말도하고 싶어서가 아니야사랑한 시간만큼잊는 시간도 내겐소중하니까널 잊기 위한 연습해
1885,널 잊을게,최하나,그만하자 이제 내 마음아이제 아프지 말자 내 가슴아상처로 남은 기억잊혀지지 않을 거라면마음 한 켠에 묻어놓고서눈물에 같이 흘려 보내이만하면 널잊어도 되겠지많이 사랑한 만큼아픈걸 테니나 그만 아프고 싶어사랑했다는 말이미련으로 남겠지만내 다음 사람에게서미안함이 남지 않도록널 널 잊을게마음 한 켠에 묻어놓고서눈물에 같이 흘려 보내이만하면 널잊어도 되겠지많이 사랑한 만큼아픈걸 테니나 그만 아프고 싶어사랑했다는 말이미련으로 남겠지만내 다음 사람에게서미안함이 남지 않도록널 널 잊을게
1886,울어도 괜찮아,루오,끝이 보이지 않을 때곁에 아무도 없는 것 같고나밖에 없다고 느낄 때조용히 귓가에 말해줄게곁에 내가 있다고힘내라고 말해줄게너는 혼자가 아니니까움츠러들지마 내가 안아줄 테니너무 힘들 땐 그냥 울어괜찮아 잠시 쉬어가면 돼다시 일어설 수 있게내가 도와줄 테니까곁에 내가 있다고힘내라고 말해줄게너는 혼자가 아니니까움츠러들지마 내가 안아줄 테니너무 힘들 땐 그냥 울어괜찮아 잠시 쉬어가면 돼다시 일어설 수 있게내가 도와줄 테니까
1887,그래야 해,리엘라,사랑한 시간만큼아파해야 돼눈물도 그만큼흘려야만 해그래야 내 마음이괜찮아질 것 같아그런 내 바램들을무시하듯이잘 살고 있는 너를난 그저 울며보내줄 수밖에 없었어난 아무것도 아니었을테니눈물도 안 흘릴 만큼그만한 가치도 없었던맘이었으니한번이라도 한 순간이라도날 사랑 하기는 했었던 거니충분히 아파하며 살아가그래야 내 마음이조금은 편해질 테니까이런 말을 하는 지금도네가 보고 싶어지는나이니까
1888,네 잘못이 아냐 (Piano Ver.),도리토리,네 잘못이 아냐온통 신경이 곤두서있는 하루네 잘못이 아냐뭔가 이상한 맘대로 되지 않는 하루하늘의 구름도스쳐 지나가는 차들까지도코끝에 스치는 풀잎의 내음까지도스르르 잠이 드는 어둔 밤 달빛아래조금만 쉬어 가자네 잘못이 아냐힘들어 지칠 땐힘내지 않아도 괜찮아네 잘못이 아냐힘들면 다시 일어나지 않아도 좋아하늘의 구름도스쳐 지나가는 차들까지도코끝에 스치는 풀잎의 내음까지도스르르 잠이 드는 어둔 밤 달빛아래조금만 쉬어 가자네 잘못이 아냐네 잘못이 아냐네 잘못이 아냐조금만 쉬어 가자괜찮은 척 밝은 척하지 않아도 괜찮아조금만 쉬어 가자조금만 쉬다 가자
1889,집에는 갈 수 있을까 (Vocal. 홍지희),김영동 프로젝트,하룰 보내고 집에 가는 길뭔가 중요한 걸 두고 온 것만 같아다시 돌아가면 찾을 수 있을까아니면 영원히 잃어버린걸까내가 너무 서둘렀었던 건지어쩌면 너무 느렸던 건지흘려왔던 모든 것들 어디에서시간의 먼지가 쌓여가고 있을까앞으로 가려해도 발을 떼지 못해되돌아 가려해도 이미 멀리 왔는걸집으로 가려해도 너무나 허전해제자리 제자리 제자리술을 마셔도 욕을 해봐도뭐를 해도 달라질 건 없단 걸 알아다만 길가에 우두커니 서 있는미련한 인생을 안아주고 싶어한동안 또 한숨 속에 살겠지아니 언제나 그랬었지어깨를 툭 치고가는 사람들그대여 잠시만 기대봐도 되나요앞으로 가려해도 발을 떼지 못해되돌아 가려해도 이미 멀리 왔는걸집으로 가려해도 너무나 허전해제자리 제자리 제자리한참을 걸어왔었지만한참을 멈춘 것같아집에는 갈 수 있을까집에는 갈 수 있을까앞으로 가려해도 발을 떼지 못해되돌아 가려해도 이미 멀리 왔는걸집으로 가려해도 너무나 허전해제자리 제자리 제자리
1890,학교,진대운,바다 같이 넓었던한없이 뛰놀던그때 그 운동장작은 녹슨 철봉이외로이 긴 세월을버티고 있네백발이 된 문방구 아저씨도학교담장 무성해진 넝쿨도흔적만 남은 단골 분식집도빛 바랜 추억이 돼버린 그곳어느덧 어른이 돼버렸고아이들은 떠나버리고되돌릴 수 없는 그때로꿈꾸며 혼자 서있네천원이면 세상 가진 듯 했고목을 축이다 장난치던 곳도빙빙 돌리던 실내화 주머니도그리운 시간이 돼버린 그때어느덧 어른이 돼버렸고아이들은 떠나버리고되돌릴 수 없는 그때로꿈꾸며 혼자 서있네나 나나 나나 나아이들은 떠나버리고나 나나 나나 나꿈꾸며 혼자 서있네꿈꾸며 혼자 서있네
1891,"자기전에 (Feat. 성한, SOGN)",옥숭아,자기 전에 단 한 번만단 한 번만 생각해줘딱히 꺼내보고 그러진 않아도 돼요자기 전에 단 한 번만 딱 한 번만 더더 이상 바라지 않을게요눈 감으면 더 선명해져 그날서로를 훔쳐보기 바빴던 두 눈자꾸 손등만 스쳤던 시간친구란 선을 넘기엔우린 너무 어려운 걸좋아한다고 말하기엔네가 너무 좋았어그래서였나 봐 말 못한 채로시간만 달려가너는 너로 나는 나인 채로그게 우리란 이름 지킬 수단이 됐어근데 그게 이제 좀 어려워밤새 머릿속에 네가 떠다녀양을 세다가도불쑥 튀어나오는 네 생각혹시 너도 그럴까 생각해보지만자기 전에 단 한 번만단 한 번만 생각해줘딱히 꺼내보고 그러진 않아도 돼요자기 전에 단 한 번만 딱 한 번만 더더 이상 바라지 않을게요 잘 자요웃는 모습이 너무 아이 같아이젠 매일 보고 싶어져 그 웃음무뚝뚝하던 나도 너로 인해표정관리가 안 돼나도 네가 너무 좋은데말하기 쑥스러워서부끄러웠나 봐 말 못 했지만다가와 줘 먼저내 손은 너에게로 너는 내 손을 잡아조금이라도떨어지고 싶지 않은가 봐이런 말을 하는 게 처음인걸밤새 너를 보며 얘길 하고파잠을 자다가도 깨면옆에 있는 게 너였으면혹시 너도 그럴까 생각해보지만어떻게 해야 할지 모르겠어매일매일 그려 너와 나를어떻게 해야 할지 모르겠어매일매일 그려 너와 나를내 옆에 있어 줘요꼭 내 생각해줘요왜 부끄러워요꼭 내 손잡아 줘요내 옆에 있어 줘요꼭 내 생각해줘요왜 부끄러워요꽉 안아줄게요자기 전에 단 한 번만단 한 번만 생각해줘딱히 꺼내보고 그러진 않아도 돼요자기 전에 단 한 번만 딱 한 번만 더더 이상 바라지 않을게요 잘 자요자기 전에 단 한 번만단 한 번만 생각해줘딱히 꺼내보고 그러진 않아도 돼요자기 전에 단 한 번만 딱 한 번만 더더 이상 바라지 않을게요 잘 자요
1892,우리아기,리노 쿠 (Rino Ku),잠에서 깨어났네우리 아기너에게 새로운 일많을 거야뭐든지 할 수 있는세상의 진정한 보석꿈꾸자 아가야잘자라 꿈을이뤄라드디어 말을 하네우리 아기날마다 새로운 말배울 거야뭐든지 할 수 있는세상의 진정한 보석꿈꾸자 아가야잘자라 꿈을이뤄라꿈꾸자 아가야잘자라 꿈을이뤄라꿈꾸자 아가야잘자라 꿈을이뤄라꿈꾸자 아가야잘자라
1893,지난밤 어둠이 걷히고,리노 쿠 (Rino Ku),지난밤 어둠이 걷히고아침이 밝아 오네요무언가 해야 되는청년 시절엔이것저것 가릴처지가 아녜요땀을 흠뻑 흘리며 일하는내 자신이 기특했죠지난밤 어둠이 걷히고아침이 밝아 오네요내 맘도 그 빛처럼밝게 빛나요힘들게 짊어지는일이 돼버린삼십 후반 이제 마흔이예요답을 알 수 없는 이 순간생각에 빠진 내 자신을지난밤 어둠이 걷히고아침이 밝아 오네요내 맘도 그 빛처럼밝게 빛나요지난밤 어둠이 걷히고아침이 밝아 오네요내 맘도 그 빛처럼밝게 빛나요지난밤 어둠이 걷히고아침이 밝아 오네요내 맘도 그 빛처럼밝게 빛나요지난밤 어둠이 걷히고아침이 밝아 오네요
1894,내일은 휴일 오늘은 축제,리노 쿠 (Rino Ku),오늘 저녁 일만 하면내일은 휴일너무 즐겁다 아하내일은 휴일 이야한 시간 뒤 일 끝나면멋진 모임 있다너무 즐겁다 아하오늘은 축제 야조금 있다 퇴근하면오늘은 너를 만나너무 즐겁다 아하내일은 휴일 이야너무 즐겁다 아하오늘은 축제 야너무 즐겁다 아하내일은 휴일너무 즐겁다 아하오늘은 축제너무 즐겁다 아하내일은 휴일너무 즐겁다 아하오늘은 축제너무 즐겁다 아하내일은 휴일
1895,그대라서,종훈,창가에 비친 따스한 미소에오늘도 맘이 포근해져그 어떤 날도 소중한 이유는모두 그대와 함께라서 그래아무 말없이 그대를 볼 때면이 순간 행복함을 느껴내 맘 가득히 들어온 그대그 어떤 말들도 부족한 듯 해내 사랑 전하기엔한숨이 머문 밤이라도유난히 힘든 날도그대가 함께 하기에 곁에 있기에괜찮아 내겐한숨이 머문 밤이라도유난히 힘든 날도그대란 사람 있기에 곁에 있기에괜찮아 내겐두 눈에 담긴 그대를 볼 때면영원히 함께 하고 싶어내 맘 가득히 들어온 그대매일 그대가 내 품 속에 안겨그대라서 고마워
