,제목,가수,가사
103,잊어보려 해,정상우,"['그래 네가 맞았어', '이젠 편하니', '이런 이별을 바랬니', '많은 사람들 속에서', '애써 웃어보려해도', '너와의 추억들이', '점점 멀어져만가', '왜 그랬었냐고', '그 이유를 물어도', '내가 알던 너의 모습은 볼수없는데', '흐려져가는', '그 짧은 순간 나의 꿈만 같던 기억이', '멀어져만 가고있어', '한 없이 너를 그리워 하다가', '쉽게 잠들지 못해', '어쩌면 다시 돌아올까봐', '그래 많이 사랑했었던', '따뜻한 너의 온기가 그리워', '눈을 감아봤어', '널 잊어 갈 수 록', '더 선명해져만가', '우리 함께 걷던 거리에', '너를 두고서', '함께했었던', '그 소중했던 날들', '이제서야 난 후회돼', '한 없이 너를 그리워 하다가', '쉽게 잠들지 못해', '어쩌면 너도 그리워 할까', '그래 많이 사랑했었던', '따뜻한 너의 온기가 그리워', '눈을 감을 때', '스스로 묻고 또 물었어', '너의 대한 기억 조차', '바보 같은 내가 싫었어', '그 땐', '널 아직 잊지 못하고 되려 후회하면서', '너의 마지막 그 미소만 떠올라', '끝없이 너를 지워보다 가도', '너를 지우지 못 해', '어쩌면 네가 다시 나를 보며 웃을까', '나는 널 놓아주려해', '더는 사랑하지 않아', '너를 사랑한 나 이제 잊어보려해']"
104,내 마음에 비친 내 모습,루브르젠스키,"['붙들 수 없는 꿈의 조각들은', '하나 둘 사라져 가고', '쳇바퀴 돌 듯 끝이 없는 방황에', '오늘도 매달려 가네', '거짓인 줄 알면서도 겉으론 감추며', '한숨 섞인 말 한마디에', '나만의 진실 담겨 있는 듯', '이제와 뒤늦게 무엇을 더 보태려 하나', '귀 기울여 듣지 않고', '달리 보면 그만인 것을', '못 그린 내 빈 곳 무엇으로 채워지려나', '차라리 내 마음에 비친 내 모습', '그려 가리', '엇갈림 속에 긴 잠에서 깨면', '주위엔 아무도 없고', '묻진 않아도 나는 알고 있는 곳', '그 곳에 가려고 하네', '근심 쌓인 순간들을 힘겹게 보내며', '지워버린 그 기억들을', '생각해 내곤 또 잊어버리고', '이제와 뒤늦게 무엇을 더 보태려 하나', '귀 기울여 듣지 않고', '달리 보면 그만인 것을', '못 그린 내 빈 곳 무엇으로 채워지려나', '차라리 내 마음에 비친 내 모습', '그려 가리', '이제와 뒤늦게 무엇을 더 보태려 하나', '귀 기울여 듣지 않고', '달리 보면 그만인 것을', '못 그린 내 빈 곳 무엇으로 채워지려나', '차라리 내 마음에 비친 내 모습', '그려', '이제와 뒤늦게 무엇을 더 보태려 하나', '귀 기울여 듣지 않고', '달리 보면 그만인 것을', '못 그린 내 빈 곳 무엇으로 채워지려나', '차라리 내 마음에 비친 내 모습', '그려 가리']"
105,너로 가득히 채워진 이 밤 (Feat. 윤하랑),선진 (SEON JIN),"['매일 밤 핸드폰 속의 너를 바라봐', '그러다 잠들지 못해', '매일 밤 창밖에 저 별 보며 기도해', '꿈속에서 널 만날 수 있게', '나 이제는 못 참겠어', '흰 구름을 타고 널 향해 날아가', '말해줄 거야 좋아한다고', '너로 가득히 채워진 이 밤', '네 품에 안겨서 잠들고 싶은 밤', 'Beautiful night', '너와 함께하는 이 밤', '매일 밤 핸드폰 속의 너를 바라봐', '눈 감아도 네 생각이 나게', '나 이제는 널 기다려', '흰 구름 위에서 너를 바라보며', '말하고 싶어 사랑한다고', '너로 가득히 채워진 이 밤', '네 품에 안겨서 잠들고 싶은 밤', 'Beautiful night', '너와 함께하는 이 밤', '새벽 끝자락에 서있는 우리', '아무 말 없이 널 향해 바라보다', '살짝 웃음 짓는 너의 그 모습에', '새로운 날이 시작된 거야', '너로 가득히 그려진 이 밤', '네 품에 안겨서 보내고 싶은 밤', '코끝에 배인 네 향기가 날', '내게로 이끌어', '너로 가득히 채워진 이 밤', '네 품에 안겨서 잠들고 싶은 밤', 'Beautiful night', '너와 함께하는 이 밤']"
106,어떻게,권두철,"['생각이나 내맘같지 않게', '끝없이 이어져가', '너무 괴로워', '내가 할수가 있는게 없다는게', '다들 나처럼 이러는 걸까', '내색하지 않지만', '내가 약해서 이러는 걸까', '다들 견뎌내는데', '만약 원래 이런거 라변', '더는 계속하고 싶지 않아', '어떻게 이러는 마음을', '품고살수있기를 바래', '누구도 날 이해하지 못해도', '억울하지는 않아', '당연한거야 알수없으니까', '나를 믿을수 없다면', '다들 나처럼 이러진 않아', '내색할 필요 없어', '내가 약해서 이러는 것 같아', '다들 괜찮으니까', '알아 원래 이런거 라고', '나에게 이 모든것들을', '어떻게 견뎌내야해 난', '아무것도 할수없는데', '정말 이런식으론', '아무것도 할수가 없어', '근데도 다른 방법은', '생각 조차 나지를 않아']"
107,"어느새 여름, 너를 닮은 밤",이 밤 (A Night to Remember),"['뜨거웠던 오후가 지나가고', '식지 않던 기나긴 이 여름도', '달빛에 물들어가', '너의 얼굴 보면', '나의 마음은 편안해져', '오늘따라 너의 생각이 난 궁금해', '유난히 별이 가득히 내리는 밤', '두근대는 나의 맘만', '소란스럽게 일렁이는', '어느새 여름 너를 닮은 이 밤에', '네 목소리는 한여름 밤에 우는', '풀벌레 소리처럼 내 귓가를', '간지럽히고 가면 또다시 내 맘은', '달콤한 꿈을 꾸는 듯해', '오늘따라 너의 생각이 난 궁금해', '유난히 별이 가득히 내리는 밤', '두근대는 나의 맘만', '소란스럽게 일렁이는', '어느새 여름 너를 닮은 밤', '난 이 밤을 조금 더 오래 간직할게', '뜨거운 여름밤을 수놓은 추억', '기분 좋은 바람이 불고', '우릴 위해 비추는 별빛', '어느새 여름 너를 닮은 이 밤에', '너로 가득한 여름밤']"
108,"괜찮아, 괜찮아 (Prod. 다피)",정남도,"['괜찮아 별 거 아니야', '좋은 마음이 쌓이면', '어련히 덮혀질 그런 일이야', '괜찮아 별 일 아니야', '지금까지에 비하면', '희미한 그저 그런 일이야', '그러니까 토닥이지 않아도 돼', '괜히 조금 건드리면 무너질', '그런 마음 같잖아', '그러니까 위로하지 않아도 돼', '간신히 버티고 있는', '초라한 마음 같잖아', '나 잠시만 멈출게', '잠시만 주저앉아서', '쌓였던 마음을 흘릴게', '이제 더는 흔들리지 않게', '나 잠시만 지울게', '잠시만 눈을 가리고', '그냥 그냥 이 마음을 흘릴게', '괜찮아 괜찮아', '있잖아 마음이라는게', '어련히 덮혀지질 않는데', '간신히 가려놓은 오랜 흉터 같잖아', '알잖아 이렇게 또', '버티고 버텨도 선명해지는 걸', '억지로 숨겨놓은 슬픈 기억 같잖아', '그러니까 잠깐만 기대도 돼', '내가 무너져도 딛고 일어설', '위로가 될 수 있게', '그러니까 잠깐만 울어도 돼', '쌓여가는 마음들을', '한번에 씻을 수 있게', '나 잠시만 멈출게', '잠시만 주저 앉아서', '쌓였던 마음을 흘릴게', '이제 더는 흔들리지 않게', '나 잠시만 지울게', '잠시만 눈을 가리고', '난 그냥 이 마음을 흘릴게', '괜찮아 괜찮아']"
109,Traveler,H.on (에이치온),"['waking up going to work', 'working hard and back to home', 'if feels like boring formal life', ""feel so stuffy can't take a breath"", 'and wanna leave it all behind', ""then it's the time that we shall go"", 'cause we stuck in the same days', 'as a pattern like a prison', 'that we cannot go out', 'so we should break our dull lifes', 'such a routine to change', 'our faces in sorrow', 'so pack your bag then we should go', 'whatever it will flow', 'to the place that we can glow', ""that's what you have to do"", 'then what is that you wanna do', 'maybe you cant answer that', 'suddenly hurt father', 'a mother who suffers from it', 'and thus I have to do it too', 'so we stuck in the fucking life', 'to be a puzzle of the society', 'with burnout', 'so we should carry out the dreams', 'we wanna be that were', 'in our hearts', 'so pack your bag then we should go', 'whatever it will flow', ""let's take a photo"", 'go anywhere you want', 'to the place that we can glow']"
110,오늘,RUBATO (루바토),"['그대 오늘 하루는 어땠나요', '그대 오늘 정말 수고했어요', '때로는 힘들고 때로는 슬퍼도', '언젠가는 웃고 즐거울 때도 있죠', '때로는 아프고 때로는 우울해도', '다 지나갈 거예요', '내 삶이 아직', '희미해 보이지 않아서', '막막히 느끼겠지만', '견뎌낸 이 안개가 걷힐 땐', '누구보다 밝게 빛나기를', '그대 오늘 하루는 어땠나요', '그대 오늘 정말 수고했어요', '아무리 새벽이 어두울지라도', '희미한 불빛은 항상 있기 마련이죠', '세상의 무게에 당신이 무너져도', '다 괜찮아질 거예요', '내 삶이 아직', '희미해 보이지 않아서', '막막히 느끼겠지만', '견뎌낸 이 안개가 걷힐 땐', '누구보다 밝게 빛나기를', '햇살의 안녕', '인사를 건네며 다가와', '알리는 새로운 오늘', '사라진 이 안개가 잠들 땐', '무엇보다 밝은 빛이기를']"
111,저 달을 봐,늑대소녀,"['저 달을 봐 밝게 빛나지', '저 넓은 하늘에 홀로 떠있는 데도', '저 별을 봐 밝게 빛나지', '꼭 반짝이는 네 눈동자 속 같아', '저 달을 봐 밝게 빛나지', '환하게 웃는 너의 미소 같아', '저 별을 봐 밝게 빛나지', '반짝거리는 널 참 닮은 것 같아', '난 매일 밤 우주를 달들을', '저 별들을 맞이해요 당신만 있다면', '난 매일 밤 우주를 달들을', '저 별들을 마주해요 당신만 있다면', '저 달을 봐 밝게 빛나지', '날 보고 웃는 환한 너를 닮아있어', '저 별을 봐 밝게 빛나지', '마치 반짝이는 너의 눈동자 속 같아', '저 달을 봐 저 별을 봐', '너를 닮은 달과 별 우주를 느껴봐', '저 달을 봐 저 별을 봐', '너를 닮은 달과 별 우주를 느껴봐']"
112,비에 젖은 내 맘을,한별나라,"['니 생각에 또 우리 기억에', '내내 니 생각에 또 젖어들어', '우산을 챙길까 고민해보지만', '비에 젖은 내 맘을 난', '또 내려놓곤 해', '우리 걷던 이 길을 지나가면', '흥얼거리던 멜로디가 생각나', '언젠가 우리 그 날 돌아가면', '그 땐 웃을까', '나를 보며 너도 웃음지을까', '잘 지내니 니 생각에', '오늘도 잠 못들고', '이젠 잡으려 할수록 더', '멀어지는 것 같아서', '오늘도 또 내일도', '그리움에 점점 더 멀어져간다', '한숨뿐이였던 나의 지금이', '이렇게 평범한 나날들에 비쳐', '자꾸만 그때의', '우리의 날만 생각나는데', '꿈에서도 우연히 올까', '잘지내니 니생각에', '오늘도 잠 못들고', '이젠 잡으려 할수록 더', '멀어지는 것 같아서', '오늘도 또 내일도', '그리움에 점점 더 멀어져간다', '잘 지내기를 또', '빌어 난 또', '아직도 완전히 널 난 보내질 못해서', '시간을 또 밀어본다', '잘 지내니 니생각에', '오늘도 잠 못들고', '이젠 잡으려 할수록 더', '멀어지는 것 같아서', '오늘도 또 내일도', '그리움에 점점 더 멀어져간다']"
113,그대와 나,김종호,"['행복했던 그대와 나', '기억 속 우리의 사랑의 이야기', '그대와 나 언제나 영원히', '그 순간을 함께해요', '꿈결같던 그대와 나', '기억 속 우리의 못 다한 이야기', '그대와 나 언제나 영원히', '그 시간을 함께해요', '언제나 그대와 둘이서', '함께 할거라고 난 믿었죠', '저 하늘 아래 펼쳐진 피어 난', '아름다운 우리의 사랑이', '함께 한 지난 날 우리가', '서로 다른 곳을 보고 있죠', '저 하늘 위에 숨겨진 별들이', '구름들을 탓하며 빛춰요 워어어어', '행복했던 그대와 나', '기억 속 우리의 사랑의 이야기', '그대와 나 언제나 영원히', '그 순간을 함께해요', '꿈결같던 그대와 나', '기억 속 우리의 못 다한 이야기', '그대와 나 언제나 영원히', '그 시간을 함께해요', '그대를 사랑한 나니까', '후회없는 사랑을 했어요', '그 시간 속에 멈춰진', '우리의 애태웠던 사랑을', '기억해 워어어어', '소중했던 그대와 나', '추억 속 우리의 그리운 이야기', '그대와 나 언제나 영원히', '그 추억을 함께해요', '그 추억을 함께해요']"
114,회색 하늘 속 빛을 찾아,김민정,"['혼자서 떠나고 싶지만', '나에겐 시간이 없어', '어렵게 버티고 있지만', '이제 모든 것을 내려놓고 싶어', '저 멀리 보이는 그 곳을', '우리는 갈수가 없어', '바쁘게 지나간 시간을', '다시 돌릴 수가 없다는걸 알고', '회색 빛 하늘 아래서 느껴지는', '무겁고 힘든 감정들 속에', '힘들게 하루가 지나가고', '똑같은 일상의 반복에', '조금씩 모르게 나는 망가져가기에', '이제는 모든 것에 벗어나고 싶기에', '뿌옇게 변해간 하늘에', '가려진 태양을 찾고 싶어', '멀리서 희미하게 보여지는', '틈 사이 반짝이는 빛', '새로운 하루는 시작하고', '달라진 일상의 기대에', '조금씩 모르게 나는 변할 수 있기에', '이제는 모든 것을 떨쳐내고 싶기에', '변하는 회색하늘 빛', '이제 빛을 찾아 떠날 수 있기에', '조금씩 모르게 나는 걸을 수 있기에', '이제는 모든 것을 이겨낼수 있기에']"
115,Step By Step,로시 (Rothy),"['Step by step we’re getting closer', 'The system line is packed to you', '겁이 나서 차마 멈춘 나의', '소중했던 그 마음 이젠', '용기를 내 그대에게', '얘기를 해줄게', '아직 어색하기만 한', '나의 떨림을 마주하면', '왠지 기분이 좋은', '두근거림', '설레게 해', 'Are we thankful for each other', '어디든 달려가줄게', 'Anywhere', 'My heart’s', '그대만 보이죠', '아 아', 'Step by step I’m getting closer', 'My every nerves are packed to you', '어린아이 웃음처럼', '맘을 간지럽히는 생각뿐', '그대에게로 가는', '길이 보이죠', '거리에 핀 저 꽃처럼', '손끝이 닿을 거리일까', 'You felt like summer', 'Where stories all bloomed', '더 숨기진 않아요', '아직 어색하기만 한', '나의 떨림을 마주하면', '왠지 기분이 좋은', '두근거림', '설레게 해', 'Are we thankful for each other', '어디든 달려가줄게', 'Anywhere', 'My heart’s', '그대만 보이죠', '아 아', 'Fell for you']"
116,끝나지 않는 밤,레이나 (Raina),"['나지막이 들려온다', '익숙했던 너의 소리', '하루의 모든 날 달래주었었던', '너의 따스한 온기', '소리 없이 불러본다', '이젠 내 옆에 없는 널', '가난한 마음은 자꾸 널 부른다', '여기 이곳에 남아', '끝나지 않는 밤', '난 매일 너의 흔적을 뒤돌아봐', '그땐 알지 못한 너의 따스함이', '날 더 시리게 해', '눈 감으면 더 생각이 나 우리', '점점 더 짙어져 간다', '다정했던 너의 기억', '불안한 마음은 너를 또 찾는다', '다시 그곳으로 가', '끝나지 않은 맘', '나 여전히 너를 놓지 못하나 봐', '되돌릴 수 없는 그때 그 추억이', '엉켜버린 채로', '잠 못 들고 더 선명해지는 우리', '다시 그날로 나 돌아간다면', '너를 떠나보내지 않을 텐데', '뜻하지 않은 말', '널 아프게만 한 것 같아', '미안해', '너를 밀어냈던 그때의 기억이', '자꾸만 떠올라서', '더는 견딜 수 없어', '전하지 못한 말', '아직 사랑한다는', '미련한 말', '네가 떠나버린', '나의 빈자리에', '갇혀버린 채로', '끝도 없이 맴돌고 있는 이 밤']"
117,Tell me this is real,유주 (YUJU),"['So tell me this is real', '내게 말을 해줘', '진실을 보여줘 제발', 'I can feel nothing', '어떤 것도 느낄 수 없어', '헤매이던 시간 속에', '너만은 진심이었길', 'So tell me this is real', '내게 말해줘 네 맘을 보여줘', '언제쯤부터 였을까', '그렇게 한참을 맴돌고 있던 걸까', '공허한 이곳에 혼자', '넌 무얼 찾아 기다린 걸까', '두 눈에 보이는 알 수 없는 빛이', '더 선명해지고 있어', '널 위해 해줄 수 있는 것', '그게 내가 찾던 이율까', 'So tell me this is real', '내게 말을 해줘 진실을 보여줘 제발', 'I can feel nothing', '어떤 것도 느낄 수 없어', '헤매이던 시간 속에', '너만은 진심이었길', 'So tell me this is real', '내게 말해줘 네 맘을 보여줘', '어디든 갈 수 있을까', '날 두고 저 멀리 사라진 이유는 뭘까', '공허한 이곳에 혼자', '난 무얼 찾아 기다린 걸까', '희미해지는 건 기억뿐이란 걸', '넌 이미 다 알고 있어', '아프고 그리워지는 것', '그게 네가 찾던 이율까', 'So tell me this is real', '내게 말을 해줘 진실을 보여줘 제발', 'I can feel nothing', '어떤 것도 느낄 수 없어', '헤매이던 시간 속에', '너만은 진심이었길', 'So tell me this is real', '내게 말해줘 네 맘을 보여줘', '첨부터 너란 걸 알았을까', '심장이 외친 게 너였을까', '늦은 게 아니라고 말해줘', 'So tell me this is real', '내게 말을 해줘 진실을 보여줘 제발', 'I can feel nothing', '어떤 것도 느낄 수 없어', '헤매이던 시간 속에', '너만은 진심이었길', 'So tell me this is real', '내게 말해줘 네 맘을 보여줘']"
118,스케치,황인혁,"['사실 그대에게 하지 못했던', '그 말 들어 줄래요', '우린 같은 마음인가요', '그댄 기다리고 있나요', '지금 이 고백을', '오늘 그대 무슨 일 있었나요', '내가 들어 줄게요', '그대와 더 좋은 내일을 보내고 싶어요', '나 그대가 웃는 게', '아니 그냥 그대가 참 난 좋은 걸요', '혹시 너도 그렇다면 내 손을 잡아줘요', '오늘을 기억해요', '지금 그대에게 하는', '내 서툰 고백을 받아 줄래요', '그댈 웃게 할게요', '나 아직은 많이 부족하겠지만', '지치고 힘들 땐 말해줄래요', '내가 안아줄게요', '그대와 더 좋은 매일을 보내고 싶어요', '나 그대가 웃는 게', '아니 그냥 그대가 참 난 좋은 걸요', '혹시 너도 그렇다면 내 손을 잡아줘요', '오늘을 기억해요', '나를 받아 줄래요 그대 괜찮다면', '항상 곁에 있어 줄게요', '매일 말해 줄게요', '그댈 사랑해요', '언제나 그대와 영원히 함께 할래요', '나 그대가 웃는 게', '아니 그냥 그대가 참 난 좋은 걸요', '혹시 너도 그렇다면 내 손을 잡아줘요', '사랑을 시작해요']"
119,Summer Dream (Feat. 노소영),이로이 (TEAM152),"['오늘은 예감이 좋아', '바람도 적당히 부는', '모든게 완벽한 하루', '한참을 옷을 고르고', '화장을 몇 번 고치고', '너를 만나러 가는 길', '내 마음속에 한 송이 꽃으로 핀', '너는 나의 여름이야', '반짝이는 저 하늘 구름 너머엔', '내가 꿈꿔오던 멋진 장면들이', '소리없이 넘실대고', '일렁이는 이 내 마음은', '저 우주 끝으로 향해 달려가는', 'Summer Dream', '어딘지 들뜬 마음에', '갈 곳을 잃은 시선은', '발 끝만 쳐다보게 돼', '밤새워 준비한 그 말', '한참을 품었던 그 맘', '입술에 멤돌기만 해', '네 두 눈 속에 한송이 꽃으로 핀', '나는 너의 여름이야', '반짝이는 저 하늘 구름 너머엔', '내가 꿈꿔오던 멋진 장면들이', '소리없이 넘실대고', '일렁이는 이 내 마음은', '저 우주 끝으로 향해 달려가는', 'Summer Dream', '오랫동안 이 마음은', '그 시간에 멈춘듯 해', '처음 그 날 이후로', '반짝이는 저 하늘 구름 너머엔', '내가 꿈꿔오던 멋진 장면들이', '소리없이 넘실대고', '언제가는 이 내 바램이', '그 우주를 넘어 네게 닿게 되면', '2010년 어느 여름 끝에서', 'summer dream']"
120,모두의 밤에게 (With. 윈리 (Winry)),포근,"['어떻게 잠드는지 잊은 채', '오늘을 보내지 못하고', '혼자 머물러 있어', '멍하니 밤하늘을 봐', '저 별도 저 달도 누구 하나', '더 빛을 내보겠다고', '욕심내지 않는', '그 어둔 밤이 좋더라', '모두의 오늘도', '모두의 밤들도', '평안하길 기도해 음', '모두의 오늘도', '모두의 밤들도', '고요하길 기도해 음', '맡은 만큼 반짝이는', '저 별과 달이 작아 보여도', '누군가에게는', '마음까지 비춰주네', '모두의 오늘도', '모두의 밤들도', '평안하길 기도해 음', '모두의 오늘도', '모두의 밤들도', '고요하길 기도해 음', '그대의 오늘도', '그대의 내일도', '평안하길 기도해 음', '그대의 오늘도', '그대의 내일도', '고요하길 기도해 음']"
121,나 당신의 노랠 만들고 있는데,준상,"['나 당신의 노랠 만들고 있는데', '왠지 모르게 잘 안 돼요', '나 당신의 얘길 여기 써보는데', '왠지 모르게 잘 안되죠', '왜 그럴까요 왜 그럴까요', '왜 그럴까요', '왜 이리 아쉬울 까요', '왜 그럴까요 왜 그럴까요', '왜 그럴까요', '왜 이리 아쉬운 가요', '나 당신의 노랠 이리 불러보는데', '당신은 알아볼까요', '나 당신의 얘길', '좀 밝게 만드려고 했는데', '오 왜 그럴까요 왜 그럴까요', '왜 그럴까요', '왜 이리 아쉬운 건가요', '왜 그럴까요 왜 그럴까요', '왜 그럴까요', '왜 이리 아쉬운 가요', '우우우 우우우 우우우', '우우우우 우우우 우', '우우우 우우우 우우우', '우우우우 우우우 우', '오 왜 그럴까요 왜 그럴까요', '왜 그럴까요', '왜 이리 아쉬운 건가요', '왜 그럴까요 왜 그럴까요', '왜 그럴까요', '왜 이리 아쉬운 가요', '나 당신의 노랠 만들어 봤는데', '당신은 알아볼까요']"
122,강박,허지영,"['강박이 생겨버린 건 아닌지', '걱정이 되는 요즘', '이상한데 꽂혀서', '갇혀버리는 건 아닌지', '생각이 많은 요즘', '어디서부터 어떻게 풀어가야 할까', '뭐부터 해야 좋을까', '꼬리에 꼬리를 무는데', '해야 할 것이 너무 많아', '하고 싶은 것도 너무 많아', '하나 둘 차근차근하다 보면', '자연스레 일상 속 스며들까', '강박이 생겨버린 요즘', '바쁘게 살아가보려고 해', '걱정이 없게 살아가보려 해', '찰칵 예쁘던 A 파트', '테잎이 마치고 다시 뒤집어 B 파트', '다시 시작된 마음의 소리는', '편안히 바람 타고', '순항하는 paper', 'So I gotta', 'New stuff to make', 'There is no compulsions', ""I don't ride on the onbeat"", ""Just I'm gonna to ride upbeat 2 4"", '어디서부터 어떻게 풀어가야 할까', '뭐부터 해야 좋을까', '꼬리에 꼬리를 무는데', '해야 할 것이 너무 많아', '하고 싶은 것도 너무 많아', '하나 둘 차근차근하다 보면', '자연스레 일상 속 스며들까', '강박이 생겨버린 요즘', '바쁘게 살아가보려고 해', '걱정이 없게 살아가보려 해']"
123,사랑이 있어요,류보영,"['당신을 멀리하면', '당신과 멀어질 줄 알았어요', '외면하고 돌아서면 그게', '이별이 되는 줄 알았어요', '당신과 이별하고', '여러 번 후회하고 돌아갔죠', '왜 그대는 여전히 나에게', '사랑을 말하고 있었나요', '사랑은 없지 않아요', '사랑은 곁에 있어요', '사랑이 멈춘 것 같지만', '사랑이 있어요', '사랑이 시들었나요', '불안한 맘이 드나요', '사랑은 늘 곁에 있어요', '사랑이 있어요', '사랑은 없지 않아요', '사랑은 곁에 있어요', '사랑이 멈춘 것 같지만', '사랑이 있어요', '사랑이 시들었나요', '불안한 맘이 드나요', '사랑은 늘 곁에 있어요', '사랑이 있어요', '사랑은 없지 않아요', '사랑은 곁에 있어요', '사랑이 멈춘 것 같지만', '사랑이 있어요', '사랑이 시들었나요', '불안한 맘이 드나요', '사랑은 늘 곁에 있어요', '사랑이 있어요']"
124,내 자신에게...,yunseo,"['네가 얼마나 많이 힘든지 알아', '그러나 지금은 모든 걸 놓은 채', '죽고싶은 순간이 많지만', '언젠간 이 순간도 추억이 될거야', '힘든 모든 시간들은 다 지나갈테니', '순간순간 힘이 겨워서', '문뜩 생각도 하게 되지만', '네게 소중한 사람들을', '생각만 한다면', '그 조차 힘겨워서', '멈칫하게 되고 말겠지', '그래 넌 이미 지칠대로', '지쳤다는 걸 알아', '그래서 이젠 좀 편하게', '지내고도 싶겠지', '네가 꿈꾸며 하고싶었던', '일들을 하면서', '인격모독과 무시가', '심한 이 자릴 벗어나서', '애써 누군가에게 약한 모습은', '보이고 싶진 않아서', '웃으며 내색하고 있진 않지만', '매순간 숨이 조여와서', '죽고 싶을 때가 더 많겠지', '그렇지만 언제나 힘이 내', '앞으로 나아가보는 거야', '넌 그럼 반드시', '너에게 기적이 찾아올거야', '그게 언제 올지는', '그 누구도 모르지만', '이젠 다시 시작해보는거야', '원하던 일로 힘겨웠던', '이 자릴 벗어 나와서 지금부터', '모든게 서툴고 어려울 거야', '처음이라서 그래도 힘차게', '앞으로 나아가는 거야 힘을 내', '넌 반드시 할 수 있고 해낼 수 있어', '망설였지만 그 자릴', '용기내어 벗어나온 만큼', '넌 할 수 있을거야', '그러니 힘을 내', '앞으로 많은 사람들이', '널 힘들게 할거야', '부정적인 언어들과 시선으로', '그로 인해 매순간', '불안하고 주저도 않게 될거야', '하지만 그 누구도 네 인생을', '대신 살아주진 않잖아', '그러기에 주어진 시간과 하루를', '헛되이 보내서는 안돼', '누가 뭐라해도 절대 포기하지는 마', '매순간 불안하고 초조하겠지만', '내일이 니 인생 마지막인 것처럼', '이제 그만 과거는 잊고', '한 발 한 발 꿈을 향해 나아가봐', '그럼 머지않아', '너의 꿈이 실현이 될거야']"
125,눈내리는날 커피를 마시며 (Feat. 송윤선),진정(Jin.Jung),"['하얀 별이 쏟아져', '내리는 창가', '어루만지는 찻잔에서', '커피향에 그대의', '입맞춤처럼', '온기를 느껴봅니다', '마주할 수 없는', '그대를 그리며', '두 잔의 커피를', '내어 놓고', '우리의 마지막 겨울밤', '기억을 떠올립니다', '조용한 카페', '창 밖의 겨울 밤 풍경', '가로등 불빛에 반짝이는', '눈꽃송이는', '마지막 겨울 밤', '기억의 편린들입니다', '식어가는 커피 잔', '하얀 이별의', '아픔이 응고 되어', '싸늘하게 차가운 가슴속을', '헤집어 놓습니다', '조용한 카페', '창밖의 겨울 밤 풍경', '그리움에 커피를 마시면', '용해되지 않는', '둘만의 밀어가', '함박눈이 되어 내립니다', '눈 내리는 날', '눈 내리는 날', '눈 내리는 날', '커피를 마시며', '그대를 그려봅니다', '눈 내리는 날', '눈 내리는 날']"
126,향기,박찬민,"['잊을 수 없는 향기와', '지울 수 없는 기억들', '다가 가기엔 모자란', '내 모습들이 보여', '사랑하기에는 너무도', '다르던 우리의 시간', '힘든 시간들 속에서', '지쳐버린 우리', '잊을 수 없는 향기와', '지울 수 없는 기억들', '다가 가기엔 모자란', '내 모습들이 보여', '사랑하기에는 너무도', '다르던 우리의 시간', '힘든 시간들 속에서', '지쳐버린 우리', '잊을 수 없는 향기와', '지울 수 없는 기억들', '다가 가기엔 모자란', '내 모습들이 보여', '사랑하기에는 너무도', '다르던 우리의 시간', '힘든 시간들 속에서', '지쳐버린 우리', '니 향기와', '니 모습도', '다시 어루만져 줄 수 있길', '니 향기와', '니 호흡도', '이젠', '잊을 수 없는 향기와', '지울 수 없는 기억들', '다가 가기엔 모자란', '내 모습들이 보여']"
127,여름의 중심에서,마인드유,"['여름의 중심에서', '사랑을 하고 있어', '풀이 춤을 추는 곳에서', '바람이 불어오네', '햇살은 뜨겁지만', '네게 그늘이 되어줄게', '사랑을 하려고 해', '너를 만난 이후에', 'I fall in love with u', '여름향기에 네가 있기에', 'I wanna be your love', '난 너를 좋아해', '오랫동안 널 기다려 왔어', 'hey 있잖아 우리가', '서로 사랑한다면', '약속해 줘 늘 함께 있자고', '여름의 중심에서', '사랑을 하고 있어', '네가 있어 나는 행복해', '사랑을 하려고 해', '너를 만난 이후에', 'I fall in love with u', '여름 향기에 네가 있기에', 'I wanna be your love', '난 너를 좋아해', '오랫동안 널 기다려 왔어', 'hey 있잖아 우리가', '서로 사랑한다면', '약속해 줘 늘 함께 있자고', 'I wanna be your love', '난 너를 사랑해', '늘 너에게 말하고 싶었어', 'hey 있잖아 우리가', '서로 사랑한다면', '약속해 줘 늘 함께 있자고', '여름의 중심에서', '사랑을 하고 있어', '풀이 춤을 추는 곳에서']"
