,가수,제목,가사
10,로이킴,상상해봤니,아무 생각 없이 두 눈을 마주쳤을 땐 솔직히 조금 겁이 나긴 했어 내가 너를 만나면 다른 게 안 보일까 봐 못 보게 되면 너무 아플까 봐 이렇게 예쁜 너를 두고 갈 순 없잖아 다른 사람 만나게 가만둘 순 없잖아 상상해봤니 더 어렸을 때 만났더라면 아무런 걱정 없이 마음 가는 대로 살았었던 누구를 만난다는 게 서로의 감정 이외에 생각해야 하는 게 참 많더라 네가 그리는 사랑과 내가 그렸던 자유는 같은 계절에 피진 못하더라 그러다 우연히 우리가 스치게 된다면 오래전 그 미소로 너를 바라봐 줄게 상상해봤니 더 어렸을 때 만났더라면 아무런 걱정 없이 마음 가는 대로 살았었던 상상해봤니 그때 우리가 사랑했었다면 지금 이렇게 아파하지는 않았을 텐데 상상해봤니 그때 우리가 사랑했었다면 지금 이렇게 아파하지는 않았을 텐데
11,에일리(Ailee),첫눈처럼 너에게 가겠다,널 품기 전 알지 못했다 내 머문 세상 이토록 찬란한 것을 작은 숨결로 닿은 사람 겁 없이 나를 불러준 사랑 몹시도 좋았다 너를 지켜보고 설레고 우습게 질투도 했던 평범한 모든 순간들이 캄캄한 영원 그 오랜 기다림 속으로 햇살처럼 니가 내렸다 널 놓기 전 알지 못했다 내 머문 세상 이토록 쓸쓸한 것을 고운 꽃이 피고 진 이 곳 다시는 없을 너라는 계절 욕심이 생겼다 너와 함께 살고 늙어가 주름진 손을 맞잡고 내 삶은 따뜻했었다고 단 한 번 축복 그 짧은 마주침이 지나 빗물처럼 너는 울었다 한 번쯤은 행복하고 싶었던 바람 너까지 울게 만들었을까 모두 잊고 살아가라 내가 널 찾을 테니 니 숨결 다시 나를 부를 때 잊지 않겠다 너를 지켜보고 설레고 우습게 질투도 했던 니가 준 모든 순간들을 언젠가 만날 우리 가장 행복할 그날 첫눈처럼 내가 가겠다 너에게 내가 가겠다
12,김정민,To You,언제나 너는 나의 자릴 비워둬 너의 꿈속이라도 나 잠시 머물 수 있게 괴로워 하지마 순간일꺼라 생각해 잠시 눈을 감아봐 이렇게 웃고 있잖아 너의 마음 알아 모든 걸 지금도 느끼고 있어 하지만 내 맘을 어떻게 전해야만 하는지 예전처럼 사랑해 너를 다른 시간에 있다해도 니 안에 내가 있다는걸 느낄 수 있다면 됐어  아무것도 해줄 수 없는 내 맘을 이해하겠니 함께 할 수 없는 니 맘을 너무 잘 알고 있어 너이기에 사랑해 너를 다른 시간에 있다해도 니 안에 내가 있다는걸 느낄 수 있다면 됐어  사랑해 너를 다른 시간에 있다해도 니 안에 내가 있다는걸 느낄 수 있다면 됐어
13,김현철,달의 몰락,달이진다 달이진다 달이진다 달이진다 나를 처음 만났을 때도 그녀는 나에게 말했지 탐스럽고 이쁜 저 이쁜 달 나랑 매일 만날 때에도 그녀는 나에게 말했어 탐스럽고 이쁜 달이 좋아 그녀가 좋아하던 저 달이 그녀가 사랑하던 저 달이 지네 달이 몰락하고 있네 나를 무참히 차 버릴 때도 그녀는 나에게 말했지 탐스럽고 이쁜 저 이쁜 달 나랑 완전히 끝난 후에도 누군가에게 말하겠지 탐스럽고 이쁜 달이 좋아 그녀가 좋아하던 저 달이 그녀가 사랑하던 저 달이 지네 달이 몰락하고 있네 그녀가 좋아하던 저 달이 그녀가 사랑하던 저 달이 지네 달이 몰락하고 있네 그녀가 좋아하던 저 달이 그녀가 사랑하던 저 달이 지네 달이 몰락하고 있네 나도 그녀를 잊을 수 있다
14,노블레스,발신번호 표시제한 (Feat. 란),그저 목소리 한번 듣고싶어 전화했다가 그냥 끊어 버리는 나 나 없이도 잘 지내는지 조금은 궁금했어 그 사람일 것 같아 지금 이 시간엔 그 사람밖엔 없어 틀림없어 왜 말이 없어 언젠가 한번쯤은 올줄 알았어 그럴 줄 알았어 그 사람일 것 같아 그래서 이 번호를 바꾸질 못했어 기다렸어 왜 말이 없어 나만큼 힘들었을 너라는걸 알아 끊지마 여보세요 나야 왜 말을 못해 그동안 잘 지냈어 인사한번 못해 오랫만에 연락하는 지인보다 못한 타인보다 못한 남보다 못한 이별은 그래 죽도록 사랑했다 말만하면 뭐해 목소리 한번조차 듣지 못하는데 사랑은 그래 멋대로 왔다가 제멋대로 떠나 그저 목소리 한번 듣고싶어 전화했다가 그냥 끊어 버리는 나 나 없이도 잘 지내는지 조금은 궁금했어 벨소리가 울릴 때 왠지 그런느낌 있잖아 왠지 그 사람일 것 같은 느낌 있잖아 처음이 아니잖아 혹시나 하는 기대 아냐 우린 끝났잖아 뭘 또 기다리는데 자꾸만 아까부터 누굴 또 기다리는데 자꾸만 내가 먼저 걸면 될 것을 그 잘난 자존심 좀 쓰레기통에 갖다버려 제발 그쯤해둬 아니라고 말하면 맘이 좀 편해지니 안된다고 말하면 맘이 좀 편해지냐고 이게 뭐냐고 사람 꼴 참 우습다 사랑 참 우습다 보고싶고 듣고싶고 만지고싶은데 이대로 보내는게 견딜수없는데 여보세요 나야 왜 말을 못해 여보세요 나야 왜 말을 못해 그저 목소리 한번 듣고싶어 전화했다가 그냥 끊어 버리는 나 나 없이도 잘 지내는지 조금은 궁금했어 잘 지내니 내 사랑아 지워도 지워도 지워지지않는 번호라서 또 무심코 전활걸어 나란걸 알잖아 차마 아무 말도 못하겠어 그 사람일 것 같아 지금 이 시간엔 그 사람밖엔 없어 틀림없어 왜 말이 없어 언젠가 한번쯤은 올줄 알았어 그럴줄 알았어 그 사람일 것 같아 그래서 이 번호를 바꾸질 못했어 기다렸어 왜 말이 없어 나만큼 힘들었을 너라는걸 알아 끊지마 여보세요 나야 왜 말을 못해 여보세요 나야 왜 말을 못해 없는 번호지만 너란걸 알아 너란걸 알면서도 나는 다시 걸진못해 바꾸지도 못해 널 기다려 가끔 술마시면 나도 모르게 전활걸어 없는 번호지만 우린 알잖아 그렇게 서로의 안부를 묻잖아
15,허각,그날을 내 등 뒤로,어제보다 한산해진 걸 난 그래서 처량한데 왜 난 지금 혼자서 걷나 그 좋은 널 뒤에 두고 자꾸 내 뒤를 따라오지 마요 지금은 헤어질 때 따라와 안기지 좀 마요 그대 눈물은 보기 싫어 안녕 이제 그만 정주는 짓 다 그만 힘들어 우리 사랑하면서 살 날들이 잡힐 듯 가슴속에 간직한 그날을 내 등 뒤로 조용히 떠나보낸다 자꾸 내 이름 부르지 좀 마요 지금은 헤어질 때 내 앞을 가로막지 마요 그대 눈물은 보기 싫어 안녕 이제 그만 정주는 짓 다 그만 힘들어 우리 사랑하면서 살 날들이 잡힐 듯 가슴속에 간직한 그날을 내 등 뒤로 조용히 떠나보낸다 너란 사람은 그렇게 나란 사람은 이렇게 엇갈리며 멀어지며 잊혀져 안녕 그래 지금 이 인사는 마지막 미안해 다신 그댈 널 잡을 수 없기에 잡힐 듯 가슴속에 간직한 그날을 내 등 뒤로 조용히 떠나보낸다 내 사랑 떠나보낸다
16,오마이걸 반하나,반한 게 아냐,괜한 오해하지 말아줘 너를 바라보는 게 아냐 그저 우연하게 눈이 마주친 거야 그러니까 오바하지마 네게 다가가는 게 아냐 우연히 네 앞을 지나가는 거뿐이야 친구가 들려준 너의 얘기들이 신경 쓰여 사실 궁금하기는 했어 우연히 보게 된 너의 뒷모습이 신기해 보여 알고 싶은 넌 내게 뭘까 아냐 반한 게 아냐 자꾸자꾸 생각나는 걸 빠져버린 걸 아냐 반한 게 아냐 달콤함에 웃어버린 걸 빠져버린 걸 괜한 오해하지 말아줘 너를 얘기하는 게 아냐 그저 내 친구가 물어본 거뿐이니까 그러니까 오바하지마 네게 할 말 있는 게 아냐 그냥 혼잣말을 소리 내서 한 거뿐이야 달콤한 향기가 자꾸만 코를 간지럽혀 사실 궁금하기는 했어 그냥 보기만 해도 닿기만 해도 기분이 점점 좋아지는 넌 내게 뭘까 아냐 반한 게 아냐 자꾸자꾸 생각나는 걸 빠져버린 걸 아냐 반한 게 아냐 달콤함에 웃어버린 걸 빠져버린 걸 I think about you 지금 이 떨림 숨이 차 헷갈리는 걸까 I'm going crazy 느껴지는 이 감정은 아냐 반한 게 아냐 자꾸 꿈에 나타나는 걸 빠져버린 걸 아냐 반한 게 아냐 그 향기가 떠오르는 걸 빠져버린 걸 아냐 반한 게 아냐 달콤함에 웃어버린 걸 빠져버린 걸 I'm going crazy I'm going crazy 반해버린 걸
17,미유 (Mew),이별하는 법,돌이킬 수 없는 우리 지워야만 하는 기억 잡히지 않는 너의 이 온기만 잔잔하게 남아있어 네가 없는 곳은 이젠 의미가 없어 우리 사랑이면 다 된다고 말했잖아 낯선 사랑 속에 널 닮은 사랑을 찾아 집에 가는 길에 또 네가 생각나 좋았었던 한때 그날들이 마음에 박혀서 돌아서버린 너를 다 잊지 못했어 미안하단 너의 마지막에 많이도 울었어 오늘은 너를 잊어보려 해 네가 없음에 난 편해질 이유를 찾아 애써 괜찮은 척 잘 지내보려 해봤어 낯선 사람 속에 널 닮은 사람을 찾아봐도 너의 빈자릴 채워주질 못하더라 좋았었던 한때 그날들이 마음에 박혀서 돌아서버린 너를 다 잊지 못했어 미안하단 너의 마지막에 많이도 울었어 오늘도 너를 잊을 수 없나 봐 언제부터인 건지 되돌릴 순 없는지 계절이 지나도 너와의 추억은 참 아름다워서 사랑한다 표현 잘 안해서 투정 부린 거니 멀어져 버린 너의 손 잡지 못했어 아직까지 이 말 나 못했어 널 사랑한다고 그래 난 너를 잊지 못하나 봐 오늘따라 네가 그리워지나 봐
18,펀치 (Punch),Close To Me,stay with me close to me stay with me lean on me 늘 내 곁에 있던건 언제나 너였었어 날 위로해준건 i can`t believe i don`t believe 곁에 있어줘 영원토록 이젠 너 없이는 나 하루도 버틸 수가 없게 됐어 it`s you stay with me close to me stay with me lean on me 난 네 곁에 있을게 약속해 너를 떠날 이유란건 없어 i can`t believe i don`t believe 곁에 있어줘 영원토록 이젠 너 없이는 나 하루도 모든 순간이 힘들단걸 아니까 많이 아플 때도 가끔은 지칠 때도 네가 있어서 또 너라서 괜찮아 oh love 지켜줄게 기다릴게 너란 이유로 하나로 이젠 너 없이는 나 하루도 안될 것 같아 지금도 it`s you
19,블랙펄,응급실,후회하고 있어요 우리 다투던 그날 괜한 자존심 때문에 끝내자고 말을 해버린 거야 금방 볼 줄 알았어 날 찾길 바랬어 허나 며칠이 지나도 아무 소식조차 없어 항상 내게 너무 잘해줘서 쉽게 생각했나 봐 이젠 알아 내 고집 때문에 힘들었던 너를 이 바보야 진짜 아니야 아직도 나를 그렇게 몰라 너를 가진 사람 나밖엔 없는데 제발 나를 떠나가지 마 언제라도 내 편이 돼준 너 고마운 줄 모르고 철없이 난 멋대로 한거 용서할 수 없니 이 바보야 진짜 아니야 아직도 나를 그렇게 몰라 너를 가진 사람 나 밖엔 없는데 제발 떠나가지 마 너 하나만 사랑하는데 이대로 나를 두고 가지 마 나를 버리지 마 그냥 날 안아줘 다시 사랑하게 돌아와
20,이해인,사랑인거야,내 입술엔 너의 눈빛 내 귓가엔 너의 온기 여전히 남아 있는 네 목소리 눈을 감아봐도 난 잠들지 못하고 있어 괜찮아질까 사랑인 걸까 어쩜 이렇게 빠져버렸는지 공기마저도 아름답죠 자연스럽게 내게 온 그댄 봄인가요 아 날씨가 좋네요 아 내 맘을 아는지 그대만 보면 자꾸 웃음이 새어 나오네요 시간이 지나면 괜찮아 지려나요 uh 내 입술엔 너의 눈빛 내 귓가엔 너의 온기 여전히 남아 있는 네 목소리 눈을 감아봐도 난 잠들지 못하고 있어 괜찮아질까 사랑인 걸까 아 햇살이 좋네요 아 내맘을 아는지 그댈 보는 내맘은 왠지 말을 듣질 않죠 시간이 지나면 괜찮아 지려나요 uh 내 입술엔 너의 눈빛 내 귓가엔 너의 온기 여전히 남아 있는 네 목소리 눈을 감아봐도 난 잠들지 못하고 있어 괜찮아질까 사랑인 걸까 거울에 비춰진 내 모습 왠지 행복해 보여 어린아이 처럼 눈을 감아봐도 또 떠오르는 그대 모습 괜찮아 내겐 사랑인거야
21,형태,친한 친구는 난 싫어,조금 어설프긴 하지만 많이 서툴러 보이지만 작은 고민 하나를 너와 함께하려 해 우리 늘 보던 곳에서 시간 좀 내줄래 잠깐이면 돼 난 여기 있어 너의 앞에 떨리는 내가 어색한 눈빛 말투 표정 보여줘도 말하지 않으면 너는 모를 것 같아 널 많이 좋아한다고 첨부터 그랬어 이유를 묻지 말아줘 나도 몰라 내 맘은 그래 지금 널 어떻게 생각하는지 말해줄 수 있니 친한 친구는 난 싫어 너의 앞에 떨리는 내가 어색한 눈빛 말투 표정 보여줘도 말하지 않으면 너는 모를 것 같아 널 많이 좋아한다고 첨부터 그랬어 이유를 묻진 말아줘 나도 몰라 내 맘은 그래 지금 널 어떻게 생각하는지 말해줄 수 있니 친한 친구는 난 싫어 널 많이 좋아했다고 첨부터 그랬단 말이야 이유를 묻진 말아줘 너만 보여 내 맘은 그래 지금 널 어떻게 생각하는지 말해줄 수 있니 친한 친구는 난 싫어
22,지창욱,나비에게,나는 보이지 않나요 난 그대 곁에서 계속 숨 쉬는데 들리지 않나봐요 그대에겐 그댈 향하는 내 마음들이 닿을 듯 그댄 내 곁에 머물지만 다가갈 수 없는 나는 시들어가네요 사랑한다는 말론 그댈 곁에 둘 순 없나요 내겐 단 하루조차 허락할 순 없나요 그댈 향한 내 맘이 이렇게 그댈 힘들게 하나요 미안해요 미안해요 그댈 사랑해서 잡힐 듯 그댄 내곁에 맴돌지만 다가갈 수 없는 내 맘 타들어가네요 사랑한다는 말론 그댈 곁에 둘 순 없나요 내겐 단 하루조차 허락할 순 없나요 그댈 향한 내 맘이 이렇게 그댈 힘들게 하나요 미안해요 미안해요 그댈 사랑해서 사랑하니까 My Love 사랑한다는 말론 그댈 곁에 둘 순 없겠죠 내 모든 걸 다 주어도 잡을 수가 없겠죠 그댈 향한 내 맘이 가슴 아파 하염없이 울어요 가지마요 가지마요 제발 가지마요 My Love
23,정세운,It's you,그대 곁에 다가서지 못한 채로 늘 이렇게 멈춰 서서 바라보죠 그대 맘에 나 들어가지 못한대도 알죠 운명처럼 난 늘 그대죠 It`s you 두 눈을 감아도 It`s you 나는 너만 보여 It`s you 밤하늘에 저 별빛처럼 내 맘을 비추는 단 한 사람 그대 It`s you It`s you 그대 안에 아직 내가 없다 해도 그대 눈에 그 안에는 내가 있죠 그대 품에 나 들어가지 못한대도 그래도 난 그대 뿐이죠 It`s you 두 눈을 감아도 It`s you 나는 너만 보여 It`s you 밤하늘에 저 별빛처럼 내 맘을 비추는 단 한 사람 그대 It`s you 처음이라 모르죠 어떻게 너에게 다 줄 수 있을지 언제나 그대 곁을 지킬게 It`s you 이미 알고 있죠 It`s you 같은 맘이란 걸 It`s you 같은 곳을 바라보며 함께 걷고 있죠 끝이 없는 길을 It`s you
