,제목,가수,가사
79,안녕,폴킴,"['안녕 이라는 말을해', '짧은 시간을 뒤로 한채로', '여전히 아프겠지만', '하룻밤 자고 나면 사라지는 꿈처럼', '너를 oh 잊게될까 두려워져', '무심히 널 떠올리게 되면', '불안해지는 맘 어떻게 해야하니', '안녕 이제는 안녕', '이 말 도저히 할 수가 없어', '너로 가득찬 내 마음', '겨우 내가 할 수 있는 일', '너를 사랑하는 거', '다시 널 만날 수 있길', '아주 오래 전부터 정해진 연일지도', '너밖에 모를 내가 되었던 그때가', '두려워져 널 안고 있으면', '자꾸 욕심이나 어쩔 수 없는걸', '안녕 이제는 안녕', '이 말 도저히 할 수가 없어', '너로 가득찬 내 마음', '겨우 내가 할 수 있는 일', '너를 사랑하는 거', '다시 널 만날 수 있길', '굳게 닫힌 저 문이 열리면', '그때는 널 다시 볼 수 있을까', '잠시 스치듯 만나', '운명처럼 날 꽃 피우게 해', '매일 널 꿈꾸겠지만', '가득 채울 그리움만큼', '바라는 건 단 하나', '계속 내 곁에 있어줘']"
80,잠이 오질 않네요,장범준,"['당신은 날 설레게 만들어', '조용한 내 마음 자꾸만 춤추게 해', '얼마나 얼마나 날 떨리게 하는지', '당신이 이 밤을 항상 잠 못 들게 해', '매일 같은 밤 너를 생각하면서', '유치한 노랠 들으며', '심장이 춤을 추면서', '오오 난 너를 기다리면서', '유치한 노랠 부르며', '심장이 춤을 추면서 워', '나를 떨리게 하나요', '그대 왜 나를 설레게 하나요 자꾸만', '오늘도 잠 못 이루는 이 밤', '아름다운 그대', '나를 아프게 하나요', '웃는 그대 왜 자꾸 설레게 하나요', '하염없이', '오늘 밤 잠이 오질 않네요', '보고 싶은 그대여', '당신이 날 힘들게 만들어', '갑자기 내 마음 자꾸만 멍들게 해', '얼마나 얼마나 잠 못 들게 하는지', '고요한 내 마음 항상 시끄럽게 해', '매일 같은 밤 너를 생각하면서', '유치한 노랠 들으며', '심장이 춤을 추면서', '워 난 너를 기다리면서', '유치한 노랠 부르며', '심장이 춤을 추면서 워', '나를 떨리게 하나요', '그대 왜 나를 설레게 하나요 자꾸만', '오늘도 잠 못 이루는 이 밤', '아름다운 그대', '나를 아프게 하나요', '웃는 그대 왜 자꾸 설레게 하나요', '하염없이', '오늘 밤 잠이 오질 않네요', '보고 싶은 그대여', '매일 밤 너를 생각하면서', '유치한 노랠 들으며', '심장이 춤을 추면서', '워오 난 너를 기다리면서', '유치한 노랠 부르며', '심장이 춤을 추면서 워', '나를 떨리게 하나요', '그대 왜 나를 설레게 하나요 자꾸만', '오늘도 잠 못 이루는 이 밤', '아름다운 그대여', '나를 아프게 하나요', '웃는 그대 왜 자꾸 설레게 하나요', '하염없이', '오늘 밤 잠이 오질 않네요', '보고 싶은 그대여']"
81,달팽이,김재환,"['난 세상에 제일로', '빠른 달팽이가 되어서', '너에게로 가고 있어', '등 뒤에 널 위한 집을 이고서', '한 걸음걸음 언젠간', '너를 만나러 갈 테니까', '기다려 줘 느림보일지라도', '비가 오는 날이면 안녕 안녕', '너를 볼 수 있을까', '혹시 하면서 길을 나서', '달빛이 비춰 주는', '밤공기 그 끝자락에', '그립고 그리운 네가 있을까', '너무 늦어 버린 건 아닐까', '불안하지만', '매일매일 진심이 닿을 때까지', '난 세상에 제일로', '빠른 달팽이가 되어서', '너에게로 가고 있어', '등 뒤에 널 위한 집을 이고서', '한 걸음걸음 언젠간', '너를 만나러 달려갈 거야', '기다려 줘 느림보일지라도', '느림보 달팽이 일지라도', '새벽이슬 맞으며 안녕 안녕', '너를 생각하면서', '웃음 지으며 또 길을 나서', '빠르게 지나치는 사람들', '그 속에서 언제나', '나는 나의 길을 걸어가려 해', '거친 바다를 지나', '푸르른 숲을 지나면', '우리 둘만의 세상이 펼쳐지길', '난 세상에 제일로', '빠른 달팽이가 되어서', '너에게로 가고 있어', '등 뒤에 널 위한 집을 이고서', '한 걸음걸음 언젠간', '너를 만나러 달려갈 거야', '기다려 줘 느림보일지라도', '꽃잎처럼 너에게로 갈게']"
82,서툰 이별을 하려해 (Feat.전상근),윤토벤,"['우리 이제 헤어지기로해', '너도 알잖아', '우린 충분했다는걸', '이별이 무서워', '자꾸 피해보지만', '이젠 정말 끝인걸', '우리 사랑이 우리 추억이', '이젠 끝나가지만', '함께한 기억은', '내가 다 가져갈게', '끝이란걸 알지만', '끝이라고 안할게', '내눈에 비친 네 모습이', '날 나쁘게 만들어', '나 이제 너와 서툰이별을 하려해', '많이 아프겠지만', '이제 정말 헤어지려해', '가끔 혼자 견디기 힘들어', '나도 몰래 널 부르게되면', '그냥 지나쳐줘', '서툰이별이라서', '그래', '혹시 그때의 서로를', '조금더 이해했더라면', '우린 조금은 달라졌을까', '이제와서 이러는 내가', '너무 이기적인가봐', '내눈에 비친 네 모습이', '날 나쁘게 만들어', '나 이제 너와 서툰이별을 하려해', '많이 아프겠지만', '이제 정말 헤어지려해', '가끔 혼자 견디기 힘들어', '나도 몰래 널 부르게되면', '그냥 지나쳐줘', '서툰이별이라서', '그래', '우리의 최선은 여기까지인거같아', '수고많았어', '이젠 널 보낼게', '같은 추억속에', '우리를', '이젠 보내줘야해', '애써 그냥 웃으며', '아무렇지 않게 널 보낼게', '우리 이제 정말 이별을 하려해', '많이 아프겠지만', '많이 힘들겠지만', '혹시 우리가 다시 만나게', '되는 날이 다가오면', '그땐 꼭 안아줘', '많이 보고싶었다고 말해줘']"
83,사랑에 연습이 있었다면 (Prod. 2soo),임재현,"['사랑에 연습이 있었다면', '우리는 달라졌을까', '내가 널 만난 시간 혹은 그 장소', '상황이 달랐었다면', '우린 맺어졌을까', '하필 넌', '왜 내가 그렇게 철없던 시절에', '나타나서 그렇게 예뻤니', '너처럼 좋은 여자가', '왜 날 만나서 그런', '과분한 사랑 내게 줬는지', '우리 다시 그때로 돌아가자는게', '그게 미친말인가', '정신나간 소린가', '나는 더 잘 할 수 있고', '다신 울리지 않을', '자신있는데 그게 왜 말이 안돼', '시간이 너무 흘러 알게되었는데', '너를 울리지 않고 아껴주는법', '세월은 왜 철없는 날', '기다려주지 않고', '흘러갔는지 야속해', '지금 너 만나는 그에게도', '내게 그랬던 것처럼', '예쁘게 웃어주니', '너처럼 좋은 여자의', '사랑 받는 그 남자 너무 부러워', '넌 행복하니', '니옆에 지금 그 남자가 있는게', '우리 다시 맺어질수가 없는 이윤가', '나는 더 잘 할 수 있고', '다신 울리지 않을', '자신있는데 그게 왜 말이 안돼', '시간이 너무 흘러 알게 되었는데', '너를 울리지 않고 아껴주는 법', '세월은 왜 널 잊는 법을', '알려주지 않고 흘러갔는지']"
84,너의 번호를 누르고,김나영,"['우연히 너를 만나서', '너의 옆자리에 앉아', '그렇게 우린 친해졌어', '짧은 시간에 그렇게', '가까워질 수 있다는 게', '그게 참 신기했어', '소소한 일상부터', '어린 시절 얘기까지도', '그리 똑같진 않아도', '말이 참 잘 통해서', '더 짧았던 거야', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간 속의', '우린 여기까지인가 봐', '어쩌다 먼 훗날에', '그때 우리 약속 기억날까', '아쉬움만 가득했던', '그때 난 왜 그랬을까', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간 속의', '우린 여기까지인가 봐', '아무 일 없이 살다 보면', '모두 잊혀질 거라', '또 맘을 속이고 달래도', '자꾸만 그때 네가 생각나', '또 너를 부르게 돼', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간 속의', '스쳐 가버린', '그때 그 시절 속의', '우린 여기까지인가 봐']"
85,스티커 사진,21학번,"['눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '오늘 뭐해 날씨도 좋은데', '홍대 가서 커피나 마실래', '연인들 많은 거리에', '도란도란 너랑 걷고 싶은데', '우리도 예쁜 커플옷 입고', '같이 데이트할래', '눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '수줍었던 그대를 만난 지', '이번 주말 벌써 1년이야', '기념일마다 약속한', '사진 들을 많이 갖고 싶어져', '아직도 너랑 설레고 싶어', '우리 데이트할래', '눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '그대를 사랑했던', '모든 시간들이', '하나부터 열까지', '너무 소중해', '우리가 약속했던', '많은 나날들이', '사진 속 우리처럼', '빛나고 있어']"
86,그때 그 아인,김필,"['길었던 하루 그림잔', '아직도 아픔을 서성일까', '말없이 기다려 보면', '쓰러질 듯 내게 와 안기는데', '마음에 얹힌 슬픈 기억은', '쏟아낸 눈물로는 지울 수 없어', '어디서부터 지워야 할까', '허탈한 웃음만이', '가슴에 박힌 선명한 기억', '나를 비웃듯 스쳐 가는 얼굴들', '잡힐 듯 멀리 손을 뻗으면', '달아나듯 조각난 나의 꿈들만', '두 갈래 길을 만난 듯', '멍하니 한참을 바라보다', '무언가 나를 이끌던', '목소리에 한참을 돌아보면', '지나온 모든 순간은 어린', '슬픔만 간직한 채 커버렸구나', '혼자서 잠들었을 그 밤도', '아픔을 간직한 채', '시간은 벌써 나를 키우고', '세상 앞으로 이젠 나가 보라고', '어제의 나는 내게 묻겠지', '웃을 만큼 행복해진 것 같냐고', '아직 허기진 소망이', '가득 메워질 때까지', '시간은 벌써 나를 키우고', '세상 앞으로 이젠 나가 보라고', '어제의 나는 내게 묻겠지', '웃을 만큼 행복해진 것 같냐고', '아주 먼 훗날 그때 그 아인', '꿈꿔왔던 모든 걸 가진 거냐고']"
87,기다리다,윤하 (YOUNHA),"['어쩌다 그댈 사랑하게 된 거죠', '어떻게 이렇게 아플 수 있죠', '한번 누구도 이처럼 원한 적 없죠', '그립다고 천 번쯤', '말해보면 닿을까요', '울어보고 떼쓰면 그댄 내 맘 알까요', '그 이름 만 번쯤 미워해볼까요', '서운한 일들만 손꼽을까요', '이미 사랑은 너무 커져 있는데', '그댄 내가 아니니', '내 맘 같을 수 없겠죠', '그래요 내가 더 많이 좋아한 거죠', '아홉 번 내 마음 다쳐도', '한번 웃는 게 좋아', '그대 곁이면 행복한 나라서', '싫은 표정 한번 조차도', '편히 지은 적 없죠', '그대 말이면 뭐든 다 할 듯 했었죠', '천년 같은 긴 기다림도', '그댈 보는 게 좋아', '하루 한 달을 그렇게 일년을', '오지 않을 그댈 알면서', '또 하염없이 뒤척이며', '기다리다 기다리다 잠들죠', '나 언제쯤 그댈 편하게 볼까요', '언제쯤 이 욕심 다 버릴까요', '그대 모든 게 알고 싶은 나인데', '언제부터 내 안에', '숨은 듯이 살았나요', '꺼낼 수 조차 없는 깊은 가시가 되어', '아홉 번 내 마음 다쳐도', '한번 웃는 게 좋아', '그대 곁이면 행복한 나라서', '싫은 표정 한번 조차도', '편히 지은 적 없죠', '그대 말이면 뭐든 다 할 듯 했었죠', '천년 같은 긴 기다림도', '그댈 보는 게 좋아', '하루 한 달을 그렇게 일년을', '오지 않을 그댈 알면서', '또 하염없이 뒤척이며', '기다리다 기다리다 잠들죠', '그댈 위해 아끼고 싶어', '누구도 줄 수 없죠', '나는 그대만 그대가 아니면', '혼자인 게 더 편한 나라', '또 어제처럼 이곳에서', '기다리고 기다리는', '나예요']"
88,내 생에 아름다운,이예준,"[""Don't walk away I'm falling down"", ""Don't walk away I'm falling down"", '깊어져만 가는', '밤하늘 별빛은 여전히', '그 자리 그대를 기다리죠', '한참을 말하지 않아도', '그대 두 눈 들여다보면', '나는 알아요 그대를 느끼죠', '햇살 안은 밤하늘 수평선 멀리', '그대의 별 되어 늘 그대를 지킬게요', '내 생에 가장 아름다운 시간들', '나 그댈 위해 간직해온', '짙은 숨결 그대에게', '닿기를 바래요', ""Don't walk away I'm falling down"", ""Don't walk away I'm falling down"", '점점 멀어지는', '한동안 그대 외로이', '힘없이 지나간 나날들', '나는 아파요 그대를 느끼죠', '햇살 안은 밤하늘 수평선 멀리', '그대의 별 되어 늘 그대를 지킬게요', '내 생에 가장 아름다운 시간들', '나 그댈 위해 간직해온', '짙은 숨결 전해지길', '바래요 오직 나 그대가', '내 맘 흐르는 하늘을 바라봐줘요', '한걸음 다가와 멀어지진 말아줘요', '하루하루 같은 이곳에 남겨져', '나 그대에게 머물게요', '내 생에 가장 아름다운 그대와 영원히']"
89,사실 나는 (Feat.전건호),경서예지,"['그땐 우리 둘 다 철없이', '어리기만 했나 봐', '태어나 처음 설레는', '너를 만나서 세상에 부러울 거', '하나 없이 좋았어', '매일 너만 기다렸어', '행복한 시간뿐이었어', '너에게 받은 만큼', '잘해주지 못해서 미안해', '사실 나는 니가 보고 싶어', '겉으로는 티 안 나게', '사람들과 웃곤 해도', '정말 많이 그리워', '상처 줬던 말과 행동들', '전부 미안해 후회돼', '아직 니 생각뿐이야', '그땐 나도 너무 어려서', '사랑을 몰랐나 봐', '태어나 처음 설레는', '너를 만나서 세상에 부러울 거', '하나 없이 좋았어', '나도 너만 기다렸어', '꿈같던 시간뿐이었어', '너에게 사랑 주는 게', '그렇게 좋았었어', '사실 나도 많이 보고 싶어', '겉으로는 티 안 나게', '사람들과 어울려도', '정말 니가 그리워', '상처 줬던 말과 행동들', '전부 미안해 후회돼', '모두 되돌리고 싶어', '더 잘해주고 아껴줬다면', '내 곁에 있을까', '헤어지기 전으로 돌아간다면', '좀 더 노력하고 애쓸 텐데', '이렇게 아플 걸 알면', '절대 놓지 않을 텐데', '정말 잘해줄 텐데', '혹시 너도 그리웠다면', '조금 니 맘도 내 맘과', '같은 마음뿐이라면', '당장 달려가 널 안고서', '말하고 싶어 아직은', '널 지우지 못한다고', '널 보내기는 싫다고', '후회하기는 싫다고', '돌아와 줄래', '나에겐 너뿐이라고', '내겐']"
90,"너, 너",스트레이 (The Stray),"['하루 종일 집에 누워서', '전화기만 보고 있잖아', '내 머릿속은', '네 생각들로만 짜여져 있어', '날 찾지 않아도 좋아하지 않아도', '이제는 느낄 수 있어', '바라보지 않아도', '다른 사람에게 마음을 줘도', '이제는 견딜 수 있어', '어두운 방안에서 혼자 있는 나', '그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아', '이 방안에서 너와 함께한 추억들', '자꾸만 생각이 나서', '마음이 힘들어 다 알고 있어', '끝이라는걸', '날 찾지 않아도 좋아하지 않아도', '이제는 느낄 수 있어', '바라보지 않아도', '다른 사람에게 마음을 줘도', '이제는 견딜 수 있어', '어두운 방안에서 혼자 있는 나', '그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아', '언젠가는 다시 돌아와주길 와주길', '언젠가는 꼭 다시', '볼 수 있기를 볼 수 있기를', '어두운 방안에서 혼자 있는 나', '그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아', '어두운 방안에서 혼자 있는 나', '그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아']"
91,Can't Control Myself,태연 (TAEYEON),"['Ah ah ah ah ah ah', 'Ah ah ah ah ah ah', '', '키만 훌쩍 커버린', '어른아이 같아', '진심이 없는 네 말에', '감당하지 못 할', '감정을 택했잖아', '', '그래 Too late', '상처를 되돌리기엔', '늦어버렸어', '', '미쳤다 해도 뭐 어때', 'Ah ah ah ah', 'Cause I can’t control myself', 'Ah ah ah ah', '', '네 앞에선 모든 게', '잘 통제가 안 돼', '다 터질 것만 같아', 'Cause I can’t control myself', '', '반복되는 Bad days', '비참해 바닥난 감정', '헛돌기만 해 헐거운 반지처럼', '상관없어 사랑이 다 이럴 텐데', '', '미쳤다 해도 뭐 어때', 'Ah ah ah ah', 'Cause I can’t control myself', 'Ah ah ah ah', '', '네 앞에선 모든 게', '잘 통제가 안 돼', '다 터질 것만 같아', 'Cause I can’t control myself', '', 'Ah ha ha ha', 'Feels like heaven feels like hell', 'Ah ha ha ha', '그마저도 I don’t care', 'Ah 난 또다시 네게', '되돌아갈 텐데', '', '미쳤다 해도 뭐 어때', 'Ah ah ah ah', 'Cause I can’t control myself', 'Ah ah ah ah', '', '네 앞에선 모든 게', '잘 통제가 안 돼', '다 터질 것만 같아', 'Cause I can’t control myself', '', 'Ah ah ah ah', 'Ah ah ah ah', '', '네 앞에선 모든 게', '잘 통제가 안 돼', '다 터질 것만 같아', 'Cause I can’t control myself']"
92,좋니,윤종신,"['이제 괜찮니 너무 힘들었잖아', '우리 그 마무리가 고작 이별뿐인 건데', '우린 참 어려웠어', '잘 지낸다고 전해 들었어 가끔', '벌써 참 좋은 사람', '만나 잘 지내고 있어', '굳이 내게 전하더라', '잘했어 넌 못 참았을 거야', '그 허전함을 견뎌 내기엔', '좋으니 사랑해서 사랑을 시작할 때', '니가 얼마나 예쁜지 모르지', '그 모습을 아직도 못 잊어', '헤어 나오지 못해', '니 소식 들린 날은 더', '좋으니 그 사람 솔직히 견디기 버거워', '니가 조금 더 힘들면 좋겠어', '진짜 조금 내 십 분의 일 만이라도', '아프다 행복해 줘', '억울한가 봐 나만 힘든 것 같아', '나만 무너진 건가', '고작 사랑 한번 따위', '나만 유난 떠는 건지', '복잡해 분명 행복 바랬어', '이렇게 빨리 보고 싶을 줄', '좋으니 사랑해서 사랑을 시작할 때', '니가 얼마나 예쁜지 모르지', '그 모습을 아직도 못 잊어', '헤어 나오지 못해', '니 소식 들린 날은 더', '좋으니 그 사람 솔직히 견디기 버거워', '너도 조금 더 힘들면 좋겠어', '진짜 조금 내 십 분의 일 만이라도', '아프다 행복해 줘', '혹시 잠시라도 내가 떠오르면', '걘 잘 지내 물어 봐줘', '잘 지내라고 답할 걸 모두 다', '내가 잘 사는 줄 다 아니까', '그 알량한 자존심 때문에', '너무 잘 사는 척', '후련한 척 살아가', '좋아 정말 좋으니', '딱 잊기 좋은 추억 정도니', '난 딱 알맞게 사랑하지 못한', '뒤끝 있는 너의 예전 남자친구일 뿐', '스쳤던 그저 그런 사랑']"
93,야생화,박효신,"['하얗게 피어난 얼음 꽃 하나가', '달가운 바람에 얼굴을 내밀어', '아무 말 못했던 이름도 몰랐던', '지나간 날들에 눈물이 흘러', '차가운 바람에 숨어 있다', '한줄기 햇살에 몸 녹이다', '그렇게 너는 또 한번 내게 온다', '좋았던 기억만', '그리운 마음만', '니가 떠나간 그 길 위에', '이렇게 남아 서있다', '잊혀질 만큼만', '괜찮을 만큼만', '눈물 머금고', '기다린 떨림 끝에', '다시 나를 피우리라', '사랑은 피고 또 지는', '타버리는 불꽃', '빗물에 젖을까 두 눈을 감는다', '어리고 작았던 나의 맘에', '눈부시게 빛나던 추억 속에', '그렇게 너를 또 한번 불러본다', '좋았던 기억만', '그리운 마음만', '니가 떠나간 그 길 위에', '이렇게 남아 서있다', '잊혀질 만큼만', '괜찮을 만큼만', '눈물 머금고 기다린 떨림 끝에', '다시 나는', '메말라가는땅 위에', '온몸이 타 들어가고', '내 손끝에 남은', '너의 향기 흩어져 날아가', '멀어져 가는 너의 손을', '붙잡지 못해 아프다', '살아갈 만큼만', '미워했던 만큼만', '먼 훗날 너를 데려다 줄', '그 봄이 오면 그날에 나 피우리라']"
94,안녕이라고 말하지마,다비치,"['떨리는 너의 입술을', '난 난 처음 보았지', '무슨 말 하려고 말 하려고', '뜸만 들이는지', '슬픈 예감은 다 맞는단', '노래 가사처럼', '설마 아니겠지 아닐 거야', '아니어야만 돼', '벌써 넌 나를 떠나 니 마음마저', '떠나 또 몸마저도 떠나는데', '난 몰라 널 잡을 방법을 좀', '누가 내게 말해줘요', '오늘밤 그 말만은 말아요', '왜 날 버리고 갔나요', '나 마음이 아파 가슴이 아파', '눈물 차올라요', '아직은 안녕 우린 안돼요', '넌 그 입을 더 열지마', '안녕이라고 내게 말하지마', '차가운 너의 한마디가 날 주저앉혔지', '세상 무너질 듯 무너진 듯', '눈물만 눈물만', '지금 순간이 가면 이 순간이', '지나면 영영 우린 이별인데', '사랑해 죽도록 사랑한 날', '날 버리지 말아줘요', '오늘밤 그 말만은 말아요', '왜 날 버리고 갔나요', '나 마음이 아파 가슴이 아파', '눈물 차올라요', '아직은 안녕 우린 안돼요', '넌 그 입을 더 열지마', '안녕이라고 내게 말하지마', '이별이 뭔지 나는 몰라요', '그냥 서럽고 서러워', '나 사연이 많아 추억이 많아', '가슴 찢어져요', '아직은 안녕 우린 안돼요', '넌 그 입을 더 열지마', '안녕이라고 내게 말하지마', '안녕이라고 내게 말하지마']"
95,우리 왜 헤어져야 해,신예영,"['이런 말 하기까지가 참 어려워서', '그대를 보낼 준비가', '되질 않아서', '아프고 또 아파서', '이젠 무뎌진 걸까', '나의 욕심인가 봐', '서운한 말을 하는 게', '너무 미안했어', '그토록 바라고 또', '바랬던 서롤 볼 수 없을까 봐', '그랬나 봐 내가', '헤어지고 나서야 궁금해진 말', '우리 왜 헤어져야 해', '혹시 내가 잘못 한 게 있다면', '한 번 더 내게 기회를 준다면', '내가 더 노력할게', '네가 싫어하던 행동도', '다신 하지 않을게', '돌아와 나를 꼭 안아줘', '마음이 변한 거라면', '솔직했음 해', '내가 좀 구차해지면', '다 잊혀질까', '널 다시 외면하고', '지낼 수 있을까', '원래 없었던 것처럼 나 정말', '나는 헤어지기 싫어', '네가 너무 보고파', '네가 자꾸 생각나', '내게 돌아와 줘', '그때 널 붙잡지 못했던', '나를 용서한다면', '돌아와 나를 꼭 안아줘', '많이 사랑하나 봐', '비참해진 나지만', '이렇게라도 해서 널', '다시 만날 수 있게 되면', '너무 밉다고 그냥 네게 안겨서', '왜 이제서야 돌아왔냐고', '울고불고 소리칠 텐데', '나는 헤어지기 싫어', '하고 싶은 말이 많은데', '혼자 두고 가지 말라고', '네 손을 붙잡아도', '끝을 혼자 정해버리고', '왜 날 두고 떠나가', '다신 보지도 않을 사람처럼', '아직 헤어지기 싫어', '네가 아직 좋아서', '찢어질 듯 아파와', '그런 말 하지 마', '내가 잘못 한 게 있다면', '내가 미안하다고', '제발 날 떠나지 말아 줘']"
96,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,"['가을밤이 찾아와', '그대를 비추고', '또 나를 감싸네', '눈을 감을 때마다', '향기로운 네 맘이', '내게 전해지네', '너는 무슨 생각해', '나란히 누워서', '저 별을 바라볼 때면', '나와 같은 마음인지는 몰라도', '너와 함께 있는', '이 순간이 난 소중해', '나랑 같이 걸을래', '혹시 내일은 뭐해', '네가 부담되지 않는 날에', '산책이라도 할래', '그냥 날이 좋길래', '너와 걷고 싶어져서', '내일 많이 바쁘지 않으면', '혹시 나랑 같이 걸을래', '많이 어색한가 봐', '자꾸 딴 델 보고', '널 닮은 별만 바라봐', '싱그럽게 불어오는 바람에', '너와 함께 있는 이 순간이 난 소중해', '나랑 같이 걸을래', '혹시 내일은 뭐해', '네가 부담되지 않는 날에', '산책이라도 할래', '그냥 날이 좋길래', '너와 걷고 싶어져서', '내일 많이 바쁘지 않으면', '혹시 나랑 같이 걸을래', '힘들어 보일 땐', '내가 더 아파오고', '속상한 마음만 커져', '내가 곁에 있을게 항상', '너의 편이 되어줄게', '저 하늘의 별처럼', '나랑 같이 걸을래', '혹시 내일은 뭐해', '네가 부담되지 않는 날에', '산책이라도 할래', '그냥 날이 좋길래', '너와 걷고 싶어져서', '내일 많이 바쁘지 않으면', '혹시 나랑 같이 걸을래']"
97,사랑의 인사,WSG워너비 조별경연 (비로봉),"['비 내리는 거릴 좋아했었죠', '우산 없이 나와 함께 걸었죠', '다시 내리는 비에 그대 생각나', '눈물 날 것 같은데', '둘이 걷다 보면 나를 위해서', '습관처럼 왼쪽편에 세웠죠', '내 여자라서 내가 지켜야 한다고', '버릇처럼 말했죠', '좋은 사람 꼭 만날 거라 했는데', '그 약속 지키지 못할 것 같아', '내겐 그대가 하나뿐이라', '다른 사랑 못 할 것 같아요', '이제는 나를 찾아오지 말라고', '가슴에 멍드는 말을 하고서', '지나가는 발소리', '그대이기를 원하고 또 원하죠', '가끔 그대 어깨 기대 잠들면', '아무 말도 없이 안아주었죠', '고마웠다고 이젠 말할 수 있는데', '그댄 어디 있나요', '좋은 사람 꼭 만날 거라 했는데', '그 약속 지키지 못할 것 같아', '내겐 그대가 하나뿐이라', '다른 사랑 못 할 것 같아요', '이제는 나를 찾아오지 말라고', '가슴에 멍드는 말을 하고서', '지나가는 발소리', '그대이기를 원하고 또 원하죠', '보고파 소리쳐봐도 그리워 불러도', '닿을 수가 없는 그댄가 봐', '이젠 나를 잊었나 봐', '그대가 못난 바보라고 할까 봐', '내 사랑 너무나 아낀 것 같아', '괜한 자존심 하나 때문에', '사랑한다는 말도 못 했어요', '못 잊어 그립다는 말도 못 하고', '그대가 나를 또 찾지 않을까', '지나가는 발소리', '그대이기를 원하고 또 원하죠']"
98,그대라는 시,태연 (TAEYEON),"['언제부터인지 그대를 보면', '운명이라고 느꼈던 걸까', '밤하늘의 별이 빛난 것처럼', '오랫동안 내 곁에 있어요', '그대라는 시가 난 떠오를 때마다', '외워두고 싶어 그댈 기억할 수 있게', '슬픈 밤이 오면 내가 그대를 지켜줄게', '내 마음 들려오나요', '잊지 말아요', '지나가는 계절 속에 내 마음은', '변하지 않는단 걸 아나요', '그저 바라보는 눈빛 그 하나로', '세상을 다 가진 것 같은데', '그대라는 시가 난 떠오를 때마다', '외워두고 싶어 그댈 기억할 수 있게', '슬픈 밤이 오면 내가 그대를 지켜줄게', '내 마음 들려오나요', '잊지 말아요', '꽃이 피고 지는 날이 와도', '이것 하나만 기억해줘요', '그댈 향한 마음을', '언젠가는 우리', '멀어질지 몰라도', '나는 그대라면 기다릴 수 있을 텐데', '시간이 흘러도 내가 이곳에 서 있을게', '그대 망설이지 말아요', '그때가 오면']"
99,사계 (Four Seasons),태연 (TAEYEON),"['사계절이 와 그리고 또 떠나', '내 겨울을 주고 또 여름도 주었던', '온 세상이던 널 보낼래', '정말 너를 사랑했을까', '언제야 봄이던가', '맞아 그땐 한참 서로가', '셰익스피어의 연극 같은', '마지막이 될 사랑 마주한 듯', '둘밖에 안 보였나 봐', '다른 걸 좀 보고파', 'I gave you the world', '너만이 전부라', '내 겨울을 주고 또 여름도 주었지', '뜨겁고 차갑던 그 계절에', '정말 너를 사랑했을까', '내가 너를 사랑했을까', '서로를 그리워했고', '서로를 지겨워하지', '그 긴 낮과 밤들이', '낡아 녹슬기 전에', '우리 다시 반짝이자', '또 계절이 바뀌잖아', 'I gave you the world', '너만이 전부라', '내 겨울을 주고 또 여름도 주었지', '뜨겁고 차갑던 그 계절에', '정말 너를 사랑했을까', '내가 너를 사랑했을까', '가도 돼 뒤돌아볼 때쯤엔 난 없어', '우리 꽤 괜찮았어', '그거면 된 거야 떠날 때', '사계절이 와 그리고 또 떠나', '내 겨울을 주고 또 여름도 주었던', '온 세상이던 널 보낼래', '정말 너를 사랑했을까', '내가 너를 사랑했을까', '내가 너를 사랑했을까']"
