,가수,제목,가사
10,발라드가수들,걱정말아요 그대,"그대여 아무 걱정 하지 말아요
우리 함께 노래 합시다
그대 아픈 기억들 모두 그대여
그대 가슴 깊이 뭍어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
떠난이에게 노래 하세요
후회없이 사랑했노라 말해요
그댄 너무 힘든 일이 많았죠
새로움을 잃어 버렸죠
그대 힘든 얘기들 모두 꺼내어
그대 탓으로 훌훌 털어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다함께 노래 합시다
후회없이 꿈을 꾸었다 말해요
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다함께 노래 합시다
후회없이 꿈을 꾸었다 말해요
지나간 것은 지나간대로
그런 의미가 있죠
우리가 함께 노래 합시다
후회없이 꿈을 꾸었다 말해요
우리 다함께 노래 합시다
새로운 꿈을 꾸겠다 말해요
지나간 것은 지나간대로
그런 의미가 있죠
우리 다함께 노래 합시다
후회없이 꿈을 꾸었다 말해요
지나간 것은 지나간대로
그런 의미가 있죠
우리 다 함께 노래 합시다
후회없이 꿈을 꾸었다 말해요"
11,Various Artists,꿈의 대화 (80년 MBC 대학가요제 대상),[가사 준비중]
12,김그림,일상,"세상 사는 게 그리 쉬운 일은 아니란
말은 예전부터 많이 들어왔지만
지금의 나는
작은 바람에도 일렁이는
돛단배 같은 마음이야
그리 수고로울 것도
어려울 것도 없던
예전보다 짧아진 하루가 지나고
어느덧 나는
그저 퇴근 후 피곤한 친구와
술 한 잔에도 만족해하는 사람이야
그렇게 걱정하지 않아
그렇게 슬프지도 않아
모두가 그렇듯
난 같은 길을 가고 있을 뿐이야
그렇게 기쁘지도 않아
벅차게 행복하지도 않아
모두가 그렇듯
그저 하루하루 살아갈 뿐
언제나 지나치는 일상들이지만
다른 풍경들로 비쳐지는 날
그런 날엔
그렇게 걱정하지 않아
그렇게 슬프지도 않아
모두가 그렇듯
그저 하루하루 살아갈 뿐"
13,12,하루,"비가 올 것 같아
너도 나와 같다면
저 빗소리에 숨어서
울고 있진 않을까
비가 오는 하루
나도 너와 같아서
저 구름 속에 기대어
눈물을 삼켜 보네
젖은 거리에 모든 게
다 너와 닮아서
하루하루 가까웠던
그 하루가 이젠 내게 멀어
비가 오는 날이면 여기 있어
또 이렇게 너는 날 찾아와
돌아오지 않아도
비가 슬픈 듯이 내리던 그날
난 무지개처럼 너를 기다려
어제 같은 오늘 비는 그쳐도
너를 닮아 무지개처럼 넌 또
흔적을 남기고 가네
고인 빗물에 비치는 건
밝은 하늘인데
너와 이별하던 날처럼
비 오는 하루에 멈춰 있어
비가 오는 날이면 여기 있어
또 이렇게 너는 날 찾아와
돌아오지 않아도
비가 슬픈 듯이 내리던 그날
난 무지개처럼 너를 기다려
내가 없는 넌 오늘처럼 빛나서
다음날에 또 다음날에 돌아와 주길
난 널 잊지 못하고 여기 있어
또 이렇게 또 이렇게
돌아오지 않아도
비가 오는 날이면 이제 우리
다른 우산 속에 같은 하늘 아래"
14,버블 시스터즈,"누가 먼저 말했었나 (Feat.강현정,현욱)","아주 오래 다 멈춰 있던
기억 시계들이 째깍인 밤
부드러운 말투와 눈빛
그대로
누가 먼저 사랑한다 말했었나
손이 닿아 설렌 첫 느낌과
두 눈 가득히
떨리던 맘이
그리워 난
너무 멀지 않고
어제 일어난 순간처럼
매일의 위로야
좋은 사람 누굴 만나도
변할 수 없나 봐
웃는 소리 여전하고
투정 많아도 따뜻할 걸
지금도 알아
누가 먼저 이별을 말해 눈물이 됐나
얼어붙은 빈 마음 안에
자꾸 한숨만 더 번지는 나
봄을 밀어 긴 여름이 된
어느 날
너를 멈춘 계절이라 뜨거웠나
더운 소나기에 젖은 맘이
기억이라 더
사랑이라 더
고마운 나
너무 멀지 않고
어제 일어난 순간처럼
매일의 위로야
좋은 사람 누굴 만나도
변할 수 없나 봐
웃는 소리 여전하고
투정 많아도 따뜻할 걸
지금도 알아
누가 먼저 이별을 말해 헤어진 걸까
알 수 없는 길을 걷는 우리
여기 다시 멈출 수는 없나"
15,혜화동로터리,내 마음에 비친 내 모습,"붙들 수 없는 꿈의 조각들은
하나 둘 사라져 가고
쳇바퀴 돌 듯 끝이 없는 방황에
오늘도 매달려 가네
거짓인 줄 알면서도 겉으론 감추며
한숨 섞인 말 한마디에
나만의 진실 담겨 있는 듯
이제와 뒤늦게 무엇을 더 보태려 하나
귀 기울여 듣지 않고
달리 보면 그만인 것을
못 그린 내 빈 곳 무엇으로 채워 지려나
차라리 내 마음에 비친 내 모습 그려 가리
엇갈림 속에 긴 잠에서 깨면
주위엔 아무도 없고
묻진 않아도 나는 알고 있는 곳
그 곳에 가려고 하네
근심 쌓인 순간들을 힘겹게 보내며
지워버린 그 기억들을
생각해 내곤 또 잊어버리고
이제와 뒤늦게 무엇을 더 보태려 하나
귀 기울여 듣지 않고
달리 보면 그만인 것을
못 그린 내 빈 곳 무엇으로 채워지려나
차라리 내 마음에 비친 내 모습 그려 가리
오오오오
이제와 뒤늦게 무엇을 더 보태려 하나
귀 기울여 듣지 않고
달리 보면 그만인 것을
못 그린 내 빈 곳 무엇으로 채워지려나
차라리 내 마음에 비친 내 모습 그려 가리"
16,혜화동로터리,낭만에 대하여,"궂은 비 내리는날
그야말로 옛날식 다방에 앉아
도라지 위스키 한 잔에다
짙은 색소폰 소릴 들어 보렴
새빨간 립스틱에
나름대로 멋을 부린 마담에게
실없이 던지는 농담사이로
짙은 색소폰 소릴 들어 보렴
이제와 새삼 이 나이에
실연의 달콤함이야 있겠냐만은
왠지 한 곳이 비어있는
내 가슴이 잃어버린 것에 대하여
밤늦은 항구에서
그야말로 연락선 선창가에서
돌아올 사람은 없을지라도
슬픈 뱃고동 소릴 들어보렴
첫사랑 그 소녀는
어디에서 나처럼 늙어갈까
가버린 세월이 서글퍼지는
슬픈 뱃고동 소릴 들어보렴
이제와 새삼 이 나이에
청춘의 미련이야 있겠냐만은
왠지 한 곳이 비어있는
내 가슴에 다시 못올 것에 대하여
낭만에 대하여"
17,혜화동로터리,내가 아는 한가지,"살아가는 동안 한번도 안올지 몰라
사랑이라는 감정의 물결
그런때가 왔다는 건 삶이 가끔주는 선물
지금까지 잘 견뎌왔다는
널 만났다는 건 외롭던 날들의 보상인걸
그래서 나는 맞이하게 된거야
그대라는 커다란 운명
이 세상의 무엇하나도
나를 꺾을수는 없겠지만
너의 뜻대로 살아가는 것만이
내가 아는 한가지
네가 원하는 건 나 또한 원하는 거야
이미 나는 따로 있질 않아
이별이라는 것 또한
사랑했던 사람만이 가질수 있는
추억일지 몰라
널 만났다는 건 외롭던 날들의 보상인걸
그래서 나는 맞이하게 된거야
그대라는 커다란 운명
이 세상의 무엇하나도
나를 꺾을수는 없겠지만
너의 뜻대로 살아가는 것만이
내가 아는 한가지
널 만났다는 건 외롭던 날들의 보상인걸
그래서 나는 맞이하게 된거야
그대라는 커다란 운명
이 세상의 무엇하나도
나를 꺾을수는 없겠지만
너의 뜻대로 살아가는 것만이
내가 아는 한가지"
18,리디아 (Lydia),사랑한 기억 그거면 된 거죠,"미안해 하지마요 슬프게 보지마요
뒤돌아 떠나요
좋은 기억두고
마음 편하게 떠나 나는 괜찮아
사랑한 기억 그거면 된거죠
나의 마음에 그대가 있으니
가끔씩은 그대를 꺼내볼게요
마음이 아파도
우리 서로 사랑을 했으니
하루가 조금 길죠 더디게 가는 시간
모든게 변했어
언제까지이래
내가 웃을 수 있는 그날 올까요
사랑한 기억 그거면 된거죠
나의 마음에 그대가 있으니
가끔씩은 그대를 꺼내볼게요
마음이 아파도
우리 서로 사랑을 했으니
아파도 사랑이니까
그래도 그대 행복한 모습을
보고 싶으니
사랑한 기억 그거면 된거죠
나의 마음에 그대가 있으니
가끔씩은 그대를 꺼내볼게요
마음이 아파도
우리 서로 사랑을 했으니"
19,박장현 (VROMANCE),이길의 끝에 (Inst.),"이 길의 끝에 삶의 끝에
무언가 보일 듯하면
난 또 힘을 내 이 길을 걷고 걸어가면
언젠가 쉴 수 있겠죠
오늘도 지나간 하루에
맘 편히 한숨을 내쉬고
늘 항상 반복된
나의 지쳐있던 하루하루가
이 길의 끝에 삶의 끝에
무언가 보일 듯하면
난 또 힘을 내 이 길을 걷고 걸어가면
언젠가 쉴 수 있겠죠
하루의 시작이 예전만큼이나
즐겁지 않네요
버거운 일상이
나의 머릿속을 아프게 하죠
이 길의 끝에 삶의 끝에
무언가 보일 듯하면
난 또 힘을 내 이 길을 걷고 걸어가면
언젠가 쉴 수 있겠죠
이 길의 끝에 삶의 끝에
무언가 보일 듯하면
난 또 힘을 내 이 길을 걷고 걸어가면
언젠가 쉴 수 있겠죠"
20,셀리아 킴 (주영스트),걸어도 걸어도,"한참을 걸어도 걸어도
오늘도 난 제자리죠
멀어지려고 뒤돌아서도
한걸음도 못가죠
내 욕심일거라고
아무리 날 타일러봐도
결국 난 여기있죠
또 그대 앞인걸요
어디부터 잘못된거죠
아직도 나는 모르겠어
지쳐만가요 이렇게 힘들줄은 몰랐죠
더 미워해도 안돼는 사람
더 바라고 바래왔던 사람
흔한 이별의 시간이 가면
널 잊을 수 있을까
지우고 지워도 지워지지 않는 사람
어디부터 잘못된거죠
아직도 나는 모르겠어
지쳐만가요 이렇게 힘들줄은 몰랐죠
더 미워해도 안돼는 사람
더 바라고 바래왔던 사람
흔한 이별의 시간이 가면
널 잊을 수 있을까
지우고 지워도 지워지지
간절히 바랬죠 우리영원하자
약속한 그대의 말들을
더 미워해도 안돼는 사람
더 바라고 바래왔던 사람
흔한 이별의 시간이 가면
널 잊을 수 있을까
지우고 지워도 지워지지 않는 사람"
21,양다일,이 밤 (Inst.),"그냥 걸었어 혹시나 해서
받을 줄 몰랐어
어떤 말부터 해야 할지
미처 생각 못 했어
너의 목소리 너의 말투도
변한 게 없어서
마치 우리가 함께인 듯
미소 짓게 되는 거야
아무렇지 않은 너의 말들이
왜 이리 설레는지
그저 날 위로하듯
감싸 안는 걸
더는 의미 없는 우리 추억이
쉽게 나누던 지난 말들이
떠오르는 지금
그거면 된 거야
그냥 걸었어 어떤 대답도
바라지 않았어
가끔 네 생각은 했지만
매번 다른 감정들에
너의 하루는 어땠는지
그게 궁금해서
내가 없는 너의 하루를
듣고 싶어서
너는 아무렇지 않은 말들이
왜 이리 설레는지
그저 날 위로하듯
감싸 안는 걸
더는 의미 없는 우리 추억이
쉽게 나누던 지난 말들이
떠오르는 지금
그거면 된 거야
날 너무 잘 아는지
익숙하고 편해선지
너와 나누었던
우리 얘기가 좋아서
아무렇지 않은 너의 하루가
왜 이렇게 듣고 싶어
그 모든 말이
날 위로하는 걸
끝이 다가오는 이 순간에도
아쉬움 속에 어떤 인사도 못 해
널 그리는 이 밤"
22,하동연,연애끝 (Inst.),"참 특별한 날이죠
이게 무슨 일인가요
잠도 못 자
너무 떨려서
오늘이 지나고
앞에서 널 바라볼 너를 생각해
너와 모든 순간을
다 기억해
함께 본 영화 장면처럼
다시 태어나도
널 사랑할 거야
어젯밤 꿈처럼
내 앞에 서있는 너
너의 눈빛과 나의 숨소리와
간신히 널 안았던 기억들이 스쳐
지금 너의 눈물이
오늘이 마지막이 되길
난 알아 오래 기다려줘서 고마워
때로는 슬프게 할지도 몰라
혹시라도 서운할 때면
그게 언제라도 꽉 안아줄 거야
다치지 않도록 따뜻하게 해줄게
너의 눈빛과 나의 숨소리와
간신히 널 안았던 기억들이 스쳐
지금 너의 눈물이
오늘이 마지막이 되길
난 알아 오래 기다려줘서 고마워
운명이란 말보다 날 믿어줘
우리가 서로를 더 아낄 수 있게
너의 눈빛과 나의 숨소리와
간신히 널 안았던 기억들이 스쳐
지금 너의 눈물이
오늘이 마지막이 되길
난 알아 오래 기다려줘서 고마워"
23,9 (9와 숫자들),카페인 노마드,"춘곤증을 핑계로
오늘도 우리는 한 잔을 마시네
봄바람을 못 이겨
먼 길을 떠나는 카페인 노마드
케냐에서 느슨한 아침을 맞고
백일몽으로 보낸 자카르타의 정오
파나마 하늘 석양으로 물들어갈 땐
신들의 휴식을 엿보네
가장 진한 스페셜티
입가에 맴도는 당신의 향기
콜롬비아 익숙한 소파에 기대
신간 한 권에 훌쩍 자정을 넘겨
자메이카 푸른 언덕 정상에 올라
처음 만난 신비한 여명
사실 나는 잘 몰라
그 맛이 그 맛 같고
그냥 그렇게 믿으려고 해 난
네가 말해준 대로
콜롬비아 익숙한 소파에 기대
신간 한 권에 훌쩍 자정을 넘겨
자메이카 푸른 언덕 정상에 올라
처음 만난 신비한 여명
케냐에서 느슨한 아침을 맞고
백일몽으로 보낸 자카르타의 정오
파나마 하늘 석양으로 물들어갈 땐
신들의 휴식을 엿보네
가장 진한 스페셜티
온몸에 번지는 당신의 향기"
24,Various Artists,좋은사람 (응답하라 1997 9화),[가사 준비중]
25,Various Artists,어떤가요 (응답하라 1997 15화),[가사 준비중]
26,메리애플,말장난,"가슴이 콩닥콩닥 뛰어
너를 보면 아 심장 아파
나 널 좋아하나 봐
오전보다 더 오후보다 더
다 보여줄래 너에게
나의 조그만 점까지 wmm 뭐든
물어볼래 너에게
시간 나면 우리 집 가서
라면 먹고 갈래
가나다라마바사랑해
넌 ABCDE예쁘지 oh LOVE
가나다라마바사랑해
넌 ABCDEF예쁘지 LOVE
가사가 간질간질해도
너만 보면 아 부르고 싶어
나 널 사랑하나 봐
아까보다 더 누구보다 더
다 보여줄래 너에게
나의 커다란 이 밤을 wmm 뭐든
해주고 싶어 내게 시간 없어
나를 안아줘
우리 시작할까
가나다라마바사랑해
넌 ABCDE예쁘지 Oh LOVE
가나다라마바사랑해
넌 ABCDEF예쁘지 LOVE
Woo 말장난 같지만
사실 그대도 알 거예요
내 앞의 그대 눈 못 봐도
오늘 밤만을 기다렸어
아에이오우리 만나요
54321일 할래요
Oh 지금 우리
밀당 따윈 시간 아까워
솔직히 오늘 다 해도 돼
Oh 더 가까이 와요"
27,메리애플,잠이 오지 않는 오늘,"생각이 꼬리를 물고
엉키고 엉켜서 도저히
풀리지가 않아
언제든 잘 잤던 내가
이제는 새벽이 익숙해
내일 뭐 하지
이제 뭐 하지
나 뭐 하지
잠이 오지 않아
어느새 1시 2시 3시
머리가 아파질 때까지
실컷 울고 나니 새벽 지나 아침
내일도 이때 자겠지
여전히 다를 게 없겠지
내일 뭐 하지
이제 뭐 하지
나 뭐 하지
잠이 오지 않아
다시 3시 4시
막막하고 불안하고 외로운 하루
공허해 혼자인 것 같아
돈도 없는 내 모습 초라하지만
믿을래 다 잘 될 거야
어떻게 살지 이제
뭐 먹고 살지 몰라
지금 뭐 하지
자고 싶은데
왠지 잠이 오지 않아
잠이 오지 않는 오늘"
28,별하,Smile,"오늘도 떨리는 마음으로
그대를 만나러 가요
이제 네앞에 서서
반가운 인사를 하죠
언제나 너무 아름다운 너를 보면
오늘도 심장이 두근두근 대는걸
Smile 한번 웃어봐요
그대 웃는 모습이 좋아서
그저 멍하니 바라만
보고 있게 되는 나인걸
Smile 한번 더 웃어봐요
그대 웃는 모습을 보면
나까지 웃음이 끊이지 않는걸요
그대와 같이 걷다보면 어느새
우리 사이가 좀 더 가까워지고
손을 맞잡으며 그대 두 눈 바라보면
언제 부턴가 내 입가엔 미소가
Smile 한번 웃어봐요
그대 웃는 모습이 좋아서
그저 멍하니 바라만
보고 있게 되는 나인걸
Smile 한번 더 웃어봐요
그대 웃는 모습을 보면
나까지 웃음이 끊이지 않는걸요
어딜가든간에 그대 생각뿐이고
뭐를보던간에 그대 모습뿐인걸
Smile 한번 웃어봐요
그대 웃는 모습이 좋아서
그저 멍하니 바라만
보고 있게 되는 나인걸
Smile 한번 더 웃어봐요
그대 웃는 모습을 보면
나까지 웃음이 끊이지 않는걸요"
29,뮤직프렌즈,언제벌써,[가사 준비중]
30,뮤직프렌즈,사랑을위하여,[가사 준비중]
31,뮤직프렌즈,문밖에있는그대,[가사 준비중]
32,주승,유일하게,"너 하나만 유일하게 반짝거려
별 하나 없는 오늘 밤
토닥여주던 손끝이 저려올 때면
내게 머물러줘요 내게 머물러줘요
잠시 기억을 밝힐 수 있게
희미해진 얼굴 담을 수 있게
조금만 더 머물러줘요
너 하나만 유일하게 날 움직여
모두 잠 들어가는 밤
꼭 안아주던 우리가 아파올 때면
내게 머물러줘요 내게 머물러줘요
잠시 기억을 밝힐 수 있게
희미해진 얼굴 담을 수 있게
조금만 조금만
내게 머물러줘요
이젠 더 이상 아프지 않게
예쁜 추억들만 담을 수 있게
조금만 더 머물러줘요
조금만 더 머물러줘요"
33,레코드벨,보통날,"새침하게 흐린 봄에
눈이 올 듯하더니 눈은 아니 오고
얼다가 만 기억이
추적추적 내리는 날
왜 지금 니 생각이 났을까
우린 맑은 날에 헤어졌는데
다 쏟아내지 않은 탓이지
그건 담담했었던 이별 때문이지
다정했던 얼굴과
다정했던 목소리로
그렇게 예고 없이 찾아온 계절처럼
그렇게 후회해도 소용없는 숙취처럼
그렇게 알면서 어쩔 수 없이
숨 막히는 가위처럼
아직도 그대라는 이름 앞에
멍하니 멈춰버리는 나
오늘처럼
새침하게 흐린 봄에
눈이 올 듯하더니 눈은 아니 오고
얼다가 만 기억이
추적추적 내리는 날
이제 난 너의 오답 노트 속에
있을까 그것조차 아닐까
그렇게 알 수 없는 것들이
점점 많아지고
아직도 난 어제의 기억을
붙잡고 있어
왜 난 이 길에 서 있을까
아직도 그대라는 이름 앞에
멍하니 멈춰버리는 나
오늘 같은 날이면
사랑으로 가려지지 않는 사랑과
시간으로 흘러가지 않는 시간은
끝나도 끝나지 않는 이별이 되어
아직 날 에우고 있어
새침하게 흐린 봄에
눈이 올 듯하더니 눈은 아니 오고
얼다가 만 기억이
추적추적 내리는 날
이제 난 너의 오답 노트 속에
있을까 그것조차 아닐까
그것조차 아닐까"
34,더 데이지 (The Daisy),사랑이 지나고 나니 알겠어,"그동안 힘들었다며
이제는 그만하자고
그말 하는 너를 보면서
아무 느낌도 들지 않던 나였어
왜 이제와 내 마음이 이러니
사랑이 지나고 나니 알겠어
이제 정말 잘할 것 같아
그때는 사랑이 뭔지도 모르고
널 아프게만 했었어
그때로 돌아가고만 싶어
너에게 이기적이던
내 모습 떠올려보니
미안하단 말만 나온다
그게 사랑이라고
생각했었던 나였기에
그랬나봐 미안해
사랑이 지나고 나니 알겠어
이제 정말 잘할 것 같아
그때는 사랑이 뭔지도 모르고
널 아프게만 했었어
그때로 돌아가고만 싶어
살 수가 없어 지금 이대로
할 수 있는게 나는 없잖아
한번 더 기회가 내게 있다면
너와 다시 사랑한다면
이제야 뒤늦은 후회로 가득한
내 하루속에 너에게
그때로 돌아가고만 싶어"
35,조여래,혜나,"침대 위에 누울 때 네가 안 떠오르면
내가 널 잊은 걸까
일상에 물들어 아픔이 잦아들면
널 잊은 걸까
다 끝난 건가 봐 난 이제 웃기도 해
네가 없는데 말이야
그러다 우연하게
네가 남긴 흔적을 찾게 되면
난 울 것 같아 마음을 붙잡아야 해
잘 지내란 말 뒤로 눈물을 참아내던
너는 날 잊은 걸까
시간에 기대어 서로를 묻게 되고
잊게 된 걸까
다 끝난 것 같아
이제 넌 내가 아닌 하루를 살아가네
나 아닌 누군가에
다정한 미소를 짓는 네 모습에
난 울컥이는 마음을 붙잡아야 해"
36,김진호 (SG워너비),엄마의 프로필 사진은 왜 꽃밭일까 (Inst.),"여행을 가는 게 옷 한 벌 사는 게
어색해진 사람
바삐 지내는 게 걱정을 하는 게
당연해진 사람
한 번이라도 마음 편히 떠나보는 게
어려운 일이 돼버린 사람
동네 담벼락 피어있는 꽃들을 보면
아직도 걸음 멈추는 사람
엄마의 사진엔 꽃밭이 있어
꽃밭 한가운데 엄마가 있어
그녀의 주변엔 꽃밭이 있어
아름답게 자란 꽃밭이 있어
티브이를 켜고
잠이 들어버리는 일이
어느새 익숙해진 한 사람
티브이 속에서
나오는 수많은 얘기에
혼자서 울고 웃는 한 사람
엄마의 사진엔 꽃밭이 있어
꽃밭 한가운데 엄마가 있어
그녀의 주변엔 꽃밭이 있어
아름답게 자란 꽃밭이 있어
초록빛 머금은 새싹이었지
붉은빛 머금은 꽃송이였지
나를 찾던 벌과 사랑을 했지
그 추억 그리워 꽃밭에 있지
나는 다시 피어날 수 없지만
나를 찾던 벌도 사라졌지만
나의 사랑 너의 얼굴에 남아
너를 안을 때 난 꽃밭에 있어"
37,김신우,우리아가,"선물처럼 와준 고마운 아가
꿈속에서도 보고픈 사랑
새하얀 너의 손 예쁜 눈망울
너의 걸음에 손모아 기도해
조금이라도 아파울때면
너의 곁에 밤을 지세고
다시 해맑게 미소지면
그땐 너무 감사해
햇살이 눈부신 널 만난
세상 행복한 우리
선물처럼 와준 고마운 아가
행복한 우리"
38,Various Artists,사랑했지만,[가사 준비중]
39,Various Artists,나는 문제없어,[가사 준비중]
