,가수,제목,가사
10,다비치,내가 더 사랑하는 일,"네가 곁에 없는 것보다
날 외롭게 하는 건
우리 이제 멀어진 걸 아는데
혼자 여전히 네 생각뿐인 나
왜 같은 마음일 수 없니
왜 이렇게 애써 사랑을 지켜야 하니
후련하게 네 마음을 내게 말해주겠니
더 많이 사랑하는 게 잘못인 거니
처음 우리 좋았었는데
더 바랄게 없었지
바쁜 날도 잠깐 보고 싶다며
집 앞에서 날 기다려주던 너
왜 같은 마음일 수 없니
왜 이렇게 애써 사랑을 지켜야 하니
후련하게 네 마음을 내게 말해주겠니
더 많이 사랑하는 게 잘못인 거니
변해버린 널 알지만
그래도 이것도 사랑이란 걸 알아
왜 나만 이렇게 아프니
왜 시간은 우리를 점점 시들게 하니
후련하게 네 마음을 내게 말해주겠니
더 많이 사랑하는 게 내 잘못인 거니"
11,산들,날씨 좋은 날,"저기 멀리까지 탁 트인
투명한 날씨야
그래 파란색은 이게 파랑인 거지
이런 날에 우린
만나지 않을 수 없었지
흔하지 않은 이 날을 함께 하러
우리 사이 공기는
그 언제나 탁한 날 적었지
하루하루 너를 본단
그 기대란 건 정말
그 계절의 마치
호흡기 같던 너라는 추억
이제는 그리움이라는 숨 가쁨
어딘가 살고 있을 너를 떠올리는 날
아닌 척 무던하게 내 삶을 사는 내가
어딘가 어색하대도
그럭저럭 살아갈 만해
가끔 견디기 벅찬 날도
너 없는 거린 조금 낯설지만 괜찮아
내딛는 발걸음이 단촐해도 괜찮아
이러다 언젠가 누군가 함께 걷겠지
이렇게 멋진 날씨 속 거리를
비 온 뒤에 개인 하늘처럼
나도 바뀌겠지
영원한 건 없는 거라
내게 말했었잖아
이 계절만 잘 견디면
완벽한 타인 될 거야
이 잔인한 좋은 날씨가 지나면
어딘가 살고 있을 너를 떠올리는 날
아닌 척 무던하게 내 삶을 사는 내가
어딘가 어색하대도
그럭저럭 살아갈 만해
가끔 견디기 벅찬 날도
너 없는 거린 조금 낯설지만 괜찮아
내딛는 발걸음이 단촐해도 괜찮아
이러다 언젠가 누군가 함께 걷겠지
이렇게 멋진 날씨 속 거리를
나 혼자 지난날에
너무 큰 의미를 두나 봐
차창 밖에 마냥
밝게 웃는 사람들처럼
그렇게 살면 되는데
그렇게 쉽게 되는데
그게 뭐라고 고작 사랑 한 번
사랑 그거 좀 없으면
어때 햇빛 날 토닥여
나 혼자만을 위해서도 비춰줄 거래
어쨌던 다 잘 될 거야
우리 참 좋았었잖아
그것만으로도 넌 고마워
오늘 날씨처럼 너의 날이 빛나길
지난날 그까짓 거 미소 한 번에 지워
맑은 공기 덕에 들이마신 큰 숨에
너를 저 파란 하늘로 덮는다
너를 저 파란 하늘로 날린다"
12,김성규,Beautiful,"저기 멀리서
그대가 보이네요 가슴이 떨려오죠
이런 나를 알까요
처음부터 나의 마음을 가져간 그대
눈을 감고 귀를 막아도
고장 난 내 심장은 또
그대를 향해 뛸 텐데
이 노래를 듣고 있다면
나의 진심인 걸 알아주길
You are so Beautiful
어떤 모습이라도
You are so Beautiful
내가 지켜줄게요
내 곁에 있어요 거기 있어요
멀어진다 해도
You are so Beautiful
내 맘이 네게 닿기를 기도해요
새벽을 건너
오늘도 그댈 향해 혼자 되뇌이는 말
고단했던 하루에
등불이 되어 그댈 비출게요
눈을 감고 귀를 막아도
고장 난 내 심장은 또
그대를 향해 뛸 텐데
이 노래를 듣고 있다면
나의 진심인 걸 알아주길
You are so Beautiful
어떤 모습이라도
You are so Beautiful
내가 지켜줄게요
내 곁에 있어요 거기 있어요
멀어진다 해도
You are so Beautiful
내 맘이 네게 닿기를 기도해요
아직 모르겠나요
오랫동안 참아왔던 말
나 그대를 사랑해요
You are so Beautiful
어떤 모습이라도
You are so Beautiful
내가 지켜줄게요
내 곁에 있어요 거기 있어요
멀어진다 해도
You are so Beautiful
내 맘이 네게 닿기를 기도해요"
13,노이마,같은 시간,"마지막까지 잘 보내준 것 같아
후회할 거란 걸 알아
웃어준 것 같아 마지막 인사가
선명하게 남아
마치 나의 슬픔을 알고 있는 걸까
나를 비춰주던 너는
그 마음 그대로 빛나고 있던 걸
널 보내고 이제 알았을까
같은 시간에 우리가 만났던 그 시간에
헤어지는 게 이런 우연은 필요 없는데
넘어져도 날 일으켜 줄
넌 이제 없단 사실에
또 어디선가 난 우는 것 같아
조금만 힘들면 무뎌질 걸 알지만
지금 이 순간을 이젠
견뎌야 하는 게 두렵고 겁이 나
그렇다고 다시 또 너에게
같은 시간에 우리가 만났던 그 시간에
헤어지는 게 이런 우연은 필요 없는데
넘어져도 날 일으켜줄
넌 이제 없단 사실에
또 어디선가 난 우는 것 같아
시간이 내게 가르쳐준 단 하나
네가 없으면 안 되는 나였어
아무리 너를 지우려 애를 써봐도
너의 모습은 지워지지 않아
같은 시간에 우리가 만났던 그 시간에
헤어지는 게 이런 우연은 필요 없는데
이제 다시 날 사랑해 줄
넌 곁에 없단 사실에
난 오늘도 너를 떠나보낸다"
14,"오곤, 무성",울산 관람차,"지쳤던 우릴 위해 떠나왔던 이곳
따듯한 바다와 강에 마냥 설렜지
아쉬운 발걸음을 떼러 가는 길에
문득 저기 보이는
관람차가 눈에 띄어
우린 망설임 없이 탔지
유리 너머 보이는
이 도시의 야경이
너를 닮아 눈이 부시게 빛나고 있어
난 왜 이렇게 네가 좋은 걸까
너와 이 순간을 나 믿어도 될까
나의 어둠을 밝혀주고
웃게 해줘서 소중해
너라서 다행이야
있잖아
나와 여기 다시 오지 않을래
너와 두 손 잡고 약속하고 싶어
모든 슬픔은 뒤로하고
지금처럼 날 안아줘
이대로 다 충분해
고마워
행복한 마음을 안고나선 발걸음
오직 둘만의 공간이
선명히 포근한 지금
처음으로 믿음으로
가득한 사랑과 삼산동 거리 사이로
간직될 소중한 마음
꿈이란 표현도 참 부족해
그래 사소해서 더 특별해
우리의 시간은 곳곳에 스며들 거야
공중에 새긴 우리 이름은 반짝일 거야
문득 저기 보이는
관람차가 눈에 띄어
우린 망설임 없이 탔지
유리 너머 보이는
이 도시의 야경이
너를 닮아 눈이 부시게 빛나고 있어
난 왜 이렇게 네가 좋은 걸까
너와 이 순간을 나 믿어도 될까
나의 어둠을 밝혀주고
웃게 해줘서 소중해
너라서 다행이야
있잖아
환한 미소의 널 바라보니
나 알 거 같아 어떤 맘인지
이 하늘 위에 별이 된 것만 같아
너랑 있으니까
난 왜 이렇게 네가 좋은 걸까
너와 이 순간을 나 믿어도 될까
나의 어둠을 밝혀주고
웃게 해줘서 소중해
너라서 다행이야
있잖아
나와 여기 다시 오지 않을래
너와 두 손 잡고 약속하고 싶어
모든 슬픔은 뒤로하고
지금처럼 날 안아줘
이대로 다 충분해
고마워"
15,김동률,배려,"가끔 너는 내게
아무렇지도 않은 듯이
나의 안부를 묻곤 하지 태연히
나는 아직 너의
너무도 좋은 친구라며
어색한 내 모습을 되려 탓하지
떠난 사람은 그리 편한건지
모른 척 하는지
언제까지 기다린단
내 말 잊은건지
진정 나를 위한다면
이쯤에서 그만 날 놓아줘
사랑했던 마음이라도
간직할 수 있게
이런 내가 가엾다면
두 번 다시 날 찾지 말아줘
니가 없는 채로
세상에 길들여 질 수 있게
떠난 사람은 그리 편한건지
모른 척 하는지
언제까지 기다린단
내 말 잊은건지
진정 나를 위한다면
이쯤에서 그만 날 놓아줘
사랑했던 마음이라도
간직할 수 있게
이런 내가 가엾다면
두 번 다시 날 찾지 말아줘
돌아올 수 없는 거라면
차라리 멀리 떠나줘 제발"
16,최재훈,순애보 (Narr. 김정은),"난 망설였는데 너무나 힘들었는데
너완 상관없다니 너에게 있어
나란 그저 좋은 추억이라니
참 오래 걸렸어 너 아닌 다른 한사람
허락하기 까지는 니가 올지도 모를
자리 쉽게 내 줄 수가 없었어
아쉽다는 표정만이라도 가만히
보내준다면 지금이라도 날 돌릴 수
있을 텐데 나를 위한 연극 이었다면
이젠 제발 그만해줘
너 없이 내가 살아갈 수 있겠니
바보야 내가 내가 어떻게 너를 붙잡니
너한테 어떻게 했는데 얼마나 힘들게
했는데 내가 어떻게 가지 말라 그래
미안해 그리고 축하해 꼭 행복해
아쉽다는 표정만이라도 가만히
보내준다면 지금이라도 날 돌릴 수
있을 텐데 나를 위한 연극이었다면
이젠 제발 그만해줘
너 없이 내가 살아갈 수 있겠니
난 망설였는데 너무나 힘들었는데
너완 상관없다니 너에게 있어
나란 그저 좋은 추억이라니"
17,디셈버,이 고백,"들리니 너를 위해 부르는 사랑 노래
나의 가슴으로 하는 이 고백
그 어떤 말보다 너라는걸
단 한 사람을 위한 이 고백
나를 보며 웃어 주진 않아도
행복한 사람이 있죠
날 사랑한단 그 말은 안해도
난 그 마음 다 알아
너만 있으면 내 곁에 있으면
세상 부러울게 없죠
조금 서툴지만 네게 고백할게
오 처음부터 널 사랑해
들리니 너를 위해 부르는 사랑 노래
나의 가슴으로 하는 이 고백
그 어떤 말보다 너라는걸
단 한 사람을 위한 이 고백
거리에 이 많은 사람들중에
멀리서도 너만 보여
나의 두 눈에 제일 빛나는 사람
난 너밖에 안보여
너만 있으면 내 곁에 있으면
세상 부러울게 없죠
조금 서툴지만 네게 고백할게
오 처음부터 널 사랑해
들리니 너를 위해 부르는 사랑 노래
나의 가슴으로 하는 이 고백
그 어떤 말보다 너라는걸
단 한 사람을 위한 이 고백
기다림도 나에겐 더 큰 행복인 사람
다시 태어나도 나의 사랑은
또 너라고 약속할께

조금 서툴지만 네게 고백할게
오 처음부터 널 사랑해
들리니 너를 위해 부르는 사랑 노래
나의 가슴으로 하는 이 고백
그 어떤 말보다 너라는걸
단 한 사람을 위한 이 고백"
18,이해리 (다비치),이 노래,"생각보다 오래 걸렸어
넌 날 잘 알잖아
누군가를 위해
펜을 든 게 얼마 만인지
쑥스럽고 뭐 그래도
내 진심을 꺼내는 게
그걸 기다려준 사람이
너라서 행복해
아무리 생각해봐도
처음부터 지금까지 하나도
버릴 것이 없는 우리다 그치
혹시 네가 떠난다 해도
이 말은 꼭 하고 싶었어
들어줘 항상 같았어요 내 맘
내가 뭐라고 아무것도 아닌 내게
힘이 돼주고 사랑해 주었고
아무 생각 없이 하나만
바라볼 수 있게 해주고
평생에 잊지 못할 추억들을
만들어주고 있어
이 노래를 부르는
지금 이 순간에도 내게
늘 많이 미안했어
표현해주지 못해서
아직도 어색해
네 사랑 앞에 서 있는 일
서툴다는 핑계로
이기적일 때도 있었지만
알아줘 항상 같았어요 내 맘
내가 뭐라고 아무것도 아닌 내게
힘이 돼주고 사랑해 주었고
아무 생각 없이 하나만
바라볼 수 있게 해주고
평생에 잊지 못할 추억들을
만들어주고 있어
이 노래를 부르는
지금 이 순간에도 내게
내 옆이 너라서 다행이야
네 옆에 나란 걸 후회하지 않도록
이 기억에 항상 웃을 수 있도록
그 자리 오래오래 있을게
고마워 내가 뭐라고
아무것도 아닌 내가
이런 나라도 괜찮다면 기꺼이
위로해줄게 힘이 돼줄게
그저 어디에나 있어만 준다면
조금 작아져 있거나 숨고 싶을 때도
이 노래를 듣고 있는
지금 이 순간만큼은 내가"
19,가호 (Gaho),남자를 몰라 (삼성전자 뉴레트로 시리즈),"매번 늦어도 이해할게
누굴 만났니 먼저 묻지 않을게
고집스런 내 사랑
너의 말은 변명이라도 믿고 싶을 테니
눈 비비는 척 눈물 닦아내고
다음 약속도 잡을 이유 만들지
니 맘보다 한숨과 친해져도
널 보기 위해 난 사니까
수없이 어긋난데도 기다릴게
아무리 가슴 아파도 웃어볼게
떠나선 안돼 서둘러 저버리진 마
날 밀어내도 깊어지는 이 사랑을 봐
내 입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 널 지킬 남자를 몰라
잊어보려고 해도 소용없어
하루도 못 가 너만 또 찾는 나인걸
혼자가 더 좋다는 슬픈 니 말
눈물이 자꾸 지워버려
수없이 어긋난데도 기다릴게
아무리 가슴 아파도 웃어볼게
떠나선 안돼 서둘러 저버리진 마
날 밀어내도 깊어지는 이 사랑을 봐
내 입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 널 지킬 남자를 몰라
니 맘에 누가 있든 괜찮아
한 번쯤 못 이긴 척 돌아봐
보여줄 게 더 많아
쉽게 보낼 수 없어 가지 마
널 원해야만 견뎌내는 내 가슴이야
날마다 울어도 볼 때마다 행복해
왜 너만 몰라 왜 강한 내 사랑을 몰라"
20,숙희,사랑까진 안돼요,"난 안돼요 그대를 잊는다는게
난 안돼요 그대를 못 본다는게
죽는 것보다
내게는 더 힘든 사랑이라서
긴 기다림도 난 행복한데
난 안돼요 아무리 도망쳐봐도
제자리만 맴도는 걸음이라서
곁엔 없어도 나를 보며
웃어주진 않아도
이렇게 행복한적은 처음이니까
내 사랑까진 안돼요
내 마음까진 안되나봐요
이런 내 마음 언젠간
그대도 날 알아주겠죠
나 아파도 이 사랑이
내게 독이 된대도
못된 가슴은 내 머리는 너를
난 기억하고 또 기다릴 나니까
난 안돼요 계절이 몇 번 바뀌어도
난 그대로 여기서 기다리는데
먼발치라도 떠난 그댈
다시 보고 싶은데
니 곁에 그 사람도 난 괜찮은데
내 사랑까진 안돼요
내 마음까진 안되나봐요
이런 내 마음 언젠간
그대도 날 알아주겠죠
나 아파도 이 사랑이
내게 독이 된대도
못된 가슴은 내 머리는 너를
난 기억하고 또 기다릴 나니까
오랜 시간을 아무도 몰래
혼자 키워온 내 맘
멈출 수 없는 사랑 그대니까
사랑하고 싶어요
내 마음을 다 주고 싶어요
내게 허락된 시간을
그댈 위해 살고 싶어요
내 맘대로 끝내지도
못할 사랑이라면
이렇게 여기서 기다릴께요
그게 언제라도 돌아와 준다면"
21,나문희,나의 옛날 이야기,"쓸쓸하던 그 골목을
당신은 기억하십니까
지금도 난 기억합니다
사랑한단 말 못하고
애태우던 그 날들을
당신은 알고 있었습니까
철없었던 지난 날의
아름답던 그 밤들을
아직도 난 사랑합니다
철없던 사람아
그대는 나의 모든 것을
앗으려 하나
무정한 사람아
수줍어서 말 못했나
내가 싫어 말 안했나
지금도 난 알 수 없어요
이 노래를 듣는다면
나에게로 와주오
그대여 나는 기다립니다
무정한 사람아
이 밤도 나의 모든 것을
앗으려 하나
철 없던 사람아
오늘밤도 내일 밤도
그리고 그 다음 밤도
영원히 나는 기다립니다"
