,가수,제목,가사
38,브라운 아이드 소울,Always be there,"계절의 틈 사이로 추억의 날들이
떠밀려와
말없이 웃어주던 널 생각나게 해
한 여름 햇살에도 그늘이 돼준
너의 위로가
다정하던 목소리가
너무나도 그리워
기나긴 침묵이 이별은 아닌지
Let me show you love
Let me give you love
조심스레 뒤돌아보면
늘 반겨주던 너
귀를 기울여 맘을 들어줘
조금 늦은 나의 고백을
지친 너의 하루 끝에 단잠이 될
널 위한 이 노래를
멀리 있어도 나를 불러줘
슬픈 날이 찾아오면은
언제라도 따뜻하게 안아줄게
너의 마음 가득히
불빛 하나 없는 먼 길을 지날 때
Let me show you love
Let me give you love
늘 나란히 걸어주었던 널 항상
기억해
귀를 기울여 맘을 들어줘
조금 늦은 나의 고백을
지친 너의 하루 끝에 단잠이 될
널 위한 이 노래를
멀리 있어도 나를 불러줘
슬픈 날이 찾아오면은
언제라도 따뜻하게 안아줄게
너의 마음 가득히
어두운 밤이 다가와 찾아와
마음의 등불을 환하게 비춰줄게
다시 웃어줘 내게 기대어
처음처럼 곁에 있어줘
귀를 기울여 맘을 들어줘
조금 늦은 나의 고백을
지친 너의 하루 끝에 단잠이 될
널 위한 이 노래를
멀리 있어도 나를 불러줘
슬픈 날이 찾아오면은
언제라도 따뜻하게 안아줄게
너의 마음 가득히
Always be there"
39,앤씨아,통금시간,"curfew curfew
uh woo curfew curfew umm
이 시간만 되면 난 두근두근해
너와 있을 때면 유난히 더 심해
이젠 나도 20대
참 하고 싶은 게 많은 나인데
아직 어리대 세상이 무섭대
huh not again
나도 이제 다 컸는데
벌써부터 불이 나게
전화는 오는데
집 앞이야 지금 들어가요
조금만 더 네 곁에 머물고 싶은데
마음만은 너의 곁에
우물쭈물 하다간 hey
워우 워우 워우 난리 날지 몰라
아쉬운 네 표정에 내 맘도 자꾸
woo baby
조급해져 내 맘
시간아 멈춰라
오늘 밤은 제발 그대로 멈춰라
시간은 1 2 3 and 4
또 눈치 없이 흘러
12시를 향해 달려만 가네
시간아 멈춰라
curfew
I know 아직까진 어리단 걸
사랑받는 관심의
표현이란 거 I know
그치만 나도 알 건 아는 girl
세상엔 너무나 너무나 너무나
너무나 하고픈 게 많은 걸
oh baby 아쉬운 표정일랑 말아 줘요
somebody 누가 시간 좀 멈춰 줄래요
벌써 몇 번째
전화벨이 울려대는데
baby I'm sorry 이제 들어가요
잡은 네 손을 놓치긴 정말 싫은데
이유 없이 짜증이 나
우물쭈물 하다간 hey
워우 워우 워우 난리 날지 몰라
서운한 네 표정에 내 맘도 자꾸
woo baby
조급해져 내 맘 시간아 멈춰라
오늘 밤은 제발 그대로 멈춰라
시간은 1 2 3 and 4
또 눈치 없이 흘러
12시를 향해 달려만 가네
시간아 멈춰라
째깍째깍 째깍째깍
huh uh 시간아 멈춰라
째깍째깍 째깍째깍
날 위해 멈춰 줄래
조급해져 내 맘 시간아 멈춰라
시간아 멈춰라
오늘 밤은 제발 그대로 멈춰라
시간은 1 2 3 and 4
또 눈치 없이 흘러
12시를 향해 달려만 가네
시간아 멈춰라
curfew curfew
시간아 멈춰라
curfew curfew
시간아 멈춰라"
40,여자친구 (GFRIEND),그루잠 (FALLING ASLEEP AGAIN),"그루잠 (FALLING ASLEEP AGAIN)

가로등 조차 스르르 잠이 드는 밤
어디도 기댈 곳이 없죠
그림자 조차 희미한 하루 끝에서
그대를 만나게 된 거죠
힘들고 지쳤던 나의 투정
이런 기분 전부 받아준
그대의 모습에 난
긴장했던 모든 게 풀려요
눈을 잠시 감았다 떠도
여전히 옆에 있어요
다정히 내어준 어깨가 좋아서
You’re my everything
나를 믿게 하죠 Baby
작은 내 등을 다독여 주는
그대 손길에 다시
맘을 내려 놓고서 잠이 들죠
혹시나 곤히 잠이 든 내가 깰까 봐
숨을 꾹 참는 그댈 봤죠
살며시 스치는 그대 손길
이런 느낌 슬쩍 모른 척
눈을 떴다 감죠
더 그대 곁에 있고 싶은 걸요
눈을 잠시 감았다 떠도
여전히 옆에 있어요
다정히 내어준 어깨가 좋아서
You’re my everything
나를 믿게 하죠 Baby
작은 내 등을 다독여 주는
그대 손길에 다시 맘을
내려 놓고서 잠이 들죠
왠지 모르게 불안한 맘이
자꾸 생겨요 한 여름 밤의 꿈으로
사라지지 않기를 기도해요
기도해요 오늘처럼만
내가 깊게 잠이 들어도
영원히 옆에 있어요
포근한 이 품이 너무나 좋아서
You’re my everything
세상을 다 가진 거죠
어쩜 따스한 숨결로
뒤에서 한결같이 나를 달래주던
그대를 사랑해요"
41,김성규,끌림,"우리 분명 같은 하늘
아래 살고 있는 거 맞지
마음만 먹으면 언제든지
만나질 수 있는 거 맞지
사무치게 네가 그리워
뜬눈으로 밤을 새워
아침이 오는 그 소리에
정신 차려 보면
내 맘은 또 너에게로 달려가고 있어
우리 분명 같은 하늘
아래 살고 있는 거 맞지
마음만 먹으면 언제든지
만나질 수 있는 거 맞지
소름 끼칠 만큼 그리워
나도 내가 왜 이러는지
이유라도 좀 알고 싶어
이런 와중에도
내 맘은 또 너에게로 달려가고 있어
한 순간도 너에게서
자유로워질 수가 없어
그럴 수 없어
내 마음은 또 너에게로
이 순간도 너에게로 달려가고 있어
단 일분도 너에게서
자유로워질 수가 없어
그럴 수 없어"
42,밀리그램 (Milligram),Holiday (AM 11:47),"내 주변의 모든 게 엉망진창 이여도 돼
정답이 없는 고민도
오늘은 접어둬야 해
Lu lu lu lu lu lut- lu
콧노래를 부르며
아무런 생각도 없이 하루를 살아야 해
Holiday Holiday
지금이 몇 신지 무슨 요일인지
하나도 안 중요해
그저 흘러가는 대로 Woo
Slow dance 뭐 어때
그냥 오늘 하루쯤은 내 맘대로 해
Like a jazz All night All day
쉿
내가 느리게 걷는지 세상이 빠른 건지
관심 없이 사는 게 이제는 익숙해
아는 게 많아지면 두려움만 커져서
할 수 있는 일들도 매번 그르치게 돼
Holiday Holiday
지금이 몇 신지 무슨 요일인지
하나도 안 중요해
그저 흘러가는 대로 Woo
Slow dance 뭐 어때
그냥 오늘 하루쯤은 내 맘대로 해
Like a jazz All night All day"
43,이적,당연한 것들,"그때는 알지 못했죠
우리가 무얼 누리는지
거릴 걷고 친굴 만나고
손을 잡고 껴안아주던 것
우리에게 너무 당연한 것들
처음엔 쉽게 여겼죠
금세 또 지나갈 거라고
봄이 오고 하늘 빛나고
꽃이 피고 바람 살랑이면은
우린 다시 돌아갈 수 있다고
우리가 살아왔던 평범한 나날들이 다
얼마나 소중한지 알아버렸죠
당연히 끌어안고 당연히 사랑하던 날
다시 돌아올 때까지 우리 힘껏 웃어요
잊지는 않았잖아요
간절히 기다리잖아요
서로 믿고 함께 나누고
마주 보며 같이 노래를 하던
우리에게 너무 당연한 것들
우리가 살아왔던 평범한 나날들이 다
얼마나 소중한지 알아버렸죠
당연히 끌어안고 당연히 사랑하던 날
다시 돌아올 거예요 우리 힘껏 웃어요
당연히 끌어안고 당연히 사랑하던 날
다시 돌아올 거예요 우리 힘껏 웃어요"
44,"국가봉(김성준, 김영흠, 박창근, 지세희, 진웅)",밤에 피는 장미,"아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
한떨기 사랑 장미같은 사랑
아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
한떨기 사랑 장미같은 사랑
외로운 밤엔 나 홀로 걸었네
가슴속에 피는 한 잎 떨어진
상처만이 남아있는
한떨기 장미처럼 슬픈 내 영혼
그러나 또 낮이 되면서도
잊혀진 지난날 그리워
가슴의 뜨거운 마음도
나의 슬픈 그 장미
아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
한떨기 사랑 장미같은 사랑
아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
한떨기 사랑 장미같은 사랑
아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
한떨기 사랑 장미같은 사랑
아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
한떨기 사랑 장미같은 사랑
아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
한떨기 사랑 장미같은 사랑
아하 밤에 피는 장미
나의 사랑 장미같은 사랑
돌아오지 못할 시절
아 밤에 피는 장미"
45,핑클 (Fin.K.L),나의 왕자님께 (To My Prince),"잘 모르겠어요 내가 꿈꾸던
어린 왕자님이 그대였는지
나 태어날때부터 우리 만남이
정해진 것처럼 편안했어요
참 이상해요 사랑한단 이유로
그대의 여자되고 싶은 맘이 간절해져요

혹시 알고 있나요 그대로 인해
이 세상이 아름다울 수 있다는걸 배웠기에
믿고 싶어요 오늘도 감히 난
그대가 있었기에 행복하다고

날 알아줄래요 어설픈 약속
우리의 미래가 두려워져요
아직은 내가 많이 어린가봐요
먼 훗날 후회하면 어떡하나 걱정이 되요

혹시 알고 있나요 그대로 인해
이 세상이 아름다울 수 있다는걸 배웠기에
믿고 싶어요 오늘도 감히 난
그대가 있었기에 행복하다고

시간이 나를 속여도 허락할께요
For you

그래요 나는 그댈 믿어요
그것만이 내가 가진 것 전부이기 때문이죠
약속할께요 그대만 바라보다
이 세상 다하는 날 함께 간다고"
46,이지라이프,너말고 니언니 (Feat. 유리),"너 말고 니 언니 -

너무나 보고싶은 넌데
전하고 싶은 말이 많은 난데
오늘 네 하루가 궁금한 난데
그래서 네 언니에게 너의 소식을 물어봤지

네겐 힘든 일이야
니가 나를 떠나버렸으니
알고보니 나보다도 오래 사귀였던 남자
있다며 나에게 넌 안녕하고
미안해 말 한마디로 날 떠나갔지

매일 밤 술에 취해 나 널 잊으려 노력했지만
안되는데 그래서 딴 여잘 만났지만
뜻대로 되지않는 억지야
아무리 노력해도 너 하나는 잊을수가 없는데

도대체 니가 내게 뭔데
자꾸 니가 미워지는 건데
다시 나 이렇게 생각을 해
어쩔 수 없어 너무나 슬퍼져

너무나 보고 싶은 넌데
전하고 싶은 말이 많은 난데
오늘 네 하루가 궁금한 난데
그래서 네 언니에게 너의 소식을 물어봤지

나 그녀에게 전화해 니 소식을 물어봤지
하나부터 열까지 넌 무얼 하고 사는지
헌데 그녀가 나를 위로하네
마치 네가 다시 내 곁으로 온것같아

만나고 또 만나고 니 소식을 묻다가
그러다 또 만나고 영화도 한편 보고
그러다 또또 만나 술도 마셨어 취했어
눈물 콧물 다 흘리며 그녀를 잡고 울었어

도대체 니가 내게 뭔데
자꾸 니가 미워지는 건데
다시 나 이렇게 생각을 해
어쩔 수 없어 너무나 슬퍼져

너무나 보고 싶은 넌데
전하고 싶은 말이 많은 난데
오늘 네 하루가 궁금한 난데
그래서 네 언니에게 너의 소식을 물어봤지

너무나 힘들꺼야 그녀도 힘들꺼야
이젠 널 보면 내가 가슴이 아파
시간이 지나가면 괜찮을테니 걱정 하지마
언젠간 넌 좋은 여자 만날테니까

그녀가 이뻐지면 그녀가 좋아지고
그녀만 보면 이젠 네 생각이 나지않아
너의 향기도 있고 너의 미소도 있고
심지어 하품하는 모습까지 똑같아

이래선 안되는데 사랑이 온 것같아
그녀도 날 좋아해 어제는 손 잡았네
그러다 그러다 그러다 그러다
결국엔 넘어선 안될 선을 넘었네

(너 말고 니 언니)
그녀만 곁에 있으면 나는 행복해
(너 말고 니 언니) 오 난 사랑해

(너 말고 니 언니) 
그녀만 곁에 있으면 나는 행복해
(너 말고 니 언니)
그녀를 난 사랑하게 됐어

너 말고 니 언니야
너 말고 니 언니야 -"
47,유선호,봄이 오면,"봄이 오면 새싹도 피어나
푸른 나무 반가운 꽃들도 피어나고
어린아이들의 웃음소리 들려오네
봄이 오면 가볍게 입고서
너와 내가 두 시에 만나서
벚꽃거리 구경도 해보고
사진도 찍어주고 싶어
매일 따뜻하게 이쁜 너의 손잡을 거야
이 시간 속을 함께한다는 게 너무 좋아
내 머릿속에 마음속에 기억할게
지금 이 순간 너를
매일 따뜻하게 이쁜 너의 손잡을 거야
이 시간 속을 함께한다는 게 너무 좋아
내 머릿속에 마음속에 기억할게
지금 이 순간 너를
노란색 봄이 오면 내 맘을 전하고 마리
기다렸던 만큼 너를 많이 좋아해
내게 기회를 줄 수 있니
매일 따뜻하게 이쁜 너의 손잡을 거야
이 시간 속을 함께한다는 게 너무 좋아
내 머릿속에 마음속에 기억할게
지금 이 순간 이쁜 너를
매일 노래할게 나의 마음이 들릴 거야
이 시간부터 너와 나의 봄을 시작해
내 머릿속에 마음속에 담아둘게
지금 이 순간 너를"
48,소울 크라이,그리움도 지쳐서 많이 힘들었나 봐,"길었던 계절 끝자락에서
밤새 쌓여버린 너의 흔적에
그리움도 지쳐서 많이 힘들었나 봐
문득 스쳐가는 네 모습
사랑해 아직도 난 네가 너무 그리워
돌아가고 싶어 많이 늦었겠지만
자꾸만 생각나서 네 곁에 있고 싶다고
한순간도 잊은 적 없어 아직도 나는
환하게 나를 반기던 모습
밤새 마주 앉아 웃어주던 너
그땐 알지 못했던 익숙했던 날들이
너의 빈자릴 채우네
사랑해 아직도 난 네가 너무 그리워
돌아가고 싶어 많이 늦었겠지만
자꾸만 생각나서 네 곁에 있고 싶다고
한순간도 잊은 적 없어 여전히 나는
미안해 아직도 널 보내지 못하나 봐
우리 이 길 끝에 언젠가는 만나길
사랑해 사랑했던 그때로 다시 돌아가
이렇게 또 네가 오늘도 생각이 나"
49,거미,가장 완벽한 날들,"말 한적 있나요 언제부턴가
내 눈엔 그대만 보여요
듣고 있었나요 그대를 만난 후
알 수 없는 내 맘속의 떨림을
늘 가장 갖고 싶은 건 놓친다 해도
소중했던 꿈처럼 아침이 오면
모두 사라진다 해도
모든 걸 주고 싶은 한 사람
마음이 정해 놓은 단 하나
내가 하는 모든 말들이
내가 짓는 모든 표정이
사랑인 걸 그대는 아시나요
난 궁금해져요 그대의 모든 생각
어떤 내가 그댈 움직였는지
우연 속에 감춰진 우리의 운명이
가만히 눈을 떠보면 세상
어둠 속에서 빛을 내고 있죠
보이나요
모든 걸 주고 싶은 한 사람
마음이 정해 놓은 단 하나
내가 하는 모든 말들이
내가 짓는 모든 표정이
사랑인 걸 그대는 아시나요
다시는 없을 것 같은
이 순간을 멈추고 싶어
내 생애 가장 완벽한 사랑
내 생애 가장 소중한 그대
눈물이 더 흐르지 않게
오늘처럼 지켜갈게요
늘 내 곁에 함께 해준다면
모든 걸 주고 싶은 한 사람
마음이 정해 놓은 단 하나
내가 하는 모든 말들이
내가 짓는 모든 표정이
사랑인 걸 그대는 아시나요"
50,성시경,그 날 이후로,"여느때처럼 햇살은 따스했고
내게 기대앉은 그대는 아름다웠죠
시간을 묻듯 헤어짐을 얘기하기에
그대 힘들까 웃었죠
입버릇처럼 얘기했던 말
그대 원하면 난 무엇이건 하겠다고
바보같은 난 못난 그 약속을 지키려
내 생에 전부였던 그댈 보냈죠

그 날 이후로 난 늘 미안하게 지내요
단 하루라도 난 그댈 잊을까 걱정하면서
그대 없이 가끔이라도 웃으며 살아가는 나를
깨닫는 게 제일 슬프죠

꺼내보기도 아까운 기억들이
마음 안에 고여있는데 그대는 없죠
여느때처럼 별일없는 세상속에서
가끔 이렇게 서럽죠
사랑한단 말 고마웠단 말
이제 다시는 말할 수 없는 상처같죠
그대앞에서 턱밑까지 차올랐지만
끝내 말하지 못한 날 용서해요

그날 이후로 난 늘 미안하게 지내요
단 하루라도 난 그댈 잊을까 걱정하면서
그대없이 가끔이라도 웃으며 살아가는 나를
깨닫는 게 제일 슬프죠

기억하나요 날
그 눈부셨던 시간을
사랑하나로 날
늘 아이처럼 행복했던 날
그대없이 숨을 쉬는게 미안해 한숨이 나는지
그 날 이후로 늘 이렇죠
그 날 이후로 늘 아프죠"
51,강승윤,멍,"아프지 않고 밥도 잘 먹고
내 마음을 터놓을 친구도 있어요
어젠 밤새도록 마음 가는 대로
기타를 잡고 곡을 썼어요
너무 감사하게도 난 늘 바쁘게 살아요
정말 얼마나 행복한지 몰라요

그런데 왜 왜 왜 난
불안할까요
도대체 왜 왜 왜 난
외로울까요

난 또 멍하니 앉아서 창밖을 보네요
뭘 보는진 몰라요
나의 멍한 두 눈에서 뚝 흐르는 이건
혹시 눈물인가요
마음에 멍이 들었나 봐요

별거 아녜요 살다가 보면
가끔 이럴 때도 있기 마련이죠
내일은 말이에요 일이 끝난 뒤에
오랜 친구들과 마시고 놀 거예요

그런데 왜 왜 왜 난
공허할까요
도대체 왜 왜 왜 난
외로울까요

난 또 멍하니 앉아서 창밖을 보네요
뭘 보는진 몰라요
나의 멍한 두 눈에서 뚝 흐르는 이건
혹시 눈물인가요

시퍼런 멍이 나 몰래 어느새
이렇게나 번졌는데
모르는 척했던 내게 미안해
하지만 시간이 지나면
금방 나을 거란 착각 속에
난 오늘도
바보처럼

난 또 멍하니 앉아서 창밖을 보네요
뭘 보는진 몰라요
나의 멍한 두 눈에서 뚝 흐르는 이건
혹시 눈물인가요

난 또 멍하니 앉아서 창밖을 보네요
뭘 보는진 몰라요
나의 멍한 두 눈에서 뚝 흐르는 이건
혹시 눈물인가요
마음에 멍이 들었나 봐요"
52,강하루,"그대, 고마웠어요 (N번째 연애 X 강하루)","우리 손을 놓을 땐 울지 않기로 해요
담담하고 차분하게 그냥 그렇게
또 계절은 지나가듯
그렇게 우리 서로 지나쳐 가요
우리 함께 해온 시간들이
여기에 남아 있으니까
난 또 다른 하루를 살 수 있죠
곁에 잠든 그대가 밝은 별이 돼 줘요
조금만 더 조금만 더 우리 이렇게
내 욕심이란 걸 난 알아요
보낼 수밖에 없단 걸 알아요
그대 내게 줬던 기억들이
여기에 남아 있으니까
난 또 다른 하루를 살 수 있죠
그대 때문에 웃고 있는 걸 아나요
그대 때문에 살고 있는 걸 아나요
고마웠어요
부디 나와 함께 한 시간들
끝없이 행복했기를
그대 이제 맘 편히 떠나가요
그대 이제 맘 편히 떠나가요"
53,이지연,그 이유가 내겐 아픔이었네,"잊는다는 슬픔보다
잊어야 한다는 이유가
내겐 너무도 서글픈 아픔이었네
잊어야 하는 마음을
가을비는 아는 듯이
내게 찾아와 조용히 손짓을 하네
뺨을 스치는 찬 바람도
보고픔에 목이 메어
고개 숙이고
내게 손짓하던 가을비도
할 말 잃어 차가운
눈동자에 줄을 댄다
잊어야 하는 그 이유가
내게는 아픔이었네
내게는 아픔이었네

뺨을 스치는 찬 바람도
보고픔에 목이 메어
고개 숙이고
내게 손짓하던 가을비도
할 말 잃어 차가운
눈동자에 줄을 댄다
잊어야 하는 그 이유가
내게는 아픔이었네
내게는 아픔이었네"
54,"지코 (ZICO), 소진 (Sojin)",아프다,"나란 존재가 존재하긴 했어
혀끝까지 차오른 말을 삼켜내
너만 나쁜 년 만드는 구애인걸
알면서 나댄거니까 누굴 탓 안해
정말 답답해
상처는 오는데 상처는 못찾는게
일에 전념해도
가사의 대상이 너라는게
기억도 하루처럼 저무는 거라면
편히 잘테지만
다시 네 잔상을 떠안아
보고싶다는 그 말
하지 못해 삼킨다
오늘 많이 아프다
사랑했던 맘이 아리고 또 아프다
너도 나처럼 아플까
죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도
사랑은 너라서
못 가 네 곁을 못 떠나
다들 푸념 말라고
그냥 추억하라고
I ‘ve got a know
그럴꺼면 사랑 무엇하려고 해
떠나간 사람은 간직할게 못돼
미안해 이별엔
지혜롭고 듬직하지 못해서
참 웃겨 가슴은
아직도 뛰기 바쁜데
뭐가 지친다고 나는 멈춰놨는지
감정의 출발선이
어디였는지 까마득해
방황 중에 마주쳐도
반가운 듯이 맞아줄래
Yeah
내 걱정은 하지마
나름 숨 쉬며 지내
한숨인게 문제지만
적정 시간이 지나
서로에게 맞지 않는
옷이 돼버릴까
그게 싫다 근데 어찌하겠어
다 내 몫이야
살면서 꼭 겪어야 할 것
실패와 성공처럼 꼭 경험할 것
누군가를 열렬히 사랑해볼 것
정신 못 차리고
죽도록 아파해볼 것
죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도
사랑은 너라서
못 가 네 곁을 못 떠나
죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도
사랑은 너라서
못 가 네 곁을 못 떠나
그렇게 어렵게 데려오고
쉽게 떠나 보내
여전히 미련하게
미련으로 하루를 보내
남김없이 줬으니
후회는 남지 않아
남기던지 태우던지 내 흔적 말야
그렇게 어렵게 데려오고
쉽게 떠나 보내
여전히 미련하게
미련으로 하루를 보내
남김없이 줬으니
후회는 남지 않아
남기던지 태우던지 내 흔적 말야
보고싶다는 그 말
하지 못해 삼킨다
오늘 많이 아프다
사랑했던 맘이 아리고 또 아프다
너도 나처럼 아플까"
55,"정창룡, 권민제",사랑.. 그게 대체 뭔데,"진심이 아닌 걸 나도 너무 잘 알아
네가 왜 그런 말을 했는지
아니라고 말을 해 아니라고 말을 해
정말 나 미쳐버릴 것 같아
눈물이 흘러내려 계속 흘러내려
나 있잖아
이대로 널 보낼 자신이 없어
혼자 눈물 흘리며 돌아선 발걸음
차마 떨어지지 않지만 나 걷는다
억지로 웃어본다 눈물을 참아본다
사랑 그게 대체 뭔데
날 이렇게 아프게 해
그만 떠나가라고 아무리 밀쳐도
잡은 너의 두 손을
난 놓을 수가 없었어
혼자 눈물 흘리며 돌아선 발걸음
차마 떨어지지 않지만 나 걷는다
억지로 웃어본다 눈물을 참아본다
사랑 그게 대체 뭔데
날 이렇게 아프게 해
혹시 뒤돌아보면 네가 서있을까
몇 번을 봐도
보이지가 않잖아 또 한숨만
너를 떠나보낸
그 자리에 혼자 남아서
혹시 돌아올까 그 자리에 맴돈다
눈물을 참아 봐도 계속 흘러내린다
이별 그게 대체 뭔데
날 이렇게 날 이렇게
힘들게 해"
56,X1 (엑스원),괜찮아요,"숨이 막힐 것 같던 어제와
눈 뜰 힘조차 없던 오늘이
또 반복될 것만 같아
울고 싶은 네 맘 알아
나도 똑같은걸
Woo woo woo woo woo
잠시 쉬어가도 돼
Woo woo woo woo woo
천천히 걸어도 돼
널 따라오는 그림자마저 힘겨울 땐
괜찮아요 괜찮아요
여기 내가 있으니까요
괜찮아요 괜찮아요
잊지 마요 내가 있단 걸
불을 끄고 누우면 언제나
이유 없이 또 잠을 설치고
왠지 모를 서러운 맘 눈물 흘리지만
잘 자 내일 잘하면 돼
Good night 잠시만 멈춰도 돼
Oh beautiful night
괜찮아 꼭 해주고 싶었던 그 말
넌 잘하고 있어 더 자라고 있어
더는 걱정하지 마
나 여기 있을 테니 Good night
Ay 언제나 그랬듯 분명 이겨낼 거야
넌 결국 이뤄낼 거야
내 말만 믿으면 돼
네 손 놓지 않아
절대 난 네가 넋 놓아 본 창가
아주 잠깐 쉬어가도 돼
한 걸음 두 걸음 숨을 고르며 걸어가
늦지 않으려 할수록
멀게 느껴지니까요
내일이 잠시 두려워질 땐
내 어깨에 기대도 돼
내가 너의 그 옆에서 위로가 될게요
괜찮아요 괜찮아요
여기 내가 있으니까요
어떤 누구도 내 맘을 몰라준다고
혼잣말로 괜찮다 위로하던 날들
그냥 한 걸음 아니 두 걸음
조금 더 가까이 다가와
어깰 빌려줄게 걸음을 맞춰볼게 이젠
괜찮아요
시간이 흘러 흘러 흘러도
괜찮아요
이 세상 모든 게 변해가도
여기 내가
I'll be there for you
I'll be there for you
있으니까요
괜찮아요
눈물이 흘러 흘러 흘러도
괜찮아요
조금씩 내 모습 흐려져도
잊지 마요
I'll be there for you
I'll be there for you
내가 있단 걸
I'm here for you"
57,미연 ((여자)아이들),Someday,"셀 수 없이 많은 날을
모두 기억하고 있어요
My heart always be yours
기억 속을 헤메이다
벅차오는 맘에 휘청이는 나
Always be there
손 닿을 수 없는 저 어딘가
기다릴 그대만을 바래요
Oh Someday
I’m gonna find out where you are
많은 날이 지나도
언젠가 만나게 될 그 순간을
마음속 깊은 곳
간절히 바라는 내 품에
My Love 돌아올까요
익숙해진 빈자리엔
희미해져 가는 그대 향기만
붙잡는 나
하염없이 헤메이다
아려오는 맘을 붙잡아주는
그때의 기억
내딛는 걸음은 무거워져
가야 할 길 아득히 멀지만
Oh Someday
I’m gonna find out where you are
많은 날이 지나도
언젠가 만나게 될 그 순간을
마음 속 깊은 곳
간절히 바라는 내 품에
돌아올까요
많은 기억들이 찾아와
크고 작은 후회로
나를 괴롭히다가
밀려오는 꿈속을 헤메이다
어느새 홀로 밤을 지새우지만
Someday
I’m gonna find out where you are
더 멀어진대도
언젠가 만나게 될 그 순간을
마음 속 깊은 곳
간절히 바라는 내 품에
My Love 돌아올까요"
58,이민혁,사랑하고 있나요,"기다리고 있어요
그대도 날 보나요
하지 못한 말 그 한마디에
또다시 떠올라요
후회하진 않나요
돌아갈 순 없겠죠
눈부신 우리
마주 보던 밤
그날을 기억해요
다시 못 올 순간을
우연히 널 만나서
때 묻지 않은 사랑을 하고
절대 잊지 않을게
날 웃게 해준 사람
참 아프겠지만
모른척해 볼게
이 맘을
너무 늦은 건가요
이젠 알 것 같아요
꿈에서라도
널 마주한다면
네 눈을 보며
하고 싶은 말
아직 너를 사랑해
우연히 널 만나서
때 묻지 않은 사랑을 하고
절대 잊지 않을게
날 웃게 해준 사람
참 아프겠지만
곱게 접어둘게
이 맘을
우연히 널 만난 건
늘 기다렸던 사랑이라고
절대 잊지 않을게
네 곁에 있던 시간
그 모든 추억에
날 가득 채울게
넌 날 잊겠지만
여기 서 있을게
참 고마웠었어
내 사랑이
너라서"
59,용훈,Diamond,"어둠이 익숙해 선을 그어 놓은 채로
뒷걸음치잖아 한심하게
이미 지난날들은 잡을 수 없는걸
단 한 걸음이라도 나아가
What you wanna be right now
내가 서 있는 이유
Keep on tryin' out
세상 앞에 외쳐봐 Yeah
저 멀리 꿈을 향해 달려가
포기하지 말아 나의 인생은
눈부시게 빛나는
Yeah like a Diamond
Ooh
It's like a diamond
넘어지는 게 뭐 어때
다시 또 일어나
부딪히고 보는 게 낫잖아
이루기 위해 난
험한 길이라 해도
더 이상 두려워 않을래
What you wanna be right now
내가 서 있는 이유
Keep on tryin' out
세상 앞에 외쳐봐 Yeah
저 멀리 꿈을 향해 달려가
포기하지 말아 나의 인생은
눈부시게 빛나는
Yeah like a Diamond
이젠 더 이상 전에 내가 아냐
날이 갈수록 단단해지는 나
까만 밤은 더 보고 싶지 않아
No No No
이젠 더 이상 전에 내가 아냐
날이 갈수록 단단해지는 나
까만 밤은 더 보고 싶지 않아
No No No
I'm a Diamond
What you wanna be right now
내가 서 있는 이유
Keep on tryin' out
세상 앞에 외쳐봐 Yeah
저 멀리 꿈을 향해 달려가
포기하지 말아 나의 인생은
눈부시게 빛나는
Yeah like a Diamond
Ooh
It's like a diamond"
60,이정희,그대생각,"꽃이 피면
꽃이 피는 길목으로
꽃만큼 화사한
웃음으로 달려와
비내리면
바람이 부는대로
나부끼는
빗물이 되어 찾아와
머물렀다 헤어져
텅빈 고독속을
머물렀다 지나간
텅빈 마음을

바쁘면
바쁜대로 날아와
스쳐가는 바람으로
잠시 다가와
어디서도
만날 수 있는 얼굴로
만나면
인사할 수 있게 해
머물렀다 헤어져
텅빈 고독속을
머물렀다 지나간
텅빈 마음을"
