,가수,제목,가사
10,한승윤,얼마나 좋을까 (Solo Ver.),"오늘 같은 하늘을 보면
오늘 같은 바람이 불면
눌러놨던 마음이
자꾸 고개를 들어
온 세상이 나를 흔들어
친구들도 나를 부추겨
너와 내가 있으면
둘이 잘 어울린다고
I wanna fly away
I wanna be with you
And I’m dreaming again
I wanna be with you
정말 바란 것도 없었던 내가
그저 네가 좋았던 내가
점점 기대하고 있잖아
너와 점심을 먹고
볕이 좋은 카페를 찾아가고
이렇고 저런 얘길 나누고 막 웃고
해 질 녘 길거리를 같이 거닐고
너의 집 앞에서 인사를 나누고 woh
얼마나 좋을까 woh
어리숙한 나의 말투는
너를 좋아한다는 증거
떨고 있니 지금 나
그럼 손을 잡아 줄래
I wanna fly away
I wanna be with you
And I’m dreaming again
I wanna be with you
매일 상상 속에 있었던 니가
꿈에 서나 만났던 니가
나와 길을 걷고 있잖아
너와 점심을 먹고
볕이 좋은 카페를 찾아가고
이렇고 저런 얘길 나누고 막 웃고
해 질 녘 길거리를 같이 거닐고
너의 집 앞에서 인사를 나누고
어떤 말 할까
지금 말할까
너도 말할까
내게 말할까
못다 했던 얘기
이렇게 널 사랑하고 있다는 말
성급할지라도 그게 내 맘인 걸
너와 저녁을 먹고
노을이 좋은 곳을 찾아가고
이렇고 저런 얘길 나누다 입맞춤
함께 갈 여행지를 같이 고르고
너와 영원토록 사랑을 나누고
I wanna be with you"
11,DOKO (도코),Love beyond words,"When I look at you
it is quite very strange
that my heart goes pit-a-pat
I wasn’t sure enough
until now I could fall in love with you
And then I met you
I start to get strong
When I look at you
I don’t know what to do
cause you give me butterflies
I wasn’t sure enough
until now to fall in love
with someone
But you came here like destiny
Love is beyond words
it is not as simple as we think
If you really love
with all your heart
I will try not to hurt
your tender heart
by any chance
I will always stay by your side
Want to know how
to make you feel better
when you’re having a hard time
I’m walking down the road
suddenly a flower resembles you
and now I really miss you more
Love is beyond words
it is not as simple as we think
If you really love
with all your heart
I will try not to hurt
your tender heart
by any chance
I will always stay by your side
When I look at you it is you
who make me smile for no reason
I don’t know how to say
but my heart trembles
when I see you again
Love is beyond words
it is not as simple as we think
You cannot be replaced
in any words that it exists
A more beautiful heart
than anyone else
I will try not to hurt
your tender heart
by any chance
I will keep my promise to you"
12,안다은,I'LL BE THERE,"You're not here with me
늦어버린 걸까
너무 오래 헤맨 걸까
잔잔한 바람에 더 짙어지는 건
빛나는 너와 우리
I'll be there even
if you don't come
이젠 내가 기다릴게
긴 시간이 지나가도
내가 널 꼭 알아볼게
I'll be there I'll be there
You're not here with me
어디에 있는 걸까
혹시 내가 놓친 걸까
드넓은 밤 위로 넘치게 흐르는 건
빛나는 우리 기억
I'll be there even
if you don't come
이젠 내가 기다릴게
긴 시간이 지나가도
내가 널 꼭 알아볼게
I'll be there I'll be there
I'll be there even
if you don't come
이젠 내가 기다릴게
긴 시간이 지나가도
내가 널 꼭 알아볼게
I'll be there I'll be there
I'll be there even
if you don't come
이젠 내가 기다릴게
I'll be there even
if you don't come"
13,안재모,한사람을 위해,"나 모르길 바랬어
감히 너를 가질 수 없기에
내 마음속 아득한 떨림도
엇갈린체 날 떠나길
너 모르길 바랬어
내 눈물과 내 상처까지도
짐이 될까 난 두려운거야
너무나 널 사랑하니까
이런 나라도 넌 괜찮니 후회는 없겠니
너를 위해라면 돌아설 수 있어
내 곁에서 너의 행복을 놓치지 말아줘
그래도 날 허락한다면
이젠 내품에 안겨
부족하지만 너라면 날 주고싶어
약속해줄께 영원히 너만을 사랑해
이세상 끝에 니가 있다 해도
달려갈 사람 나 여기 있잖아
또 원망도 했었어
왜 아픔은 내게만 오는지
널 만나서 난 알게 된거야
어둠에 더 눈부신 빛으로
하늘이 널 내게 주려고 시련을 준거야
기쁨으로 벅찬 내맘 알고 있니
하나로는 살수 없는걸
너 함께 있어야 비로소 완전해 지는걸
이젠 내품에 안겨
부족하지만 너라면 날 주고 싶어
약속해줄께 영원히 너만을 사랑해
이세상 끝에 니가 있다 해도
달려갈 사람 나 여기 있잖아
이젠 내품에 안겨 힘겹겠지만
오직 너 하나만을 위해
사랑 할 사람 네 앞에 있잖아
마지막까지 한 사람을 위해"
14,이소라,봄,"하루종일 그대
생각뿐입니다
그래도 그리운 날은
꿈에서 보입니다
요즘의 사람들은
기다림을 모르는지
미련도 없이 너무 쉽게
쉽게 헤어집니다
여름이 가고 가을오면
원망도 깊어져가요
겨울이 지나 봄이 오면
또 기다릴 수 있겠죠
그대와 나 사이
눈물로 흐르는 강
그대는 아득하게
멀게만 보입니다
올해가 지나면
한살이 또 느네요
그래도 다행인 것은
그대도 그렇네요
여름이 가고 가을 오면
돌아올 수 있을까요
겨울이가고 봄이 또 오면
손 닿을만큼 올까요
그대와 나 사이
눈물로 흐르는 강
그대는 아득하게
멀게만 보입니다
그리 쉽게
잊지 않을 겁니다"
15,임창정,바보,"그대 곁이면 나는 그대라면 그저
눈물뿐인 바보라도 좋은데
그대는 왜 내가 보이지 않는지
나 여기 그대 앞에 있는데
어떻게 내가
미칠 듯 사랑했는데 마음 둘 곳
없어 헤매였는데
고갤 돌려서라도 그저 눈길이라도
제발 단 한 번만 봐주면
안 되나요 그대
그리운 게 죄가 되나요 혼자만의
사랑이 벌인가요
후회하고 또 원망해봐도 다시
그댈 미친 듯이 찾는 난 바보니까
내게 그대를 잊으라 했나요 나는
도저히 그댈 잊을 수 없는데
나 어떻게 해야 그럴 수 있나요 난
이제 그대 하나뿐인데
어떻게 내가
미칠 듯 사랑했는데 마음 둘 곳
없어 헤매였는데
후회하고 또 원망해봐도 다시
그댈 미친 듯이 찾는 난 바보 니까
세상의 하나뿐인 걸 나 그대
없으면 안 된다는 걸
그대는 아닌 건가요 나는
그대에게 부족한가요
나도 잘 알지만 누구보다 알지만
세상 누구보다 그댈 사랑합니다
미칠 듯이 그리우니까 그대라면
뭐든지 할 테니까
고갤 돌려 그저 눈길이라도 내게
그대 하나만 바라보는 바보니까"
16,칠전팔기,촛불하나 (Feat. 심형탁),"지치고 힘들 땐 내게 기대
언제나 니 곁에 서 있을게
혼자라는 생각이 들지 않게
내가 너의 손 잡아 줄게
왜 이렇게 사는 게 힘들기만 한지
누가 인생이
아름답다고 말한 건지
태어났을 때부터 삶이 내게 준 건
끝없이 이겨내야 했던
고난들 뿐인 걸
그럴 때마다 나는
거울 속의 나에게 물어봤지
뭘 잘못했지 도대체
내가 뭘 잘못했길래
내게만 이래 달라질 것
같지 않아 내일 또 모레
하지만 그러면 안 돼
주저앉으면 안 돼
세상이 주는 대로
그저 주어진 대로
이렇게 불공평한
세상이 주는 대로
그저 받기만 하면
모든 것은 그대로
싸울 텐가 포기할 텐가
주어진 운명에 굴복하고 말텐가
세상 앞에 고개 숙이지 마라
기 죽지 마라 그리고 우릴 봐라
지치고 힘들 땐 내게 기대
언제나 니 곁에 서 있을게
혼자라는 생각이 들지 않게
내가 너의 손 잡아 줄게
너무 어두워 길이 보이지 않아
내게 있는 건 성냥 하나와
촛불 하나 이 작은 촛불 하나
가지고 무얼 하나
촛불 하나 켠다고
어둠이 달아나나
저 멀리 보이는 화려한 불빛
어둠 속에서 발버둥치는
나의 이 몸짓 불빛을 향해서
저 빛을 향해서 날고 싶어도
날 수 없는 나의 날갯짓
하지만 그렇지 않아
작은 촛불 하나 켜 보면
달라지는 게 너무나도 많아
아무것도 없다고 믿었던
내 주위엔 또 다른 초 하나가
놓여져 있었기에 불을 밝히니
촛불이 두 개가 되고
그 불빛으로 다른 초를 또 찾고
세 개가 되고 네 개가 되고
어둠은 사라져 가고
지치고 힘들 땐 내게 기대
언제나 니 곁에 서 있을게
혼자라는 생각이 들지 않게
내가 너의 손 잡아 줄게
기억하니 아버님 없이
마침내 우리는 해냈어
그건 바로 나의 어릴 적 얘기였어
사실이었어 참 힘들었어
하지만 거기서 난
포기하지 않았어
꿈을 잃지 않고 용기를 잃지 않고
계속 노력하다 보니
결국 여기까지 왔고
이제 너희들에게 말해 주고 싶어
너희도 할 수 있어
지치고 힘들 땐 내게 기대
언제나 니 곁에 서 있을게
혼자라는 생각이 들지 않게
내가 너의 손 잡아 줄게
지치고 힘들 땐 내게 기대
언제나 니 곁에 서 있을게
혼자라는 생각이 들지 않게
내가 너의 손 잡아 줄게
내가 너의 손 잡아 줄게"
17,김세정,정인 (情人),"그대와 내가 걷는 이 길은
참 쉽지 않아서
오늘도 그댈 잡지 못하고
이렇게 그대를 보내요
내 마음이 더 깊어질수록
혼자 울다 웃다
혹시나 내가 그댈 울게 할까 봐
오늘도 혼자 그대만 보네요
그대 맘이 나와 같다면
그대 맘이 날 원한다면
나를 바라봐 줘요
그대만 바라보는
바보 같은 나를
그대 행복할 수 있다면
그대만 웃을 수 있다면
내 걱정은 말아요
나 혼자 아파하는 그 일은 좀 쉬워요
그대가 서있는 그곳에
그대가 머무는 그곳에
내가 서있을 텐데
그대만 기다리는
가슴 아린 나는
바다보다 먼 그 길 끝에
다시 만날 그날이 온다면
나의 손을 잡아요
그대와 함께하면 그 길은 좀 쉬워요"
18,스윗소로우 (SWEET SORROW),그대에게 하는 말,"여트막한 마음 언저리
그대 홀로 쓸쓸히 서성일때
곁에 모두 어딘가에 사라졌을때
숨겨왔던 오랜 슬픔을
아무도 이해하지 못할 아픔을
목이 메어
눈물조차 힘겨운가요
어두워진 길 위에 혼자뿐이라도
얼어붙은 세상이 등 돌린다 해도
그대 그대 오 그대
난 항상 그대에게 있어요

Don't cry
Don't cry
Don't cry
Don't cry
Don't cry
그대에게 있어요
어두워진 길 위에 혼자뿐이라도
얼어붙은 세상이 등 돌린다 해도
그대 그대 오 그대
난 항상 그대에게 있어요
그대 깊음 숨속
말하지 못한 아픔들
어느 누구 하나
헤아려 주지 못해도
끝내 홀로 떠나가진 말아요
그대 그대 그대
always on my mind
잔인한 그 한마디 그대를 찌르고
어리석은 마음이 또 그댈 속여도
그대 그대 오 그대
난 항상 그대에게 있어요

아무것도 남지 않아도
아무도 들어주는 사람 없어도
잊지마요
내가 그대 곁에 있음을"
19,스윗소로우 (SWEET SORROW),간지럽게,"간지럽게
가끔은 한번쯤
부드럽게
그녀의 눈을 보며 다가가
말해봐 이렇게 난 너를 사랑한다고
촌스럽게
망설이지 말고
당당하게
그녀의 맘을 향해 달려가
얘기해봐
때론 유치한 것도 괜찮아
그녀도 원할 꺼야
오늘도 말 못하면 바보
사랑은 표현이야

매일 봐도 예뻐
너무 보고 싶었어
그저께
새로 한 머리도 참 잘 어울려
꿈 속에서 만나
하루 종일 너만 생각나
아무리 생각해도
나에겐 너 밖에 없다고
쑥스럽게
말 돌리지 말고
부끄럽게
생각할 필요 전혀 없잖아
걱정마 오직 그녀만을 위한 얘긴걸
생뚱맞게 던져도 괜찮아
자신 있게 용기를 내봐 바로 이 순간
얘기해봐 집에 가서 후회하지 말고
그녀를 웃게 해봐
내 어깨는 네꺼
네가 힘들면 난 더 아파
난 항상 네 편이야
너라면 할 수 있어
I believe you can fly
말 돌리지 말고
부끄럽게 생각할 필요 전혀 없잖아
걱정 마 오직 그녀만을 위한 얘긴걸
생뚱맞게 던져도 괜찮아
자신 있게 용기를 내봐 바로 이 순간
얘기해봐 집에 가서 후회하지 말고
간지럽게 가끔은 한번쯤
부드럽게 그녀의 눈을 보며 다가가
Show your love
이렇게 난 너를 사랑한다고
촌스럽게 망설이지 말고
당당하게 그녀의 맘을 향해 달려가
얘기해봐 때론 유치한 것도 괜찮아
그녀도 원할 꺼야
그래도 말 못하면 바보
사랑은 표현이야"
20,크레파스,"사랑하는 사람이 생겼어요 (With 태원, 페퍼)","사랑하는 사람이 생겼나 봐요
내 눈엔 너무 예뻐서 첫눈에 반했죠
그녈 좋아한다고 친구에게 말했죠
소개 시켜 달라면서 부탁을 했죠
그댄 내 맘을 모르는 것 같아
그녀는 내 눈을 피하기만 해
문자 보내볼까요 사귀자고 할까요
나의 그녀는 얼굴이 작고
너무 귀엽죠
아무 관심 없는 척
점점 다가가도 괜찮을까요
작은 선물과 함께 고백하고 싶어
사랑하는 사람이 생겼나 봐요
내 눈엔 너무 멋져서 첫눈에 반했죠
그 사람이 웃을 때 내 심장이 뛰어요
순간순간 이 남자가 내 남자 같아
점점 사랑의 깊이가 커지고
그 사람의 존재 커져만 가요
문자 보내볼까요 사귀자고 할까요
나의 그대는 키가 작지만
너무 멋있죠
아무 관심 없는 척
점점 다가가도 괜찮을까요
내 마음을 담아 일기를 써 봐요
친구들이 날 바보라 불러
그댈 얼마나 사랑하는지 몰라서
열 번을 찍어 안 넘어가는
나무가 없다 말을 하는데
이제 용기 내서 다가갈게요
문자 보내볼까요 사귀자고 할까요
나의 그대는 키가 작지만 너무
멋있죠 너무 멋있죠
아무 관심 없는 척
점점 다가가도 괜찮을까요
오늘도 사랑을 난 속삭입니다"
21,DK,나였으면 좋겠어,"얼마나 대단하길래
너를 안달나게 하는지
어떻게 생겼고
대체 어떤 사람인거야
누가 너같은 여잘
싫어 하겠냐는 말로
내 맘을 전하고
이리 뒤척이고 저리 뒤척이던
그 많고 많은 밤들
나였으면 좋겠어
너의 그 사람은
정말 좋겠어 니 맘 가졌다니
그 사랑아 이뤄지지 마라
나였으면 좋겠어 니가 바라는게
나였다면 얼마나 좋겠어
니가 나를 알아보면 좋겠어
My love du ruru du du
Oh baby
나였으면 좋겠어
사실 너같은 여잔
너를 더 좋아해주는
사람이 필요해
이리 끌려가고 저리 끌려가는
널 보면 눈물이 나
나였으면 좋겠어
너의 그 사람은
정말 좋겠어 니 맘 가졌다니
그 사랑아 이뤄지지 마라
나였으면 좋겠어 니가 바라는게
나였다면 얼마나 좋겠어
니가 나를 알아보면 좋겠어
Oh baby
니가 나를 알아주길
나를 사랑해주길
너였으면 좋겠어 영화처럼
내게 오면 좋겠어
이제라도 내게 내 사랑아
제발 이뤄져라
내가 기다리겠어
가장 가까운 곳
니 곁에서 뭐가 힘들겠어
바라보면 이렇게 행복한데
My love du ruru du du
Oh baby
나였으면 좋겠어"
22,허각,사랑아,"멀리서 바라봐야만 했어
그대를 사랑하면 안 됐어
나 하지 말아야 했던 사랑을
후회해 돌아가 널 모르던 날로
우리 사랑한 시간을
이별 눈물로 지운다
온통 너 가득 찬 세상에
이제 나 혼자만 남아
눈물이 차올라
아픔이 또 쏟아져 내려
우리 사랑한 시간을
상처 자국에 묻는다
먼 훗날 아득한
추억 하나로 떠올리게
처음부터 멈췄어야만 했어
사랑을 시작하면 안 됐어
나 하지 말아야 했던 사랑에
아파해 그대가 날 떠나던 날에
우리 사랑한 시간을
이별 눈물로 지운다
온통 너 가득 찬 세상에
이제 나 혼자만 남아
눈물이 차올라
아픔이 또 쏟아져 내려
우리 사랑한 시간을
상처 자국에 묻는다
먼 훗날 아득한
추억 하나로 떠올리게
너를 사랑해 사랑한다 말해도
모자랐던 내 맘
그대에게만 줄 수 있는 사랑
너만을 향한 사랑
그대 나의 사랑아
우리 사랑한 시간이 사무쳐 그리워
온통 너 가득 찬 세상에
이제 너 없이는 안돼
눈물이 차올라
그대가 너무 보고 싶어
우리 사랑한 시간을
상처 자국에 묻는다
언젠가 아련한
추억 하나로 떠올리게"
23,이석훈,기억속으로 (십오야 밝은 둥근달),"오후 햇살마저 지나간 거리에
오랜 기억들은 내 곁에 찾아와
뭐라고 말은 하지만
닮아갈 수 없는 지난 날
함께 느꼈던 많은 슬픔도
후회하지 않았어
내게 돌아와
담고 싶은 기억 속으로
내게 남겨진 너의 사랑이
흩어져가기 전에
내게 돌아와
담고 싶은 기억 속으로
내게 남겨진 너의 사랑이
미소 지을 수 있도록
돌이킬 수는 없겠지
우리의 숨가뿐 지난 날
애써 지우려 했던
슬픔이 끝나기 전에는
내게 돌아와
담고 싶은 기억 속으로
내게 남겨진 너의 사랑이
흩어져가기 전에
내게 돌아와
담고 싶은 기억 속으로
내게 남겨진 너의 사랑이
미소 지을 수 있도록"
24,빌리어코스티,"왜 그랬을까 (Feat. 달총 of CHEEZE, 김민석 of 멜로망스)","언제부턴가 조금씩
달라진 널 느낄 때
화가 나기보단
불안한 마음이 커져서
처음과 다른 말투
어색한 표정까지
먼저 손잡기도
내겐 왠지 어려워서
망설이다가 애써 참아온
긴 하룰 보내고
다시 만나게 된 우리 둘은
눈을 마주친 그 순간
미소 짓게 되는 걸요
왜 그랬을까
여전히 내겐 너 하나뿐인데
가만히 바라보기만 해도
난 괜찮은데
왜 그랬을까
오늘같이 기분 좋은 날에
바라보기만 해도 난
행복한 걸
처음과 같은 웃음
장난스러운 표정에
괜히 걱정했던 시간이
거짓말처럼
그제서야 너의 맘이
내 마음과 같은 걸
숨길 수 없었던 우리 둘은
눈을 마주친 그 순간
미소 짓게 되는 걸요
왜 그랬을까
여전히 내겐 너 하나뿐인데
네 어깨에 기대기만 해도
기분 좋은데
왜 그랬을까
오늘같이 기분 좋은 날에
바라보기만 해도 난
행복한 걸
우리가 처음 느꼈던
설레는 맘은 아니라 해도
알아요 이젠 말하지 않아도
나의 곁에
언제나 있어줄 거라는 걸
왜 그랬을까
여전히 내겐 너 하나뿐인데
네 어깨에 기대기만 해도
기분 좋은데
왜 그랬을까
오늘같이 기분 좋은 날에
바라보기만 해도 난
바라보기만 해도 난
바라보기만 해도 난
행복한 걸"
