,가수,제목,가사
10,CHEEZE (치즈),Let Me Know,"툭 한마디 내게 던지면
눈물이 터질 것 같아
아무 말 하지 말아요
괜찮다고 생각해 봐도
아무렇지도 않은 듯
태연할 수가 없네요
Someone let me know where I am
Someone tell me how should I do
연기처럼 밀려드는 외로움 속에
난 홀로 서 있죠
이렇게 난
또 오늘도 난
덩그러니 혼자 걷는 길
지쳐간 나의 마음엔
고요한 적막뿐이죠
텅 빈 하늘 아래 남겨져
붙잡을 손길도 없죠
이 맘을 누가 알까요
Someone let me know where I am
Someone tell me how should I do
연기처럼 밀려드는 외로움 속에
난 홀로 서 있죠
이렇게 난
Someone hold me now here I am
Someone show me why here I stay
하루하루 흘러가는 시간들 속에
난 머물러있죠
이렇게 난
또 오늘도 난"
11,임단우,우리 그만하자,"어쩌면 행복을 원하던 우리가
사랑을 핑계로
그 행복을 잃어 갔나 봐
어쩌면 우리 같은 행복이라는
단어를 뱉고서
다른 곳을 바라봤나 봐
사랑의 방식이 너무 달라
맞춰가기엔 이미 멀어졌고
나에게 바라고 원하는 게
많아질수록 나의 마음은
널 피하고 싶어지는
이 모든 것들이
이제 더는 사랑이 아닌 것 같아
미안해 이런 나라서
좁은 나의 마음이라
너를 이해 못 하는 건지
너의 사랑을 원하지 않아
우리라는 모든 것들이
참 어려운가 봐
우리 그만하자
사랑에 정답은 없잖아
맞춰가기엔 맘이 멀어졌고
나에게 바라고 원하는 게
많아질수록 나의 마음은
널 피하고 싶어지는
이 모든 것들이
이제 더는 사랑이 아닌 것 같아
미안해 이런 나라서
좁은 나의 마음이라
너를 이해 못하는 건지
너의 사랑을 원하지 않아
첨부터 이런 걸 원한 건
아니었겠지만
결국 이렇게 되어버린
우리잖아
미안해 이런 나라서
좁은 나의 마음이라
너를 이해 못 하는 건지
너의 사랑을 원하지 않아
희미해지는
사랑이라는 모든 게
참 어려운가 봐
우리 그만하자"
12,슬로우 폴 (Slow Paul),사랑의 노래,"지금까지 온 길
너에게 힘든 길이였었나봐
이렇게 지쳐 있는 줄 모르고 있잖아
이젠 모두 그만하자
상처 주는 사람들
감싸주지 않아도 괜찮아
너의 배려에 가려진
무거운 네 맘을
이젠 모두 내려놓고
자 이제 내게 안겨봐
꼭 안아줄게 이리 와
아무런 생각 하지마
아무런 걱정 하지마
다 괜찮아
너의 아름다운 사랑의 노래
밤하늘 비추는 별처럼 빛나지
다 지나가
너의 외로웠던 사랑의 노래
따뜻했던 기억만 남아
이젠 너의 멜로디를 들려줘
너의 신비로운 목소리로
눈을 감고 마음이 편해진다면
널 자유롭게 할 수 있게 해
다 괜찮아
너의 아름다운 사랑의 노래
밤하늘 비추는 별처럼 빛나지
다 지나가
너의 외로웠던 사랑의 노래
따뜻했던 기억만
다 괜찮아
너의 그 모습 그대로 소중해
이 세상에 하나 오직 하나뿐인 너
괜찮아
너의 그 모습 그대로 충분해
지켜줄게 너란 사랑스런 사람"
13,SG 워너비,가,"가란 말야 내 말 못들은 거니
보내줄 때 지금 가 바보처럼 왜 못 가
날 다시봐 눈물만 줬던 사람
사랑은 말 뿐이던 사랑 모르는 사람
나 하나쯤 잊는 건 너무 쉬운거야
누구라해도 나보다
더 나쁠 순 없을 테니까
그래 그게 나잖아
미운 기억만 준 나잖아
내가 있어 행복했던 적 한번도 없잖아
다신 이런 사랑하지마
아파서 너무 아파서
눈물밖에 없는 사랑하지마
준게 없어 돌려받을게 없어
하루도 널 더 붙잡을
핑계도 더 없는데
영화처럼 근사한 이별도 못한채
혹시 내 눈물들킬까
내가 먼저 돌아설텐데
그래 그게 나잖아
미운 기억만 준 나잖아
내가 있어 행복했던 적 한번도 없잖아
다신 이런 사랑하지마
아파서 너무 아파서
눈물뿐인 사랑 이젠 하지마
가라는데 왜 못가
가지말래도 가야하잖아
그렇게 착해서 맨날 넌 아파야했잖아
너를 사랑한 적 없다고
제발 그 말해주면
눈물없이 돌아설 수 있겠니"
14,신승훈,나비효과,"내일 일을 지금 알 수 있다면
후회 없는 내가 될 수 있을까
내가 지금 알고 있는 모든 것
널 보낸 그 때도 알았었더라면
리모콘을 들고 티비를 보다
드라마가 슬퍼 끄고 말았어
아무것도 없는 화면을 보다
사랑도 이렇게 꺼진 걸 알았어
난 살아있고 싶어서
너와 함께 있고 싶어서
너무 많은 나를 버리고 왔다
난 이제 내가 없다고
니가 다 가졌다고
화를 내고 싶지만 니가 없다
바보 같은 사랑을 했지
하지만 사랑은 바보 같은 것
전부를 주고도
항상 미안해하고
매일 아쉬워하며
마지막엔 결국 혼자 남는 일
내가 지금 알고 있는 것
너를 보낸 후에 알게 됐던 것
널 보내기 전에
모두 알았더라면
미리 알았더라면
우린 지금 혹시
차 한 잔을 같이했을까

난 사랑하고 싶어서
정말 함께 있고 싶어서
너무 많은 나를 버리고 왔다
난 이제 내가 없다고
니가 다 가졌다고
화를 내고 싶지만 니가 없다
바보 같은 사랑을 했지
하지만 사랑은 바보 같은 것
전부를 주고도
항상 미안해하고
매일 아쉬워하며
마지막엔 결국 혼자 남는 일
내가 지금 알고 있는 것
너를 보낸 후에 알게 됐던 것
널 보내기 전에
모두 알았더라면
미리 알았더라면
우린 지금 혹시
차 한 잔을 같이했을까"
15,멜로디데이 (MelodyDay),달콤하게 랄랄라,"파란하늘 기분이 좋아
빨라지는 걸음 너에게 oh
달콤한 상상 기분이 좋아
빨개지는 얼굴 너 몰래 oh
지치고 힘든 날이면
입 꼬리 살짝 올려봐
환하게 웃을 내일을 향해
숨이 차도 랄랄라
넘어져도 랄랄라
너와 함께라면 난 My Love
힘들어도 난 몰라
너만 있어주면
언제라도 웃을 수 있어
너를 보면 기분이 좋아
두근두근 소리 들리니 oh
달콤한 향기 기분이 좋아
빨개지는 얼굴 보이니 oh
지치고 힘든 날이면
입 꼬리 살짝 올려봐
환하게 웃을 내일을 향해
숨이 차도 랄랄라
넘어져도 랄랄라
너와 함께라면 난 My Love
힘들어도 난 몰라
너만 있어주면
언제라도 웃을 수 있어
너를 사랑해 너를 사랑해
사랑하고 있어
세상 모든게 빛나고 있어
너를 만난 순간부터
말해 줄께 랄랄라
내 마음은 랄랄라
너와 함께라면 난 My Love
행복해져 난 말야
너만 있어주면
언제라도 웃을 수 있어
Oh 달콤하게 랄랄라
상큼하게 랄랄라
내 마음은 랄랄라
너만 있어주면
언제라도 웃을 수 있어"
16,양정승,"밤하늘의 별을 7 (With 앤씨아, 구본승)","사랑한단 말보다
더 큰 말은 없을까
너무 모자라 다 표현이 안 돼
어떻게 이럴 수가 있을까
너무 행복해 너 때문에
사랑에 빠졌나 봐
널 보고만 있어도 좋아
손 잡고 걸어도 좋아
화장을 안 해도 넌 정말 예쁘다
이 순간을 영원히
잊지 않고 기억하고 싶어
세상 모두가 널 떠나도
내가 있잖아
밤하늘의 별을 따서 난
너에게 다 준댔잖아
잊지 마 내가 했던 약속
그냥 한 말 아니니까
사랑한단 말보다
더 큰 말은 없을까
너무 모자라 다 표현이 안 돼
어떻게 이럴 수가 있을까
너무 행복해 너 때문에
사랑에 빠졌나 봐
늘 보고 싶어서 어떡해
잠시도 떨어질 수 없어
우리 어쩌다가 이렇게
변해 버린 걸까
자기밖에 모르던
그 시절의 내가 기억 안나
껌딱지처럼 붙어서
너와 함께 할 거야
밤하늘의 별을 따서 난
너에게 다 준댔잖아
잊지 마 내가 했던 약속
그냥 한 말 아니니까
사랑한단 말보다
더 큰 말은 없을까
너무 모자라 다 표현이 안 돼
어떻게 이럴 수가 있을까
너무 행복해 너 때문에
사랑에 빠졌나 봐
이 순간을 영원히
오 영원히
너와 함께 할 거야
함께 할 거야
기억해 줄래
해줄래
날 사랑해 줄래
사랑해 줄래
난 너의 별이 되어줄 거야
사랑하니까 사랑하니까
기적처럼 우린 만났으니까"
17,박재정,우울한 편지 (Prod. 윤종신),"일부러 그랬는지 잊어 버렸는지
가방 안 깊숙이 넣어 두었다가
헤어지려고 할 때 그제서야
내게 주려고 쓴 편질 꺼냈네
집으로 돌아와서 천천히 펴 보니
예쁜 종이 위에 써 내려간 글씨
한 줄 한 줄 또 한 줄 새기면서
나의 거짓 없는 마음을 띄웠네
나를 바라볼 때 눈물 짓나요
마주친 두 눈이 눈물 겹나요
그럼 아무 말도 필요 없이
서로를 믿어요
나를 바라볼 때 눈물 짓나요
마주친 두 눈이 눈물 겹나요
그럼 아무 말도 필요 없이
서로를 믿어요
어리숙하다 해도 나약하다 해도
강인하다 해도 지혜롭다 해도
그대는 아는 가요 아는 가요
내겐 아무 관계 없다는 것을
우울한 편지는 이젠"
18,시우민 (XIUMIN),이유 (You),"수많은 소음들 멈춰진 방안에
조용히 눈을 감아
그리고 생각해 늘 함께 있는 널
어떤 생각이 나를 혼자만 남길 때
우릴 떠올려
이 불빛 가득 우리의
온기가 날 감싸 안아
다가와줄래 조금 더 가까이
이렇게 네 곁에 머물고 싶어
말하지 않아도 괜찮아
네 눈을 보면 알 수 있어 다 느껴져
바라봐줄래 내 안에 빛나는
더없이 아름다운 사람
너는 내가 걷는 모든 이유
오래된 이야기 나눴던 웃음들
고마운 너의 마음
넌 나보다 날 더
잘 아는 것 같아 신기해
어떤 누군가 너를 지치게 만들 때
우릴 떠올려
이 노래처럼 너를 더
따스히 안아줄 거야
다가와줄래 조금 더 가까이
이렇게 네 곁에 머물고 싶어
말하지 않아도 괜찮아
네 눈을 보면 알 수 있어 다 느껴져
바라봐줄래 내 안에 빛나는
더없이 아름다운 사람
너는 내가 걷는 모든 이유니까
어떤 이유도 없어 너를 사랑하는 건
다른 사람보다 널 내 마음
가장 큰 자릴 주고 싶어
다가와줄래 조금 더
더 오래 네 곁에 머물고 싶어
말하지 않아도 괜찮아
네 눈을 보면 알 수 있어 다 느껴져
바라봐줄래 내 안에 빛나는
더없이 아름다운 사람
너는 내가 걷는 모든 이유"
19,옌(YEN),널 미워할 수 있을까,"왜 아직도 난 널 못 잊는 걸까
숨 멎을 듯 아파 이별을 감당하는 게
이젠 내가 없어도
참 행복한 니 모습 볼때면
바보처럼 눈물이 흘러
수백번 널 지우려 할 수록
행복했던 기억만 떠올라
너 없인 안될 것 같아
다시 돌아와줘
얼마나 아파야
얼마나 울어야
널 미워할 수 있을까
단 한번만 이라도
니가 미워졌으면 좋겠어
널 보냈던 그 밤
다 잊으려 해도
그냥 막 눈물이 흘러
아무것도 못해
너 땜에 텅 빈 마음 니가 아니면
누구도 안된단 걸 이젠 알았어
사랑하면 할 수록 내 맘
아프고 아파도 멈출 순 없어
수백번 널 지우려 할 수록
행복했던 기억만 떠올라
너 없인 안될 것 같아
다시 돌아와줘
얼마나 아파야
얼마나 울어야
널 미워할 수 있을까
단 한번만 이라도
니가 미워졌으면 좋겠어
다시 돌아갈 순 없을까 정말
너 아닌 다른 사람 다른 사랑
못 할 것 같아 이제
우리 사랑을 했던
그 거리 그 계절 그대론데
왜 나만 여기서 혼자
널 기다리고 있어
정말 미치도록
사랑하고 사랑했던 우리
한번더 사랑할 순 없을까
너무 보고 싶어
수백번 널 지우려 할 수록
행복했던 기억만 떠올라
너 없인 안될 것 같아
다시 돌아와줘
얼마나 아파야
얼마나 울어야
널 미워할 수 있을까
단 한번만 이라도
이젠 미워졌으면 좋겠어"
20,임수향,Goodbye,"또 한 번의 계절이 지나가면
다 변해가듯이
긴 겨울 끝 고개를 내민 꽃처럼
나도 다시 피어난 거죠
Goodbye Goodbye
어제에 멈췄던 내일이 없었던 난
안녕 안녕 빗물이 그치듯
더는 아픈 눈물은 Goodbye
단 하루가 일 년처럼 느렸던
긴 터널을 지나
My light I'm in my light
나의 빛을 찾은 거죠
Goodbye Goodbye
어제에 멈췄던 내일이 없었던 난
안녕 안녕 빗물이 그치듯
더는 아픈 눈물은 Goodbye
이젠 알죠 누구보다
내가 날 안아줘야 하는 걸
바람이 불고 어둠이 깊어도
나를 비추는 별을 따라 별을 따라
슬픔은 모두 Goodbye
Goodbye
짧았던 사랑도 길었던 이별도
다 안녕 안녕 빗물이 그치듯
더는 아픈 눈물은 Goodbye
빛바랜 어제는 다 안녕 안녕
내일 더 행복할 더 눈부실 날 위해
Goodbye"
21,케이윌,천일동안,"천일동안 난 우리의 사랑이
영원할 거라
믿어왔었던 거죠
어리석게도
그런 줄로만 알고 있었죠
헤어지자는 말은
참을 수 있었지만
당신의 행복을 빌어줄 내 모습이
낯설어 보이진 않을런지
그 천일동안 알고 있었나요
많이 웃고 또 많이 울던
당신을 항상
지켜주던 감사해하던
너무 사랑했던 나를

헤어지자는 말은
참을 수 있었지만
당신의 행복을 빌어줄 내 모습이
낯설어 보이진 않을런지
그 천일동안
알고 있었나요
많이 웃고 또 많이 울던
당신을 항상
지켜주던 감사해하던
너무 사랑했던 나를
보고 싶겠죠
천일이 훨씬 지난 후에라도
역시 그럴 테죠
잊진 마요 우리 사랑
아름다운 이름들을

그 천일동안 힘들었었나요
혹시 내가 당신을
아프게 했었나요
용서해요 그랬다면
마지막일 거니까요
난 자유롭죠 그 날 이후로
다만 그냥 당신이
궁금할 뿐이죠
다음 세상에서라도
우리 다시는 만나지 마요"
22,김장훈,봄비 (With 알리),"물새듯 돈이 나가 약간 힘들죠
게다가 감기 몸살 아주 죽겠죠
혼자 사는 것도 지겨워요
나도 누가 제발 안아줘요
왠지 봄비가 반갑네요
사랑했던 기억이 막 떠올라요
첫사랑 그리고 첫키스
봄비에 왠지 막 차올라요
My love is like a weather
메마른 내 가슴에
It’s only getting better
사랑을 적셔줘
Your love is shining brighter
이 봄비에 봄비에
I’m loving you forever
넌 마치 봄비처럼 다가와
살며시 봄비처럼 내려와
나를 적시고 사랑을 주고
내 맘을 흔들어놓고 가 oh
넌 마치 봄비처럼 다가와
살며시 봄비처럼 내려와
입을 맞추고 노랠 부르고
사랑에 빠지게 만들고 봄비야
너를 향한 내 마음 절대 안변해
라지만 어차피 사랑은 다 변해
본질적인 사랑은 불 같은 성질
대부분 타다마는 이별뿐인 먼지
처럼 날아가 오 내게 달아나
이 나이 먹도록 난 공연만 또 죽도록
에라이 봄비를 또 맞으며 난 독도로
My love is like a weather
It’s only getting better
Your love is shining brighter
I’m loving you forever
넌 마치 봄비처럼 다가와
살며시 봄비처럼 내려와
나를 적시고 사랑을 주고
내 맘을 흔들어놓고 가 oh
넌 마치 봄비처럼 다가와
살며시 봄비처럼 내려와
입을 맞추고 노랠 부르고
사랑에 빠지게 만들고
봄비야
이 비가 그치더라도
내 곁에 있어줄래
햇살에 비친 내 사랑의 끝은
오직 너 하나뿐이야
넌 마치 봄비처럼 다가와
살며시 봄비처럼 내려와
나를 적시고 사랑을 주고
내 맘을 흔들어놓고 가 oh
넌 마치 봄비처럼 다가와
살며시 봄비처럼 내려와
입을 맞추고 노랠 부르고
사랑에 빠지게 만들고
봄비야"
23,"황치열, 솔라 (마마무)",꿀이 떨어져 (Mellow),"있잖아 내가
좀 솔직해
그래선데 너를
많이 좋아해
니 눈에만 예쁘게
보이고 싶어
그게 제일 어려워
널 대하는 내 맘을
매너라 생각해줄래
몸에 밴 게 아니라
맘이 하는데
내 눈에 넌 너무 달콤해
나를 채우고 있어
널 보면 내 눈에서
똑 똑 꿀이 떨어져
나 이상하게 참으려 해도
널 자꾸 보게 돼
You 오랫동안 비어있던
내 하루에
니가 있어 다행이야
my other one
넌 꾸밈이 없어서
맑아서 나를 웃게 해
너의 매력에 you
자꾸만 자꾸만
너를 더 알고 싶게
you make me feel good
항상 나의 편에선
니가 고마워
내가 널 더 아낄래
우리가 달라서
난 그게 좋아
내가 옆에서 해 주고
싶은 게 많아져서
배울 점이 girl
많은 너라서 ma boy
뭔가 든든해 보여
널 보면 내 눈에서
똑 똑 꿀이 떨어져
나 이상하게 참으려 해도
널 자꾸 보게 돼
You 오랫동안
비어있던 내 하루에
니가 있어 다행이야
my other one
취향부터 입 맛까지
다르긴 해도
우리 맘의 크기는
서로 똑같을 꺼야
널 보면 내 눈에서
똑 똑 꿀이 떨어져
나 이상하게 참으려 해도
널 자꾸 보게 돼
You 오랫동안
비어있던 내 하루에
니가 있어 다행이야
my other one"
