,가수,제목,가사
10,이루,하얀 눈물,"사랑한다는 그 말이
귓가에 들려요
너무나 듣고 싶었던말
그대 가슴에
안겨서 펑펑 나 울어요
이별이 아니 사랑이 미워서
이게 마지막 사랑이죠
이게 마지막 이별이겠죠
잘가요 그대
내 눈을 보며 떠나요
흐려지는 그 모습 사랑해요
나의 사랑아 사랑아
안녕이라고 하지마
아름다웠던 목소리로
다시 나를 불러줘
나의 눈물아 눈물아
가지마 떠나 가지마
밤하늘의 별들이
모두 다 울잖아 돌아와줘

이게 마지막 사랑이죠
이게 마지막 이별이겠죠
잘가요 그대
내 눈을 보며 떠나요
흐려지는 그 모습 사랑해요
나의 사랑아 사랑아
안녕이라고 하지마
아름다웠던 목소리로
다시 나를 불러줘
나의 눈물아 눈물아
가지마 떠나 가지마
밤하늘의 별들이 모두 다 울잖아
나의 사랑아 사랑아
안녕이라고 하지마
아름다웠던 목소리로
다시 나를 불러줘
나의 눈물아 눈물아
가지마 떠나 가지마
밤하늘의 별들이
모두 다 울잖아 돌아와줘"
11,하성운,Fall in You,"용기가 나지 않아서 그래
혹시 너에게 부담일까 봐
매번 마음 졸이며 그대를
사랑하고 있어 나
Fall in you
나 이제야 알게 됐죠
Fall in you
널 기다리고 있어요
Fall in you
그댄 내 운명이죠
나의 별이 되어줄 한사람
내 모든 걸 주고픈 한사람
그대
그대
그대 생각에 빠져살아요
혹시 내 맘을 알아줄까 봐
항상 가까운 곳에 있는 날
이젠 알아봐 주세요
Fall in you
나 이제야 알게 됐죠
Fall in you
널 기다리고 있어요
Fall in you
그댄 내 운명이죠
나의 별이 되어줄 한사람
제가 너무 늦진 않았나요
상처받을까 봐
내가 겁이 났나 봐요
처음이라서 이제야 깨달았죠
그대가 나의 사랑이란 걸
Fall in you
나 이제야 알게 됐죠
Fall in you
널 기다리고 있어요
Fall in you
그댄 내 운명이죠
나의 별이 되어줄 한사람
내 모든 걸 주고픈 한사람
그대"
12,오곤,no filter,"I know you Every single day
I know you Everywhere
너 빼곤 I don‘t care
너도 알고 있잖아
우린 Everyday
365일 Anywhere
Let’s capture our days
우릴 저장할 거야 아예
키가 작은 우리는 오순도순 어울려
박자 맞춰 걸으면 오곤조곤 설레어
함께 살이 오른 집사와 주인님
물론 주인은 너니깐 always all day
하늘 위로 올라가자 구름 타고서
비지니스로 끊어놨어
함께 Let’s ride
지루하면 말해 영화 준비해놨어
유치한 우리를 담은 로맨틱한 영화야
내가 이상한 게 아니야
아이아이아이아이아
나의 꿈은 순수한 걸
Let’s keep our unique color
I know you Every single day
I know you Everywhere
너 빼곤 I don‘t care
너도 알고 있잖아
우린 Everyday
365일 Anywhere
Let’s capture our days
우릴 저장할 거야 아예
그냥 필터 없는 사진들을 찍자
꾸밈없는 지금의 우리를 기록해
소중한 우리는 영원할 거야
알잖아 우린 그렇게 태어났어
둘만의 작은 섬에 갇힌 소녀 소년
춤을 추고 함께 노래도 부르며
붙어 있자
자석처럼 붙어 있자
결국 둘은 행복하게 살았대요
나는 이미 정상이 아니야
아이아이아이아이아
나의 꿈이 돼버린 너
We don’t need any filters
I know you Every single day
I know you Everywhere
너 빼곤 I don‘t care
너도 알고 있잖아
우린 Everyday
365일 Anywhere
Let’s capture our days
우릴 저장할 거야 아예"
13,김재환,그대가 없어도 난 살겠지(With. HYNN (박혜원)),"그곳에 난 또 혼자
그대의 길 위에 있었던 내가
모질게도 굴었던 또 많이 아팠던
그대의 빈 자리가

미련일까 또 혼자
거리에 물들어 있었던 그 날
혼자 말이 없었던 그 기억 속에서
참아왔던 눈물이

그대가 없어도 난 살겠지
다른 사람과 사랑하겠지
또 계절이 지나고 걷다 보면
지나간 사랑일 뿐이야

추억이라도 담아 가겠지
날 보며 웃어주던 그 기억만
그대가 미워지는 깊은 밤이 오면
이별은 어려워도

노을 지는 날 혼자
멀어진 그대와 머물던 이 길
모든 게 다 좋았던 설레임 기억해
가슴 깊이 아파와

그대가 없어도 난 살겠지
다른 사람과 사랑하겠지
또 계절이 지나고 걷다 보면
지나간 사랑일 뿐이야

추억이라도 담아 가겠지
날 보며 웃어주던 그 기억만

그대가 미워지는 깊은 밤이 오면
이별은 어려워도 난

내가 사랑했던
또 미워했었던
그때가 돌아올까

추억만으로 살아가겠지
사랑만으론 안 되는 거니까

시간이 흐르고
살다 보면 지나간 사랑일 뿐이야

그대가 사라져도 난 살겠지
원래 없던 것처럼 사는 거지
깊은 밤이 지나고 내일이 올 때면
그땐 널 잊어볼게

영원히
영원히"
14,2BIC(투빅),그 와중에,"움직여야 해 뭐라도 해야 해
그래야만 해 바쁘게 살아야 해
가만 있으면 가만히 있으면
볼 수 없는 그대가 보고싶기 때문에
나 혼자서 여행도 떠나보고
운동도 하고 기대면
잠이 들만큼 일에만 매달려도
그 와중에 또 그 와중에
그 틈사이로 그대가 또 나를 찾는다
그대 손에 끌려 함께 걸었던
그 거리에 혼자 서있다
움추린 목소리로 불러본다
바쁘게 지내도
그대 생각이나 그 와중에
게을러지면 게으름 피우면
볼 수 없는 그대가 떠오르기 때문에
평소에 꼭 갖고 싶던 옷을 사고
친구를 만나 난 너무
행복하다고 말하고 있었는데
그 와중에 또 그 와중에
그 틈사이로 그대가 또 나를 찾는다
그대 손에 끌려 함께 걸었던
그 거리에 혼자 서있다
정말 행복하냐고 물어본다
떠나 보내야 하지만
떠나 주는게 맞지만
떠날 수 없어 아쉬움만 남아
그 와중에 또 그 와중에
그댈보냈던 계절은 더 가까워 지고
얼어붙은 겨울도 따뜻했었고
그대라서 행복했었던
그 겨울이 다시 올 수 있을까
바쁘게 지내도
그대 생각이나 그 와중에"
15,전상근,꽃이 질 때,"느끼지 않나요
우리 서로를 바라보는 눈이
예전 같지 않다는 걸
아프진 않나요
우리 꼭 잡고 안 놔주던 손이
갈 곳이 없어 편하단 게
요즘 서로 눈이 마주칠 때면
아무렇지 않게 고개를 돌리고
자주 했던 사랑한단 말들도
이젠 하지 않고 이별을 바라요
우리 덤덤하게 이별을 준비해요
서로 없어 못 살고 힘들어하는
그런 행동은 하지 마요
피어 오던 꽃이
자연스레 질 수 있도록
서로의 맘에 한발짝 물러나요
요즘 서롤 궁금해하지 않아도
아무렇지 않게 하루를 보내고
잠들 때면 잘 자라는 말들도
이젠 하지 않고 이별을 바라요
우리 덤덤하게 이별을 준비해요
서로 없어 못살고 힘들어 하는
그런 행동은 하지 마요
피어 오던 꽃이
자연스럽게 질 수 있도록
서로의 맘에 한 발짝 물러나요
마주친 눈에
사랑하냐고 묻지 말아요
우리 덤덤하게 이별을 준비해요
서로 없어 못살고 힘들어 하는
그런 행동은 하지마요
피어 오던 꽃이
자연스럽게 질 수 있도록
서로의 맘에 한발짝 물러나요"
16,박창근,하얀밤에,"비 쏟아지는 밤에
먼 추억으로 나는 가리
비 세차게 내려다오
내 뺨 위에 흐르는
눈물을 감추도록
눈물을
바람 불어오는 밤에
먼 추억으로 나는 가리
바람 세차게 불어다오
헝클어진 머리가
아무도 모르게
아무도
비바람이 불어와
모든 것이 날아가 버릴지라도
빗소리만 하얗게 나를 감싸네
그대 떠난 이 밤에
하염없이 눈물이 흘러내려도
빗소리만 하얗게
나를 감싸네 감싸네
비 쏟아지는 밤에
먼 추억으로 나는 가리
비 세차게 내려다오
내 뺨 위에 흐르는
눈물을 감추도록
눈물을
비바람이 불어와 모든 것이
날아가 버릴지라도
빗소리만 하얗게 나를 감싸네
그대 떠난 이 밤에
하염없이 눈물이 흘러내려도
빗소리만 하얗게
나를 감싸네 감싸네 감싸네
그대 떠난 이 밤에"
17,박효신,Wonderland,"Find me as you do
Paint a sunrise with the creamin' velvet blue
Surely has it maybe
I am so afraid of loving you
So afraid of loving you
눈을 떠 버리면
눈앞에 니가
사라질까 봐 난
조심스레 손을 뻗으며
너의 얼굴 더듬어 보네
내가 이러다니
뭔가 이상하게 행복해
Maybe it's something
Maybe it's something
너에게 보여 줄 게 있어
See 맘에 들면 나 키스해 줄래
Maybe 아주 달콤한 둘만의 secret
Sing 우린 사랑을 멈추지 않아
내게 말만 해
뭐를 원해
내가 맞춰 볼까
눈물도 별이 되는 이 밤엔
태양 같은 니가 필요해
내가 이러다니
제발 꿈이 아니길 바래
Maybe it's something
Maybe it's something
너에게 보여줄게 있어
See 맘에 들면 나 키스해줄래
Maybe 아주 달콤한 둘만의 secret
Sing 우린 서로를 멈출 수 없어
Every time I feel you
every time I feel you
Love me so deep
love me so deep
Every time I give you
every time I give you
Falling on my knee
Oh 이 밤이 가기 전에
내가 하고픈 말이 있는데
Maybe it's something
Maybe it's something
이젠 내게 약속해 줄래
우리의 사랑이 영원하길
Promise 나의 전부를 너에게 다 줄게
Love you 대답해 줄래 정말 잘할게
Baby
Woo 오늘 밤 보여 주고 싶은
See 내가 지금 너에게 키스해 줄게
Maybe 아주 로맨틱한 둘만의 secret
Sing I never I
Maybe it’s something
Underneath the surface
You and I could never see and I
Maybe something bigger than a both of us
That you and me but have an even
Maybe give a little bit a time space
And little energy
Oh miss -
Wonderland wonderland again
You and I
Maybe it’s something
이 밤이 가기 전에 키스해 줄래
Maybe 아주 로맨틱한 너와의 secret
See I never wonderland wonderland ever
이 밤이 가기 전에 키스해 줄래
아주 로맨틱한 너와의 secret
I never I never I never wonderland ever
wonderland again
Maybe wonderland again
bigger than a both of us
That you and me but have an even
little bit a time space
And little energy"
18,이민혁 (HUTA),꿈인가 봐요 (Duet. 육성재 of 비투비),"꿈인가 봐요 그 모든 게
눈이 부실 만큼
아름다웠던 우리 모습이
이렇게 선명한데
그댄 보이지 않나 봐
아무리 소리쳐도 들리지 않나 봐
정말 꿈인가 봐요
아무리 기다려봐도
이제 오지 않는 걸 보니
그댄 꿈에서 깼나 봐요
밤새 뒤척이다 울리는
벨 소리에 괜히
아닌 걸 알면서도 혹시나 하는 마음
가을인가요 바람이 되어
내 마음 잔뜩 흔들고선
짧게 왔다가 가나요
낙엽이라도 좋아요
그대 곁에 머문다면
떨어지고 밟혀도 좋아
후회해도 소용없는 거겠죠
아파도 늦은 거겠죠
스치듯 불어온 그댄
그렇게 스쳐 지나가겠죠
어떤 말로도 다 표현할 순 없겠지만
지금은 그냥 너무 보고 싶어
착각하지 않을게요 이젠
더는 기다리지 않을게요 이젠
많이 바쁘더라도 아프지 말아요
난 그댈 잊어볼게요
그대는 나를 위해서
하나만 해주면 돼요
정말 딱 하나만
이따금씩 꿈에 찾아와
웃어주지 마요
겨울인가요 어둠이 되어
내 마음 밤새 붙잡고선
꿈처럼 왔다 가나요
눈꽃이라도 좋아요
그대 곁에 머문다면
얼어붙고 녹아도 좋아
후회해도 소용없는 거겠죠
아파도 늦은 거겠죠
스치듯 불어온 그댄
그렇게 스쳐 지나가겠죠
어떤 말로도 다 표현할 순 없겠지만
지금은 그냥 너무 보고 싶어
꿈인가 봐요 끝내 말하지 못하고
가슴에 박힌 가시가 되어
너무 빛나는 그댄
눈을 감아도 사라지지가 않다가
피하려 해도 따라오는
잔상이 되어
후회해도 소용없는 거겠죠
아파도 늦은 거겠죠
스치듯 불어온 그댄
그렇게 스쳐 지나가겠죠
어떤 말로도
다 표현할 순 없겠지만
지금은 그냥 너무 보고 싶어"
19,이민혁,"이 밤, 꿈꾸는 듯한","달빛에 물든 여름밤
내 품에 안긴 널 말없이 바라봐
널 눈에 담는 순간들
모두 긴 꿈을 꾸는 것 같단 말야
밤이 오면
별을 바라봤었어 이제
고갤 돌리면 네가 음
날 비추고 있어
이 밤 꿈꾸는 듯한
서로를 바라보는 눈
환하게 웃는 너
어둔 세상을 비춰줄
그대라는 별빛
어떤 단어를 고를까
영원 같은 네게
건네줄 마음들
가물었던 내 세상이
너를 만져볼 때 문득 봄을 느껴
아마 네겐
닿지 못할 혼잣말
너와 함께 맞는 아침이
사랑 사랑인 것 같아
이 밤 꿈꾸는 듯한
서로를 바라보는 눈
환하게 웃는 너
어둔 세상을 비춰준
그대라는 별빛
이 밤 꿈꾸는 듯한
매일 이대로 한참을
널 바라보다가
네 손을 잡고서
Good Night"
20,베너비 (Venoby),예뻤던 기억들 내가 담고 떠날게,"같은 곳을 바라보고
같은 것을 얘기하고
우리도 남들처럼
행복했는데
사랑한단 그 말보다
그만하잔 그 말 하기 힘들어
날 바라보는
니 맘 알 것 같아
잘 가요 그대
정말 사랑했어요
우리 예뻤던 기억들
내가 담고 떠날게
어쩌면 나 니가
마지막 사랑일 수 있지만
내 맘속 깊은 곳에
좋았던 기억만 담을게
함께 걷던 이 거리를
니가 없이 혼자 걷겠지
다 거짓말처럼 느껴져
헤어진다는 게
익숙함이 반복됐던
의미 없던 그날들
모든 걸 되돌리고 싶지만
시간을 되돌리고 싶지만
잘 가요 그대
정말 사랑했어요
우리 예뻤던 기억들
내가 담고 떠날게
어쩌면 나 니가
마지막 사랑일 수 있지만
내 맘속 깊은 곳에
평생 담아 둘게
괜찮은 척 담담히
이성적인 척 말하지만
너와 함께 했던 시간들
지울 순 없을 것 같아
사랑한단 말
이젠 못 하는 그 말
내 맘 아직도 널 사랑하는
내 맘 어떡해
시간 흘러 다시
우리가 사랑할 수 있다면
그땐 이렇게 쉽게
널 보내진 않을 거야"
21,다비치,오로지 그대,"아팠던 날은 모두 잊어요
그대로 그냥 거기 있어요
멀리서 그댈 바라보며
매일 기도해요
아무도 모르게 바라만 봅니다
스치듯 지나가지 말아요
그대로 내 곁에만 있어요
차가운 내 마음속 깊이
새겨진 한 사람
내 안에 그대를 놓지 않을게요
그대는 내 마음 알까요
오로지 그대 하나만을
사랑하고 있는데
길었던 이 밤이 지나면
언젠가는 그대 날 안아주겠죠
더는 멀어지지 마요
어떻게 말을 해야 할까요
언제쯤 나를 알아줄까요
멀리서 그댈 바라보며
눈물이 나네요
내 안에 그대를 놓지 않을게요
그대는 내 마음 알까요
오로지 그대 하나만을
사랑하고 있는데
길었던 이 밤이 지나면
언젠가는 그대 날 안아주겠죠
더는 멀어지지 말아요
수많은 계절 지나
언제나 그대 곁을 지켜줄게요
내 안에 그려놓은 사랑
알고 있나요 그대만을
기다리고 있는데
길었던 이 밤이 지나면
언젠가는 그대 날 안아주겠죠
더는 멀어지지 마요"
22,클릭비 (Click-B),To Be Continued,"그녀의 이미진 늘 붉은색이죠
그녀는 슬픔 모를 것 같아요
꽃보다 더 고운 그녀의 미소는
세상 사람 물들여 놓아요
모두가 그녈 한번 더 봐요
그댄 빛처럼 환히 빛나죠
그녀 남자친구 나란게 난 행운이예요
하늘 아래에 그녀 오직 한명뿐이죠
그런 그녀가 없어요 날 두고 갔어요
정말 바람 처럼 꿈처럼 사라졌어요
그녀의 눈빛은 늘 맑고 깨끗해
always for me 눈물을 감췄죠
그녀와 있으면 난 웃을 일밖에
아무것도 더 바램없어요
언젠가 지난 소문을 들었죠
삶의 무게에 지친 그녀를
내가 정말 바보었어요 왜 몰랐었는지
어쩜 기대어 울 사람이 필요했는데
그땐 알수가 없었죠 날 위로해주던
그녀 햇살 같은 미소가 눈물이란 걸

널 기다리는 동안에 그리움에서 헤매 내 안에 있는 사랑 남긴채
너로인해 이별을 만들어
기다림 속에 눈물을 만들게 한 널 가슴에 묻어줄게
이제 슬픔을 숨긴채 울지마 내게 기대
나 그때 네게 느낀 사랑은 따뜻해
맘 속에 널 가둘게 아픔 잊게 해줄게
옛날에 그리던 그 미소처럼 웃을게
모두가 그녈 한번 더 봐요
그댄 빛처럼 환히 빛나죠
그녀 남자친구 나란게 난 행운이예요
하늘 아래에 그녀 오직 한명뿐이죠
그런 그녀가 없어요 날 두고 갔어요
정말 바람 처럼 꿈처럼 사라졌어요
내가 정말 바보었어요 왜 몰랐었는지
어쩜 기대어 울 사람이 필요했는데
그땐 알수가 없었죠 날 위로해주던
그녀 햇살 같은 미소가 눈물이 란 걸
Feelin so alone check the flow and it's on yo
dialin up the phone right on this microphone
what won't you come back home to me yo
we can be one love. come on uh baby you and me
Feelin so alone check the flow and it's on yo
dialin up the phone right on this microphone
what won't you come back home to me yo
we can be one love. come on uh baby you and me"
