,가수,제목,가사
135,별,Remember,"거리엔 또 햇살이
기분좋은 바람이 또 불어와
너에게로 가는 길이 이렇게
설레여와 기쁘게
널 보고 싶었어
여전히 따뜻한 니 미소는
그대로여서 내가 참 고마워 정말
오랫동안 하지 못했던 그말
너를 많이 좋아했다고 아직도
do you remember
우리 처음 만났던 날 그때로
니가 부르면 어디든 네게로
숨이 차도록 뛰어갔었지
니가 있는 곳
i""ll remember
많이 보고 싶었어 너의 모든게
오늘밤 못다한
나의 얘기를 들어줘 my love
너는 모르고 있지
매일 너의 뒤에 서성이던 날
조급해진 내 마음이 망칠까
멀리서 바라보다 또 난 돌아섰지
매일 밤 잠 못 이루던 밤에
니 생각만 하다 하루가 가던 날도
지금와서 생각하면 행복해
니가 옆에 있었으니까 이렇게
do you remember
우리 처음 만났던 날 그때로
니가 부르면 어디든 네게로
숨이 차도록 뛰어갔었지 니가 있는 곳
i""ll remember
많이 보고 싶었어 너의 모든게
오늘밤 못다한
나의 얘기를 들어줘 my love
나의 첫사랑 나의 끝사랑 너야
오직 너뿐야
너를 사랑해 나의 전부인걸
영원토록 you know"
136,구윤회,사라져줘요,"오랜만이죠 이런 사랑
다신 없을 것만 같아
말하지 않아도 느낄 수 있고
사랑할 수 있어서
긴 끈이 되어
끊어지지 않을 줄 알았던
내가 어리석었죠
영원할 것 같던
그대와의 시간도
소중했던 우리 지난 날들도
이제 내게 아픔이 되어
날 더 괴롭히는데
고맙다고 말해야 하는건지
사랑했다 말해야 하는건지
떠나가줘요
이제 내게서 사라져줘요
그 긴 시간들
사랑한 나날들 데려가줘요
이건 아니잖아요
사랑한다 말해놓고
이렇게 날 내 버려두나요
내버려 두나요 날 이렇게
떠나가줘요
이제 내게서 사라져줘요
그 긴 시간들
사랑한 나날들 데려가줘요
이건 아니잖아요
영원하자 말해놓고
나도 그댈 지울래요
떠나가줘요
이제 내게서 사라져줘요
그대 였던 날들과
지새우던 밤들과
익숙했던 말들도
다시 이별 인걸요
그대란 흉터가
아직 내게 남아
날 더욱더
아프게 하나요
떠나가줘요
이제 내게서 사라져줘요
이미 식어버린
love fades away
날 원했던 날들도
이건 아니잖아요
지독했던 지난 이야기
나도 그댈 지울래요"
137,"윤종신, 켄(KEN)",늦잠,"마치 이불이 구름 같아 부드런
붕 떠 있는 것 같아 지난밤 내 곁엔
솔직했던 호흡들이 아름다워
나의 아침은 이미 늦었는걸
오고 갔던 우리 언어들
사랑의 귓가를 지나
온몸이 느꼈던 떨림은
이제까지 내가 듣던 어떤 말보다
정말 짜릿했었어 중독될 것 같았어
영원히 깨고 싶지 않았어
눈 감아야 선명했어
너에게만 집중했어
너의 눈 바라보면
비친 내 모습 진심이었어
그런 내가 나도 참 좋았어
이제야 찾은 너라는 보석
늦어도 온종일 좋을 거야
샤워가 좋을 거야
달라진 나 놀랠 거야
거울에 비친 내게
축하의 향수 뿌려준다
난 이제 니가 있어
이따 봐
니가 떠난 하얀 네모엔 향기만
나만 알 수 있는
너의 향기만 가득해
이제 시작일 뿐이야
우리 날들이 많은 걸 재지 말고
어제처럼 날 바라봐
영원히 깨고 싶지 않았어
눈 감아야 선명했어
너에게만 집중했어
너의 눈 바라보면
비친 내 모습 진심이었어
그런 내가 나도 참 좋았어
이제야 찾은 너라는 보석
늦어도 온종일 좋을 거야
샤워가 좋을 거야
달라진 나 놀랠 거야
거울에 비친 내게
축하의 향수 뿌려준다
난 이제 니가 있어
이따 봐"
138,윤종신,야경,"다 올라왔어 한눈에 들어온
나의 도시가 아름답구나
방금 전까지 날 괴롭히던
그 미로 같던 두통 같던 그곳이
이토록 아름답다니
저기 어디쯤인가
아직 거기 살고 있니
모두들 안녕히 잘 계신지
이렇게 넓은 세상에 우리 만난 건
그것만으로도 소중해
여기서 보니 내가 겪은 일
아주 조그만 일일 뿐이야
수많은 불빛 그 속에 모두
사랑하고 미워하고 실망하고
그중에 내 것도 하나
저기 어디쯤인가
우리 이별했던 곳
유난히 택시 안 잡히던 날
택시 뒤창으로 본 니 마지막 모습
멀어질 때까지 바라본
모두 변했겠지
내가 변한 것만큼
그래도 간직하고 있어
너의 그 미소가
나를 향할 때 느꼈던
그 포근했던 그 머물 것 같았던
여기 어디쯤인가
우리 자주 만난 곳
많은 약속이 오고 갔던 곳
마치 너의 목소리가 바람에 실려
왜 잊지 못하냐고 묻네
우리 언제쯤인가
마주칠 수 있겠지
저 불빛 속을 거닐다 보면
먼저 알아본 사람 나였으면 해
난 언제나 바라봤기에
언제나"
139,루나 (LUNA),그런 밤 (Night Reminiscin') (With 양다일),"어둔 날이 오고 그런 밤이 오면
난 생각에 빠져 널 그려
그리워 보고 싶다 말할 거야
혼자 있는 방에 음악에 취해
아무것도 어떤 생각도
떠오르지 않아
손에 잡히지 않는 너의 향기
어김없이 반복되는 그냥 그런 밤
어김없이 반복되는 그냥 그런 밤
눈을 감아 잠이 오지 않아
조금만 더 널 그리다 잘까
I missing you I love you
널 원해
혼자 있는 방에 너에게 취해
아무것도 어떤 생각도
떠오르지 않아
손에 잡히지 않는 너의 향기
어김없이 반복되는 그냥 그런 밤
어김없이 반복되는 그냥 그런 밤
구름에 가려진 예쁜 별들이 Yeah
내 맘을 알아준다면
너에게도 전해질까
어둔 날이 오고
그런 밤이 오면 우린 함께 해
어둔 날이 오고
그런 밤이 오면 우린 함께 해
아무것도 어떤 생각도
손에 잡히지 않는 너의 향기
어김없이 반복되는 그냥 그런 밤
어김없이 반복되는 그냥 그런 밤"
140,Sondia,나의 노래,"생각의 부스러길
발끝에 모아본다
손톱이 길었을까
하나도 줍지 못해
하늘에 노란 풍선
불을 켜 앉아보래
뜻밖의 여행에서
친구를 만난 걸까
내 이름을 말해줄까
내 나이를 알려줄까
어리다 모른다 안 된다
철없는 애가 아냐
내 마음을 들려줄까
내 얘기를 들려줄까
슬퍼도 웃어도 아파도
행복해 난 나대로
잘 알지도 못하면서
잘 안다고 말들 하지
계단을 오르려다
몇 갠가 세어봤어
열여덟 번째 계단
난 그만 멈춰 섰지
입술이 더듬대듯
무언갈 찾은 걸까
유일한 나만의 것
내 것이 있다는 걸
이 노래를 불러줄게
나의 노랠 불러줄게
수십번 수백번
수천번 눈물로 외운 노래
나의 노랠 들려줄게
내 마음을 들려줄게
이 노랜 마음이 켜져야
들리는 나의 노래
자 내 맘을 두드려봐
자 네 맘도 켜질테니
my song
내 이름을 말해줄까
내 나이를 알려줄까
어리다 모른다 안 된다
철없는 애가 아냐
내 마음을 들려줄까
내 얘기를 들려줄까
슬퍼도 웃어도 아파도
행복해 난 나대로
자 내 맘을 두드려봐
자 내 맘이 들릴테니
my song"
141,정다운,창밖엔 비가 내리고,"창밖엔 아직도
비가 오나 봐요
내 맘에 그녀는
아직 덜 말랐는데
복잡한 마음에
우산 하나 들고선
거리를 걸으며
이 밤을 보내죠
늦은 시간에도
너의 방명록엔
많은 사람들이
보고 싶다 하네요
나도 걸어볼까
한참 고민할 그때
때마침 보이던
집 앞 공중전화박스
오랫동안 닿지 않았던
먼지 속 수화기를 들고
절대 모를 거야
목소리만 듣고선
끊어 버린 바보 같던
그 비 오는 밤에
떨리는 마음에
한참 기대앉았던
그 빗물 사이에
집 앞 공중전화박스
오랫동안 닿지 않았던
먼지 속 수화기를 들고
절대 모를 거야
목소리만 듣고선
끊어 버린 바보 같던
그 비 오는 밤에
마침 울리던
내 문자를 확인한 그 순간
지금 내게 건 전화
너였으면 좋겠어
오랫동안 닿지 않았던
널 향한 나의 그 바람들
잊지 못할 거야
이 빗속에 날들을
늦어 버린 바보 같던
그 비 오는 밤에
낡은 공중전화 그 창밖엔
아직 비가 내리고"
142,임시완,나 그리고 너,"오늘 넌 어땠니 별일은 없던 거니
무엇을 먹고 어떤 영화를 보았는지
다 알고 싶은데
바쁜 하루 중에 내 생각은 하는지
혹시나 지쳐 또 눈물이 나려 할 땐
그땐 내게 기대
나 그리고 너 우리 두 사람
너와 나 늘 같은 마음
변하지 않게 노력할게 내가
너의 그 눈빛도
너의 그 숨소리마저
다 간직할게
나 그리고 너 우리 두 사람
함께 할 수 있게
오늘 내 하루는 니 생각만 하다가
지금이라도 한걸음에 달려가서
꼭 안고 싶은데
나 그리고 너 우리 두 사람
너와 나 늘 같은 마음
변하지 않게 노력할게 내가
너의 그 눈빛도
너의 그 숨소리마저
다 간직할게
나 그리고 너 우리 두 사람
함께 할 수 있게
니 생각에 잠들고 눈뜨면 또 생각나
니가 없는 나와 이별 이 두 가지는
이제는 없는 거야
나 그리고 너 우리 두 사람
너와 나 늘 같은 곳을
바라보면서 걸어갈 수 있게
오늘도 내일도
우리는 사랑하면서
더 행복하게
나 그리고 너 우리 두 사람
영원할 수 있게"
143,겸 (GYE0M),우린 마를 리 없었지,"우린 사라질 것들 사이에 서서
무얼 바라고 있나
타지 않는 슬픔은
밤새 잠에 들지 않고
익숙한 파랑은
나를 붉게 물들였고
우린 마를 리 없었지
먹구름이 몰려오다 짙어진
날씨는 나를 슬프게 했고
서성거릴 기억들은 또다시 내게
후회만 안겨주었지
우린 슬픔에 잠겨
우린 하루에 갇혀
우린 오늘을 벗어나지 못한 채
다시 그리운 어제에
흰 눈이 내려 시려워진 오후엔
푸르렀던 우리가 있었고
애써 지키려고 했었던 저녁엔
슬픔에 젖어버렸지
우린 마를 리 없었지"
144,이준화,Kiss Sixth Sense,"I know you feel the same way
Every time I look into your face
My heart beats fast
without reasons
I felt it all along
I knew this time would come
At first I did not believe
But I start to realize
it’s meant to be
I never thought I would think
that you’re beautiful
Your lips my ears
kiss sixth sense
Sometimes I think to myself
What’s the probability
that this will happen
You know that I don’t bluff
when I speak to you
Don’t be afraid just relax
and come to me
Oh baby kiss me
kiss me kiss me now
It feels like magic
when you kiss me
A whole new world begins here
You’re the only one
You make my world so colorful
I wanna kiss you
kiss you kiss you now
It feels like magic
when I kiss you
My whole new world begins here
You’re the only one
You make my world so colorful"
145,스웨덴세탁소,척,"여전히 난 건네어진 말들을 다
고스란히 끌어안은 채
흘러가게 두는 법을 몰라
이제는 나 멀어지지를 못해
아무것도 놓지를 못해
아무렇지 않은 척을 해
사랑하는 너를 안심시키려 나는
또 다른 나를 꺼내어놓는 법을
배웠을 뿐이야
누구보다 나를
다 알아주는 너일 테지만
꼭 너만은 속아줘야 해
이제는 나 멀어지지 못해
사라지지 못해
아무것도 놓지를 못해
아무렇지 않은 척을 해
사랑하는 너를 안심시키려 나는
또 다른 나를 꺼내어놓는 법을
배웠을 뿐이야
누구보다 나를
다 알아주는 너일 테지만
꼭 너만은 속아줘야 해
내 가난한 마음을 모두 들켜도
왜 너는 같은 얼굴로
네 전부를 나누려는지
사랑하는 나의 널 바라보는 나는
또 다른 나를 꺼내어놓지 않아도
마음을 놓은 채
누구보다 나를
더 사랑하는 법을 배울게
꼭 내 곁에 머물러줘야 해"
146,EVAN 에반 (유호석),머리와 심장이 싸우다...,"머리와 심장이 싸우다...

가슴은 기억하는데 hmm
머리는 잊으라 하네
가슴은 아파 울고 있는데
난 또 웃고만 있네
사랑한다는 말 대신 가라하네
니가 없는게
나을거라 했지만
이 못난 나는 어떻게
I can't help it
머리와 내 심장은 사이가 멀어서
사랑해 이말조차 난 전하지 못해
너도 알잖아 내 가슴이 말 하는걸
제발 모른척 뒤돌아서지마
부탁이야

My mistake

가슴은 추억하는데 no
머리는 흉터라 하네
못난 날 만나 얼마나
고생을 했는데
미안하다는 말 조차 못하네
니가 없는게
나을거라 했지만
머리와 내 심장은 사이가 나빠서
미안해 이말조차 네게 전하질 못해
너도 알잖아 내 가슴이 말 하는걸
제발 모른척 뒤돌아서지마
부탁이야
My mistake
머리가 아파서
심장이 멈춰서
미워서 이별을하다
이별을 미워해 보네 Huh
그리워서 널 그리워해서
내가 더 아파오나봐
머리와 내 심장은 사이가 멀어서
가지마 이말조차 난 전하지 못해
너도 알잖아 이 가슴이 말 하는걸
제발 모른척 뒤돌아서지마
부탁이야

My mistake"
147,박신혜,말도 없이,"하지말 걸 그랬어 모른척 해버릴걸
안보이는 것처럼 볼수없는 것처럼
널 아예 보지말걸 그랬나봐
도망칠 걸 그랬어 못들은척 그럴걸
듣지도 못하는 척
들을 수 없는 것처럼
아예 네 사랑 듣지 않을걸
말도 없이 사랑을 알게 하고
말도 없이 사랑을 내게 주고
숨결 하나조차 널 담게 해놓고
이렇게 도망가니까
말도 없이 사랑이 나를 떠나
말도 없이 사랑이 나를 버려
무슨말을 할지 다문 입이
혼자서 놀란것 같아 말도 없이 와서
왜 이렇게 아픈지 왜 자꾸만 아픈지
널 볼수 없다는건
네가 없다는거 말고
모두 예전과 똑같은건데
말도 없이 사랑을 알게 하고
말도 없이 사랑을 내게 주고
숨결 하나조차 널 닮게 해놓고
이렇게 도망가니까
말도 없이 사랑이 나를 떠나
말도 없이 사랑이 나를 버려
무슨말을 할지 다문 입이
혼자서 놀란것 같아
말도 없이 눈물이 흘러내려
말도 없이 가슴이 무너져가

말도 없는 사랑을 기다리고
말도 없는 사랑을 아파하고
넋이 나가버려 바보가 되버려
하늘만 보고 우니까
말도없이 이별이 나를찾아
말도없이 이별이 내게와서
준비도 못하고 널 보내야하는
내맘이 놀란것 같아 말도없이 와서
말도 없이 왔다가
말도 없이 떠나는
지나간 열병처럼 잠시 아프면 되나봐
작은 흉터만 남게되니까"
148,거미,이별은 사랑 뒤를 따라와,"언젠가는 헤어질 것 같아서
아플 만큼 아파할 것 같아서
나 한 걸음씩 한 걸음씩
사랑에게 멀어졌는데
누군가가 소리없이 다가와
닫혀있던 내 맘 자꾸만 흔들리게
이별은 항상 사랑 뒤를 따라 와
떠날 땐 사랑까지 데려 가
다 알지만 다 알지만 그대가
내 마지막이면 좋겠어
그대 있는 그 곳으로 서둘러
같이 있는 시간 조금 더 길어지게
이별은 항상 사랑 뒤를 따라 와
떠날 땐 사랑까지 데려 가
다 알지만 다 알지만 그대가
내 마지막이면
죽어도 나를 사랑하지 않아도
즐기 듯 나를 다치게 해도
미워 안 해 미워 안 해
내가 먼저 사랑했으니까
언젠가는 헤어져도 괜찮아
아플 만큼 아파져도 괜찮아"
149,임정희,꽃향기,"꽃향기가 나요 어디서 나나요
여긴 꽃이 없는데
그대밖에 없는데
기분이 좋아요 마음이 편해져요
계속 나를 그렇게
빤히 쳐다봐줘요
이런 나처럼
그대가 웃는 모습 보고 싶어요
아직 한번도 웃지 못했지만 난
가르쳐 주세요 배우고 싶어요
사랑하는 방법을 책으로
알 수는 없는 거잖아
날 도와 주세요
그 사람 바로 그대니까
사랑을 알려면 나는
그대가 필요해요
연필을 들어요 그대를 그려요
이것 밖에 아는게
할 수 있는게 없어요
또 있을까요
그대를 위해 내가 할 수 있는 일
알고 싶어요 내게 알려줘요
가르쳐 주세요 배우고 싶어요
사랑하는 방법을 책으로
알 수는 없는 거잖아
날 도와 주세요
그 사람 바로 그대니까
사랑을 알려면 나는 그대가
가르쳐 주세요 배우고 싶어요
사랑하는 방법을 책으로
알 수는 없는 거잖아
날 도와 주세요
그 사람 바로 그대니까
사랑을 알려면 나는
그대가 필요해요"
150,임창정,기다리라 해요,"늘 말하지 못해서 슬픈
내 가슴에 숨긴 사랑이란 말
가끔 내 두 눈에 비쳐서
그댄 미안해 한 건지
또 어디든 가게 된다면
또 누구든 알게 된 되도 항상
내게서 그대 보여지도록
그댈 말하고 싶은데
기다려도 기다려도 되는
이미 운명 같은
인연이 그대라서
떠난 발자국이
희미해져 볼 수 없어도
그냥 이렇게
기다려야만 해요 그댈
또 어디든 가게 된다면
또 누구든 알게 된다면 항상
내게서 그대 느껴지도록
그댈 말하고 싶은데
아파 와도 너무나 아파도
그걸 지켜야 할
운명이 나이기에
떠난 뒤 모습이
희미해져 지워진대도
그대 오기를 바라만 봐야 해요
더 뚜렷하게 나를 찾은 후
무엇이든 알 수 있을까
여기부터 내 인생의 전부가
그댈 위한 시작인 거면
날 지켜주기를
내 앞에 돌아오기를
온전하게 그대 곁이
나로 인해 채워지도록
기다려도 기다려도 되는
이미 운명 같은
인연이 그대라서
떠난 발자국이
희미해져 볼 수 없어도
그냥 이렇게 기다려야만 해요
아파 와도 너무나 아파도
그게 기뻐야 할 운명이 나인 거면
지금 흘러오는
이 눈물이 멈출 수 있게
내가 들을 수 있게
기다리라 해요"
151,규현 (KYUHYUN),이별을 말할 때 (Moment of farewell),"크게 숨을 쉬었다
방금 한 말이 잘 들리지 않아
우리 모든 순간이 모든 장면이
다시 희미해졌다
난 헤어질 만큼은 싫지 않고
사랑할 만큼은 밉지 않다는
그 때가 떠올라
이미 넌 차곡차곡 챙겨왔을
서늘한 말들에
달리 할 말이 없었다
흐트러짐 없는 너의 말에
지워진 기억들도
새로 쓰여져 작아만 진다
어쩌면 미안해 하고
어쩌면 당장 달아나고 싶은
온통 원망 뿐
이별을 말할 때
하필 오늘 이럴까 하필 여기서
준비조차 안 된 나에게
헤어질 만큼은 싫지 않고
사랑할 만큼은 밉지 않단 그대가
흐트러짐 없는 너의 말에
지워진 기억들도
새로 쓰여져 작아만 진다
어쩌면 미안해 하고
어쩌면 당장 달아나고 싶은
온통 원망 뿐
이별을 말할 때
너를 잡고 애를 쓰지만
머리 속의 생각들이 흩어져만 가
이 순간은
허튼 말을 할까 봐
내가 했던 잘못들에 받았을 상처들로
서로가 가진 다른 기억 때문에
어쩌면 미안해 하고
어쩌면 당장 달아나고 싶은
온통 원망 뿐
이별을 말할 때"
152,Red Velvet (레드벨벳),Fool,"뭔가 잘 될 것만 같은 걸
눈빛이 통해 대화도 통해 잘 어울려
그래 이건 틀림없어
마치 생일 전 날 밤처럼 떨리는 느낌
연애 세포가 깨어났어
그래서 난 이상해
괜히 뒤척이고 잠이 안 와
왜 이렇게 들뜬 거야
나 왜 또 이러니 혼자 배시시 Fool Fool
왜 또 발걸음이 혼자 춤추니 Fool Fool
나 혼자 시소를 탄 것처럼 신나 해
혼자만의 세상 속에 빠져있네
꿈일 거야 내 두 볼을 꼬집어 아파 Fool
뭔가 잘못될 것 만 같아
아니 이럴 리가 없어
집중이 안 돼 맘대로 안 돼 네 생각에
그런데 또 이상해
네 전화에 또 웃고 있어
너무 깊이 빠졌나 봐
나 왜 또 이러니 혼자 배시시 Fool Fool
나 왜 또 두 볼이 온통 핑크 빛 Fool Fool
나 혼자 시소를 탄 것처럼 신나 해
혼자만의 세상 속에 빠져있네
꿈일 거야 내 두 볼을 꼬집어 아파 Fool
또 좋아하다가 또 망설이다가
바보처럼 반복해
네가 내 맘을 어질러도 웃잖아
나 왜 또 이러니 혼자 배시시 Fool Fool
왜 또 발걸음이 혼자 춤추니 Fool Fool
나 혼자 시소를 탄 것처럼 신나 해
혼자만의 세상 속에 빠져있네
꿈일 거야 내 두 볼을 꼬집어 아파 Fool
근데 너도 왠지 이상해
나를 또 보지 자꾸만 웃지 꼭 나처럼"
153,"정창룡, 정명규",그 거리,"술 한잔을 마시고 그냥 걷고싶어서
발걸음이 닿는데로 그냥 걷는다
왠지 익숙한 그 거리가
널 떠올리게 만들어
너와 자주 걷던 그거리
어두워진 골목길위에
초라한 내모습이
너무 서러워 내 기억속에
또 너를 찾는다
너와 걷덛 그 거리
너와 나누던 그 이야기
너의 손 꼭 잡고 걷고 또 걸었었던
그 거리를 혼자서 걷는다
우리함께 걸었던
우리함께 웃던 그 거리
그 곳에 혼자서 걷는다
왜 눈물이 뚝 떨어질까
그땐 정말 몰랐었는데
이렇게 이별할줄
내 손 잡아주던 기억속에
넌 어딨는거니
너와 걷덛 그 거리
너와 나누던 그 이야기
너의 손 꼭 잡고 걷고 또 걸었었던
그 거리를 혼자서 걷는다
우리함께 걸었던
우리함께 웃던 그 거리
그 곳에 혼자서 걷는다
왜 눈물이 뚝 떨어질까
변한거는 없는데 너만 곁에 없는데
왜 허전한지 모르겠어
왜 눈물이 계속 흘러내려 왜
너와 걷덛 그 거리
너와 나누던 그 이야기
너의 손 꼭 잡고 걷고 또 걸었었던
그 거리를 혼자서 걷는다
우리함께 걸었던
우리함께 웃던 그 거리
그 곳에 혼자서 걷는다
왜 눈물이 뚝 떨어질까"
154,정동원,"사랑, 참 엉터리다 (Prod. 더필름)","사랑은 엉터리다
제멋대로 날 떠나놓고
사랑은 참 엉터리다
잊을만 하면 찾아온다
사랑은 참 엉터리다
그만하자고 늘 맹세해도
가고 싶을 때 오고 싶을 때
그냥 아무렇게 찾아온다
또 알면서 보내야 해
또 알면서 이별을 해
헤어진 뒤에도 몇 번을 못 잊어
술 취한 밤에 전활 할거면서
또 알면서 헤어진다
그리고 다시 만난다
사랑 참 알다가도 모르겠다
사랑 참 엉터리다
사랑은 엉터리다
죽을 것 같이 아픈 날도
사랑은 참 엉터리다
새로운 사람에 지워진다
사랑은 참 엉터리다
아침에 그리웠던 사람이 오
밤이 오고 또 시간이 가면
그냥 아무렇게 사라진다
또 알면서 보내야 해
또 알면서 이별을 해
헤어진 뒤에도 몇 번을 못 잊어
술 취한 밤에 전활 할거면서
또 알면서 헤어진다
그리고 다시 만난다
사랑 참 알다가도 모르겠다
사랑 참 엉터리다
사랑 참 엉터리다
다신 안 속겠다
수백 번 넘게 다짐해봐도
처음처럼 또 눈물이 난다
또 알면서 널 보낸다
또 알면서 이별이다
잘 가라 사랑아 다신 오지말자
너 땜에 많은 날들 즐거웠다
또 알면서 헤어진다
그리고 다신 못 본다
사랑 참 알다가도 모르겠다
사랑 참 엉터리다"
155,양희은,별 보러 가자 (With. 적재),"찬바람이 조금씩 불어오면은
밤하늘이 반짝이더라
긴 하루를 보내고 집에 들어가는 길에
네 생각이 문득 나더라
어디야 지금 뭐 해
나랑 별 보러 가지 않을래
너희 집 앞으로 잠깐 나올래
가볍게 겉옷 하나 걸치고서 나오면 돼
너무 멀리 가진 않을게
그렇지만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
찬바람이 조금씩 불어오면은
네 생각이 난 그렇게 나더라
긴 하루 끝 고요해진 밤거리를 걷다
밤하늘이 너무 좋더라
어디야 지금 뭐 해
나랑 별 보러 가지 않을래
어디든 좋으니 나랑 가줄래
네게 하고 싶었던 말이 너무도 많지만
너무 서두르지 않을게
그렇지만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
너와 나의 걸음이 향해 가는 그곳이
어디 일진 모르겠지만
혼자였던 밤하늘
너와 함께 걸으면 그거면 돼"
156,고은성,We love you,"할 수 있어요
Oh we love you
You 울지마요 외로워마요
You 잊었나요 우리가 있다는걸
Ah 상처속에서 머물러 있나요
Oh I 숨겨두었던 날개를 활짝펴봐요
그리고 날아요 저 먼 구름위로
세상은 그대를 기다리고 있는데
거센 바람 불어도 쓰러지지 말아요
세상은 그대가 그대가 필요해요
할 수 있어요 oh we love you
You 슬퍼마요 외로워마요
You 기억해요 우리가 있다는 걸
Ah 아픔 속에서 머물러 있나요
Oh I 세상을 향해 크게 소리쳐 봐요
그리고 날아요 저 먼 구름위로
세상은 그대를 기다리고 있는데
거센 바람 불어도 쓰러지지 말아요
세상은 그대가 그대가 필요해요
할 수 있어요 oh we love you
Ah 상처 속에서 머물러 있나요
Oh i 숨겨두었던 날개를 활짝 펴봐요
Oh 그리고 날아요
그리고 날아요
저 먼 구름 위로 세상은 그대를
기다리고 있는데
거센 바람 불어도 쓰러지지 말아요
세상은 그대가 그대가 필요해요
할 수 있어요 할 수 있어
Oh we love you
Oh we love you Oh we love you"
157,소냐,내가 아닌가요,"가장 소중했던 사람이
내겐 누구냐고
물으신다면
그대였다고 말할거예요
내겐 그대밖에 없었죠
세상에서 없어선 안될
그런 사람 하날
말하라하면
아무말없이 그대 사진을
나의 눈빛속에 담겠죠
이렇게 눈을 감으면
떠오르는 그대
내 맘 가득해도
내가 그대의 사랑을
받지 못한 슬픔은
참는다해도
이젠 그대를
볼 수 없다는
너의 모습이
더 힘들게 하죠
다음 세상에
다시 만나도
여전히 나는
아닌가요

같은 하늘아래
살 날도
이제 얼마남지
않은거겠죠
편히 쉴 곳을
찾을 그대가
자꾸 부럽기만 하네요
이렇게 눈을 뜨고도
그댈 볼 수 없는
현실속에 살겠지만
내가 그대의 사랑을
받지 못한 슬픔은
참는다해도
우리 이렇게
끝나는 것이 나의
마음을 더 힘들게 하죠
다음 세상에
다시 만나도
여전히 나는 아닌가요
내가 그대의 사랑을
받지 못한 슬픔은
참는다해도
이젠 그대를
볼 수 없다는
나의 모습이
더 힘들게 하죠
다음 세상에
다시 만나도
여전히 나는
아닌가요"
158,오션 (5TION),24/7,"스치는 바람 마저도 엿듣죠
잠들던 별들 마저도 놀리죠
깊어만 가던 내 사랑을
햇살 아래로 이끌어 준 그대가
내 귓가에 오늘은
사랑한단 그말 전하네요
you show me your heart
지금 부터죠
사랑한단 말부터 자주해요
내맘을 받아준 그대 그품에
사랑을 살며시 내려 놓을께요
바라만 봐도
사랑을 느끼죠
baby 시작이죠
우리의 작은 사랑이야기 이야기
사랑은 작은 기적을 만들죠
둘만이 아는 비밀도 생기죠
Now I lay my only love just for you
가슴이 뛰죠 사랑하던 사람에게
내맘을 들킨것처럼 뒷모습만 보아도
그대 표정 까지 알 수 있죠
you show me your heart
지금 부터죠
사랑한단 말부터 자주해요
내맘을 받아준 그대 그 품에
사랑을 살며시 내려 놓을께요
Everyday 우리의 사랑이 쌓여요
저 하늘 끝에 닿는 그날에
그대를 봐도 아마 난 행복하겠죠
you show me your heart
지금부터죠
사랑한단 말부터 자주해요
가만히 바라보아요 영원히
그대 사람으로 닮아가는 내 모습을
you show me your heart 약속해줘요
그대맘과 눈에 나만 담아요
내안에 가득 차오른 사랑을
모두 꺼내어 주고 싶어요
혼자만 그리워하던 내가 그대에게
사랑한다던 말을 듣던 그때
천국에 오른 기분
구름 위를 걷는 듯한 heaven
내가 꿈꿔왔던 날이지
I wanna love you 24/7
이젠 영원토록 힘든 날은 없어
You can count on me my baby
내 사랑은 지금 시작 이죠"
159,유미,별 (영화 '미녀는 괴로워'),"바람결이 창을 흔들고
내 키만한 작은 나의 방 위로
아름답게 별빛들을
가득 채워주네요
셀 수 없이 많은 별들은
지쳐있는 나를 어루만지며
내 맘 속에 가득담은
눈물 닦아주네요
많이 아파하지마
날 꼭 안은 채 다독여주며
잘자라 위로해 주네요
걷지못할 만큼 힘에겨워 아파와도
눈물이 앞을 가려와도
갖지못할 내 사랑 앞에도
나 웃을래요
잠시라도 곁에 행복했던 기억들을
가슴에 간직할께요
두 눈에 수놓아진
저 별들처럼 영원히

꿈을 꾸듯 다가오네요
유난히도 밝은 나의 별 하나
눈부시게 반짝이며
어깨 위로 내려와
자꾸 슬퍼하지마
손 꼭 잡은 채 날 만져주며
따스히 날 감싸주네요
걷지못할 만큼 힘에겨워 아파와도
눈물이 앞을 가려와도
갖지못할 내 사랑앞에도
나 웃을래요
잠시라도 곁에 행복했던 기억들을
가슴속에 간직할께요
두 눈에 수 놓아진 저 별들 처럼
나 오늘만은 안 울어요
눈물이 가득 차와도
저기 저 별들처럼 나 웃을래요
행복했던 기억 모두
가슴에 간직할께요
두 눈에 수 놓아진
저 별들처럼 영원히"
