,가수,제목,가사
10,Min G,미칠듯 그리워 (Feat. TigerEyes),"사랑 그 사랑때문에
내 맘이 무너져가요
참 잘해줬는데 나밖에 없었는데
그댄 지금 어디있나요
니가 둔 흔적들이 날 괴롭혀
아무리 씻어내고 지워봐도
그냥 내겐 남는걸
처음 만났을때 니가 내게
줬던 편지 선물
돈은 좀 없어도 우리
행복했던 지난 날
아직도 못잊어하고
힘들어하는 나지만
그래도 참아볼게
내심장이 터져도
미칠듯이 그리워도
안되는거 알잖아
이제는 지워줄게 내맘에서
내가 먼저 그대를 보내줄게요
참 아팠죠 내 못난 사랑때문에
내 욕심에 그때는 알지 못했죠
참 고마운 사람이란 걸
나만보며 웃어주던 착한 그사람
내 삶의 빛이 된 사람
고마웠는데 정말 행복했는데
이제는 내곁에 없네요
함께하며 즐거웠던 많은 시간들
매일밤 눈물로 얼룩져
잘된 일이라며 울며 지워내봐도
내맘이 놓칠 못하나봐
내가 먼저 그대를 보내줄게요
참 아팠죠 내 못난 사랑때문에
내 욕심에 그때는 알지 못했죠
참 고마운 사람이란 걸
두번 다시는
보내지 않을거야
내 사랑아 사랑아
못난 사랑아
죽도록 사랑했고 죽도록
미워했어
니가 나의 전부란걸 이제야
알았어
헤어지고나니 정말 후회가 돼
이제와 애원하고 붙잡아도
네겐 소용없잖아
날 위해 흘렸던 네 눈물
내가 이제 다시 걷어줄순 없지만
기도할게 더 좋은 사람만나
행복해
고마워요 내곁에 잠시 살아서
미안한게 많아서 나는 어쩌죠
잘 지내요 죽어도 못잊을 사람
그게 바로 그대였어요
사랑 그 사랑때문에
그래도 살아가네요
참 고마웠다고 정말 미안하다고
그댄 지금 어디있나요"
11,Various Artists,서른 즈음에,"또 하루 멀어져 간다
내뿜은 담배 연기처럼
작기만한 내 기억 속에
무얼 채워 살고 있는지
점점 더 멀어져 간다
머물러 있는 청춘인 줄 알았는데
비어가는 내 가슴 속엔
더 아무 것도 찾을 수 없네
계절은 다시 돌아 오지만
떠나간 내 사랑은 어디에
내가 떠나 보낸 것도 아닌데
내가 떠나 온 것도 아닌데
조금씩 잊혀져 간다
머물러 있는 사랑인 줄 알았는데
또 하루 멀어져 간다
매일 이별하며 살고 있구나
매일 이별하며 살고 있구나
점점 더 멀어져 간다
머물러 있는 청춘인 줄 알았는데
비어가는 내 가슴 속엔
더 아무 것도 찾을 수 없네
계절은 다시 돌아 오지만
떠나간 내 사랑은 어디에
내가 떠나 보낸 것도 아닌데
내가 떠나 온 것도 아닌데
조금씩 잊혀져 간다
머물러 있는 사랑인 줄 알았는데
또 하루 멀어져 간다
매일 이별하며 살고 있구나
매일 이별하며 살고 있구나"
12,god,우리가 사는 이야기 (Feat. 메건리),"Love

what is true love
사람도 사랑도 많이 서툰
삶도 이 끝이 없는 질투
너무 많은 사람은
가슴에 멍든
죄를 짓고서도
매일 살아가야 하는
비우고 비워도
욕심이 또 자라서
숨어요 비겁하게
더 어둡게 숨어요
고요한 마음 깨어 있는 사람
그립다 고향의
따뜻했던 바람
남의 편 같은 남편과
가슴에 식어가는 아내
바늘 같이 예민한 아들
아주 삐딱한 우리 막내 딸
사랑한단 말 고맙다는 말
가슴 한 켠에
묻어둔 채 살다가
이제서야 늦었지만
숨기지 않고 말할게
소중한 사람 지켜줄 그 사랑
내 옆에
늘 같은 자리에 있단 걸
몰랐었던 바보 같던
우리가 사는 이야기
물어뜯고 싸우고
왜 다시 울어
그게 사랑이 맞냐고
서로에게 물어
아까워 그렇게 흘린
눈물 한 방울이 안쓰러워
난 강처럼 말라버린 마음이
남을 위한 기도는
곧 나를 위한 기도
혹시 알면서도
우린 외면했는지도
사람이 사람 같지가 않아
사랑이 사랑 같지도 않아
남의 편 같은 남편과
가슴에 식어가는 아내
바늘 같이 예민한 아들
아주 삐딱한 우리 막내 딸
사랑한단 말 고맙다는 말
가슴 한 켠에
묻어둔 채 살다가
이제서야 늦었지만
숨기지 않고 말할게
소중한 사람 지켜줄 그 사랑
내 옆에
늘 같은 자리에 있단 걸
몰랐었던 바보 같던
우리가 사는 이야기
남의 편 같은 남편과
가슴에 식어가는 아내
바늘 같이 예민한 아들
아주 삐딱한 우리 막내 딸
사랑한단 말 고맙다는 말
가슴 한 켠에
묻어둔 채 살다가
이제서야 늦었지만
숨기지 않고 말할게
소중한 사람 지켜줄 그 사랑
내 옆에
늘 같은 자리에 있단 걸
몰랐었던 바보 같던
우리가 사는 이야기
우리가 사는 이야기"
13,윤종신,지친 하루,"거기까지라고 누군가
툭 한마디 던지면
그렇지 하고
포기할 것 같아
잘한 거라 토닥이면
왈칵 눈물이 날 것만 같아
발걸음은 잠시
쉬고 싶은 걸
하지만 그럴 수 없어
하나뿐인 걸
지금까지 내 꿈은
오늘 이 기분 때문에
모든 걸 되돌릴 수 없어
비교하지 마 상관하지 마
누가 그게 옳은 길이래
옳은 길 따위는 없는 걸
내가 택한 이곳이 나의 길
미안해 내 사랑
너의 자랑이 되고 싶은데
지친 내 하루 위로만 바래
날 믿는다 토닥이면
왈칵 눈물이 날 것만 같아
취한 한숨에 걸터앉은 이 밤
해낼게 믿어준 대로
하나뿐인 걸 지금까지 내 꿈은
오늘 이 기분 때문에
모든 걸 되돌릴 수 없어
비교하지 마 상관하지 마
누가 그게 옳은 길이래
옳은 길 따위는 없는 걸
내가 좋은 그곳이 나의 길
부러운 친구의 여유에
질투하지는 마
순서가 조금 다른 것뿐
딱 한 잔만큼의 눈물만
뒤끝 없는 푸념들로
버텨줄래 그 날이 올 때까지
믿어준 대로 해왔던 대로
처음 꿈꿨던 대로
오늘 이 기분 때문에
모든 걸 되돌릴 수 없어
비교하지 마 상관하지 마
누가 그게 옳은 길이래
옳은 길 따위는 없는 걸
내가 걷는 이곳이 나의 길
옳은 길 따위는 없는 걸
내가 걷는 이곳이 나의 길"
14,스무살,어쩌면 위로가 필요했던 우리,"Hello 잘 지내니
거긴 어때 듣고 있니
교복을 입고 있던
교실 어딘가에 나 말야
별로 못 지내니
하루 빨리 오고 싶니
좀 더 자유로워질 거라
생각하는 여기로 말이야
그래 지금 이 곳도 썩 괜찮은 듯해
네가 꿈꾸던 날과 얼마나
닿아 있는지 모르지만
듣고 있다면 기억해줄래
그 곳의 네가 지금 내가 되기까지
사실 참 힘들었거든
네가 있는 그 곳이
지금 내겐 꿈같은 곳이야
지구 반대편도
갈 수 있는데 말이야
네가 있는 그 곳은
어떻게 해도 갈 수가 없어
친구라 부를 수 있는
사람들이 많았던
썩 외롭지 않았던
그 곳의 나에게 편지를 써
그래 지금 이 곳도
썩 괜찮은 듯해
네가 꿈꾸던 날과 얼마나
닮아 있는지 모르지만
듣고 있다면 기억해줄래
그 곳의 네가 지금 내가 되기까지
사실 참 힘들었거든
네가 있는 그 곳이 꿈같은 곳이야
오늘이 쌓여서
그 곳의 네가 내가 돼
좀 더 많이 웃고 울고 넘어지는 걸
두려워하지 마
하늘은 언제나 어두웠다가도
이내 햇살을 드러내며
반드시 맑아져 and you"
15,허각,흔한 이별 (Remastered),"매일 집으로 돌아가는
익숙한 골목 거리 사이
불어온 볼 스치는
차가워진 이 바람을 따라
걷다가 네 생각이 나 잘 지내니
많이 바쁘게 지냈나 봐
너 없는 하루가 왜 그리
느리게만 가는지 했던 게
어제 일만 같은데
어느새 까맣게 잊고 살았나 봐
이 계절이 널 기억하고 있나 봐
우리가 헤어진 게 이맘때였어
그때는 왜 그렇게 세상을
다 잃은 것만 같던지
지나 지나고 보니
흔한 이별인 듯 살아져
너도 나처럼 어느새 잊었을까
참 사랑했었던 애틋했던
우리 사이 이젠
남들과 같나 봐
지나보니 알 것 같아
다 내 잘못이었다는 걸
들릴 듯 말 듯 하게
나 혼잣말로 미안했다며
별일은 없는지 너를 불러봐
이 계절이 널 기억하고 있나 봐
우리가 헤어진 게 이맘때였어
그때는 왜 그렇게 세상을
다 잃은 것만 같던지
지나 지나고 보니
흔한 이별인 듯 살아져
너도 나처럼 어느새 잊었을까
참 사랑했었던 애틋했던
우리 사이 이젠
남들과 같나 봐
생각보다 많이 무뎌진 것만 같아서
조심스레 괜찮다 말해
볼 스치는 바람 따라 살며시
너를 싣고서
이젠 보내줄래"
16,AJ,다른 길을 걷고 다른 사랑을 찾아가 (Vocal by 이경환),"우연히 길을 걷다가
문득 니가 떠올라
함께 자주 걸었던
그 거리를 가봤어
아직 너를 못 잊은 걸까
참 많이 변한것같아
자주 갔던 까페도
언제 사라졌는지
낯설게만 느껴져
그래 니가 없잖아
이제는 헤어져
다른 길을 걷고
다른 사랑을
찾는 날도 오겠지
한 장의 기억에
못다 한 이야기
시간 속에 묻어둔 채
지워져 가겠지
날 향한 너의 눈빛에
슬픈 내일이 보여
이별이 오려나 봐
가두려고 하지 마
흘러가는 대로 따라가
한때는 행복했잖아
너도 좋아했잖아
그걸로 난 충분해
너를 이해할 테니
단지 끝난 이야기
이제는 헤어져
다른 길을 걷고
다른 사랑을
찾는 날도 오겠지
한 장의 기억에
못다 한 이야기
시간 속에 묻어둔 채
지워져 가겠지
태연한 척해 보려
애써 웃어 봐도
허전한 걸
오래된 것 같아
우리의 이별이
주마등처럼
나를 스쳐지나고
시든 꽃잎처럼
사랑도 끝나고
불어오는 바람 속에
널 떠나보내고"
17,펀치 (Punch),아니,"나만 또 모르는 얘기
네가 날 떠난단 얘기
좋았던 시간은 이제 다
너에겐 추억으로
남아야하는가봐
아프냐고 아니 아니
그저 널 보고 싶었을뿐야
돌아오라 말하면 너 사라질까
두려워 서러워지니까
사랑은 그런거래요
이만큼 아픈거래요
마지막 인사도 못하고 떠나야했었다면
그건 사랑이 아냐
아프냐고 아니 아니
그저 널 보고 싶었을뿐야
돌아오라 말하면 너 사라질까
두려워 서러워지니까
나만 모르는거니
나만 아픈거였니
네가 올때까지 난 기다리고있을게
이런 날 잊지말아줘
잊으라고 아니아니
난 도저히 널 잊을 자신없어
내곁으로 다시 너를 데려와줘
날위해 널위해 여기로
사랑해 사랑해 너만을"
18,차은우 (ASTRO),Focus on me,"나에게 집중해
나에게 귀 기울여봐
세상은 너에게 차갑고 시린
아픔을 줄지도 몰라
하루 살아내기가 힘겨울지도 몰라
그땐 내 말을 기억해
넌 혼자가 아냐
나에게 집중해
나에게 귀 기울여봐
세상은 너를 몰라도
결국 너는 환하게 빛날 테니
너의 길을 가렴 절대 초라해지지 마
항상 니 곁에 있을게
나를 잊지 마
Focus on me
Oh Hear my voice
Lean on my shoulder
내게 기대도 돼
잊지 마 널 응원할 한사람
Focus on me
Oh Here I am
I will always be your side
작은 내 소리 들린다면
더 큰 걸음으로 나아가
Focus on me
Oh Hear my voice
Lean on my shoulder
내게 기대도 돼
잊지 마 널 응원할 한사람
Focus on me
Oh Here I am
I will always be your side
작은 내 소리 들린다면
더 큰 걸음으로 나아가
Focus on me
Oh Hear my voice
오 오 오
작은 내 소리 들린다면
더 큰 걸음으로 나아가"
19,지선,사랑해... (Feat. 알렉스),"사랑해 오직 너 뿐이야
내 안에 담을 수 있는 사람
내 마음도 날 따르지 않아
모든 건 너를 향해 있어
사랑해 오직 너 뿐이야
내 안에 담을 수 있는 사람
내 마음도 날 따르지 않아
나의 모든 건 너를 향해 있어
단 한 사람 오직 한 사람
내 마음을 말해 줄 수 있는
내 슬픔을 안아 줄 수 있는
내 상처를 아물게 해 줄
오직 한 사람
그대라는 이름만으로
널 사랑해 오직 너 뿐이야
내 안에 담을 수 있는 사람
내 마음도 날 따르지 않아
나의 모든 건 너를 향해 있어
처음부터 그대는
영원토록 그대는
내 안에 숨 쉴 수 있는
유일한 사람이죠
난 사랑 할께요
그댈 기억할께요
지금 이 느낌을 떨리는 감정을
my one and only love
사랑해 오직 너 뿐이야
내 안에 담을 수 있는 사람
내 마음도 날 따르지 않아
나의 모든 건 너를 향해 있어
사랑해 오직 너 뿐이야
모든 건 너를 향해 있어"
20,싸이 (PSY),벌써 이렇게,"그리워하다 미워하다
지워버리지 뭐
지워버리지 뭐
시간이 약이야 다 순간이야
너와 헤어졌을 당시
나는 미쳐 잠시
숨을 쉬지 못할 정도의
슬픔과 아픔
또 가끔씩 들려오는 니 소식에
나 소심해져서 술로 지새
이러다 니가 죽든 내가 죽든
이건 무슨 사람 사는게 아냐
여기든 저기든 어디든지 간에
뭘 하든지 간에
무조건 너만 생각나네
하지만 날 떠났던
그 사람은 저만치에 가고
다시 사랑 않겠다던
그 당시의 각오
넌 잊혀져가고 yo
시간이 약이야 다 순간이야
시간 지나고 나서 보니
계절이 다시 오니
그리워하다 미워하다
지워버렸지 뭐
이젠 뭐 그렇지 뭐
가물가물해
또 새로운 사랑 이젠 가능해
이젠 나 다른 사람 만나러 가요
새로운 사랑이 오는가봐요
너없인 안될줄 알았는데
벌써 이렇게 벌써 이렇게
이젠 나 다른 사람 만나러 가요
새로운 사랑이 오는가봐요
그사람 만나러 가는 길
벌써 이렇게 또 다시 떨려와요
너랑 같이 갔던 같은 곳이야
너가 아닌 딴사람과 함께 말이야
사람이란게 간사한게
이렇게 새롭게 시작된 지금이
좋을 뿐이야 그뿐이야
묘한 기분이야
이젠 내겐 새로운 만남에 대한
설레임이 전부
나의 전부였던 너는 더는 없어
이제 벌써 설레임이
내일 그리고 차츰 익숙해져
매일 세상 제일 기쁜 사람으로
만들어 주고 싶은 맘
어느때보다 훨씬 더 커
아름다운 기쁜 맘
고의적으로 미안하게 했다만
이젠 너도 어여 나보다
훨씬 좋은 사람 만나

이젠 나 다른 사람 만나러 가요
새로운 사랑이 오는가봐요
너없인 안될줄 알았는데
벌써 이렇게 벌써 이렇게
이젠 나 다른 사람 만나러 가요
새로운 사랑이 오는가봐요
그사람 만나러 가는 길
벌써 이렇게 또 다시 떨려와요

그리워하다 미워하다
지워버렸지 뭐
지워버렸지 뭐
시간이 약이야 다 순간이야
너는 더는 없어"
21,테이,기적 같은 이야기,"음악을 듣고 눈물을 닦고
널 떠나보내고 그 흔적 지울 때
사랑했다는 니 말은 이별의 보상이라
아픔을 삼켜주죠
사랑해 알지못했던 그 말
또 흘러가던 날들이
사랑했던 따스했던 기억아 잊어라
돌아갈 수 없는 길 돌이킬 수 없는 날
기적같던 찬란했던
이야기는 과거된 순간
아픈 상처 뿐이라 긴 추억을 덮는다

TV를 켜고 침묵을 털고
빈 가슴 말리고 그 시간 보내고
사랑했다며 이별은 행복의 그림자라
이 날을 만들죠
그립다 이해못했던 그 말
또 흔들리는 마음이
사랑했던 따스했던 기억아 잊어라
돌아갈 수 없는 길 돌이킬 수 없는 날
기적같던 찬란했던
이야기는 과거된 순간
아픈 상처 뿐이라 긴 추억을 덮는다
사랑해 널 기억했던 나를 위해
지나간다 흘러간다 마음아 커져라
사랑하게 한 사람 되려 고마운 사람
사랑했던 함께였던
시간들은 과거의 순간
기적같던 이야기
추억에 날 보낸다"
22,다비치,봄,"봄
사랑이 떠나가
이 예쁜 계절에 넌 떠나가
그래 알 것 같더라
차가워진 마음 다 느껴져
뽀얀 먼질 불어내듯
힘없는 나를 몰아내
새하얗게 사라지네
있잖아 나는 어떡해
사랑이 또 어김없이 저무는데
난 네가 없잖아 남은 게 없잖아
흔적도 없는 너
눈 녹듯 그래 나도 없잖아
세상이 다 무너져
가까스로 버텨도 어느새
그래
기댈 곳 없더라
닫혀 버린 마음 다 느껴져
끝내 나를 지나갔듯
시간도 그래 주겠지
이 아픔도 이 슬픔도
있잖아 나는 잠시만
너 없이 널 사랑할게
혼자라도
난 네가 없잖아 남은 게 없잖아
흔적도 없는 너
눈 녹듯 그래 나도 없잖아
세상이 다 무너져
가까스로 버텨도
너를 너무 사랑해서
나보다 널 사랑해서
널 힘들게 날 외롭게 했어
난 네가 없잖아
네 곁에 없는데
남은 게 없잖아
흔적도 없는 너
눈 녹듯 그래 나도 없잖아
세상이 다 무너져 가까스로 버텨도
사랑해"
