,제목,가수,가사
883,취기를 빌려,원필 (DAY6),"언제부턴가 불쑥
내 습관이 돼버린 너
혹시나 이런 맘이
어쩌면 부담일까
널 주저했어
언제부턴가 점점
내 하루에 스며든 너
아침을 깨우는 네 생각에
어느샌가 거리엔
어둠이 젖어 들고
취기를 빌려
오늘 너에게 고백할 거야
하루하루 네가 좋다고
괜히 어색할까
혼자 애만 태우다
끝끝내 망설여왔던 순간
알잖아 나 무뚝뚝하고
말도 없는 걸
서툰 표현이 쑥스러워서 괜히
쓰다 지울 문자만 바라보다
멋쩍은 쓴웃음만
언제부턴가 가끔
너와 마주칠 때마다
한참을 머뭇거린
어설픈 손 인사만
오늘 밤도 후회로 잦아들고
취기를 빌려
오늘 너에게 고백할 거야
하루하루 보고 싶다고
괜히 어색할까 혼자 애만 태우다
수없이 연습해왔던 그 말
알잖아 나 무뚝뚝하고
말도 없는 걸
서툰 표현이 쑥스러워서 괜히
쓰다 지울 문자만 바라보다
멋쩍은 쓴웃음만
첫눈을 빌려
오늘은 꼭 고백할 거야
작은 너를 품에 안고서
눈을 마주하고
너무 사랑한다고
함께 하고 싶다고"
884,슬픔속에 그댈 지워야만 해,이현우,"창가에 불어오는
가을바람은 텅빈
마음을 스쳐가는데
차가와진
벽에 기대어 멀리
밝아오는 새벽하늘
바라보아요
보고싶지만
가까이 갈 수 없어
이젠 그대 곁을
떠나가야해
외로웠었던 나의
메마른 그 두 눈에
크고 따뜻한
사랑을 주었던
그대 곁을 이제
떠나는 것을
후회할지도
모르지만
그댈 사랑하기
때문이야 그대만을
사랑하는 걸
잊을 수는 없지만
슬픔속에 그댈
지워야만해

눈부신 햇살아래
많은 사람들은
웃음지며
걷고 있지만
차갑게만 느껴지는
가을하늘처럼
온 세상이
낯설게 보여
사랑하지만
떠날 수 밖에 없어
이젠 이순간이
너무 힘들어
어두웠지만
나는 알 수 있었어
그대 눈가에
흐르는 눈물을
난 그대에게
상처만을 주지만
언젠간 내마음을
이해할 수 있겠지
그대 곁을 이제
떠나는 것을
후회할지도
모르지만
그댈 사랑하기
때문이야 그대만을
사랑하는 걸
잊을 수는 없지만
슬픔속에
그댈 지워야만해
그대 곁을 이제
떠나는 것을
후회할지도
모르지만
사랑하는 그대여
안녕"
885,영원히,성시경,"너를 바라볼 때면
영원에 대해 생각해
우리가 바라보는 것
그 너머의 세상 말야
아득히 오래 전
너와 내가 알았던 것처럼
해는 가득 비추고
사람들의 웅성임 속
너와 함께 밥을 먹고
커피를 나눠 마시는
사소한 날들이
무엇과도 바꿀 수 없는 걸
꿈꿔왔던 바람들이
왠지 모를 아주 오래된 기억 속에
길고 긴 시간을 지나 여기서
지금 이뤄진 걸까
사랑이란 말속에
수 천 가지의 감정들
한참을 생각해봐도
다 표현할 수 없어서
말없이 조용히
너의 머릴 쓸어 넘겨준다
꿈꿔왔던 바람들이
끝이 없는 아주 오래된 기억 속에
길고 긴 시간을 지나 여기서
우리 앞에 나타난 것 같아
그래 나는 많은 꿈이 있었어
이뤄내고 싶었던 삶이 있었어
허나 지금 내 곁에 네가 걷고 있으니
뭐가 더 필요해
자신보다 나를 더
사랑해주는 그대여
아무리 생각해봐도
다 이해할 수 없어서
말없이 조용히
너의 머릴 쓸어 넘겨준다
햇살에 물든 널 바라보며"
886,예뻤어,JAMIE (제이미),"지금 이 말이 우리가
다시 시작하자는 건 아냐
그저 너의 남아있던
기억들이 떠올랐을 뿐이야
정말 하루도 빠짐없이 너는
사랑한다 말해줬었지
잠들기 전에 또
눈 뜨자마자 말해주던 너
생각이 나 말해보는 거야
예뻤어
날 바라봐 주던 그 눈빛
날 불러주던 그 목소리
다 다
그 모든 게 내겐
예뻤어
더 바랄게 없는 듯한 느낌
오직 너만이 주던 순간들
다 다
지났지만
넌 너무 예뻤어
아직도 가끔 네 생각이 나
어렵게 전화를 걸어볼까
생각이 들 때도 많지만
Baby I know it's already over
아무리 원해도 너는 이제
이미 끝나버린 지난날의
한편의 영화였었단 걸
난 알아
날 바라봐 주던 그 눈빛
잘 지내라던 그 목소리
다 다
그마저도 내겐
예뻤어
내게 보여준 눈물까지
너와 가졌던 순간들은
다 다
지났지만
넌 너무 예뻤어"
887,산하엽 (Diphylleia grayi),종현 (JONGHYUN),"넌 젖을수록 투명해지는 꽃
우리 사이 흰 꽃잎이
후회로 촉촉해져 가
투명하지만 사라지진 않아
보이지 않을 땐
아프지라도 않던데
알고도 잡지 못하는 게
찢어질 듯 죽을 듯 아프구나
눈물에 흠뻑 젖어버리니
뻔한 내 잘못은 이젠 안 보여
아 바람에 흩날리는구나
아 이슬에 젖어가는구나
코앞의 꽃잎아
넌 날 속인 진한
향기를 품고
그댈 찾을 수 없도록
영원의 방에 날 가두고
간사하게 새하얗게 웃고 있구나
아 바람에 흩날리는구나
아 이슬에 젖어가는구나
시간이 지나 흰 꽃잎들도
투명해진 기억 없이
시들어 가겠지
아 슬픔에 흩날리는구나
아 눈물에 젖어가는구나
시간이 지나
시간이 지나
시간이 지나
시간이 지나
시간이 지나
시간이 지나"
888,더 만나봤자 뭐해,지아,"끝내 끝내
더 우스워지기 전에
같은 말만 몇 번을 해
내 말이 안 들리니
미안 미안
질리게도 들었던 말
지긋지긋해 좀 잡지 마
니 손에 닿기 싫어
미움받는 거
생각보다 너무 아파
솔직히 나
너에게 기대가 없어
더 만나봤자 뭐해
서로 상처뿐일 거야
애꿎은 시간만 더
흘려보내는 거 싫어
제발 헤어지자 말해
나 정말 힘들어
부탁해 우리 우릴 끝내자
좋은 기억도
싫은 기억이 되었고
예쁜 추억도 다 못나진
남보다 못한 사이
울었어 많이
우는 게 병이 될 만큼
다친 내 맘
이제는 낫고 싶어 난
더 만나봤자 뭐해
서로 상처뿐일 거야
애꿎은 시간만 더
흘려보내는 거 싫어
제발 헤어지자 말해
나 정말 힘들어
부탁해 우리 우릴 끝내자
너무나 달라서 정답이 없잖아
시작부터 억지였나 봐
힘든 날이 올 거야
사실은 나 겁이 나
이별 뒤 아파할 내 모습
벌써부터 눈에 선해
그래도 견뎌볼래
행복하지 않아도
적어도 불행하진 않을 테니
우리 헤어지자"
889,숨을 곳 없어요,카더가든,"꺼질 듯 사라지지 않는
아픈 마음도 있지
난 알아도 모르는 척해요
떠밀려 우릴 안아보려
무던히 노력해 봐도
난 알았죠 더 갈 수 없음을
그대를 바라보는 것도
나는 할 수 없어요
어떤 의미를 찾아도
내일이 오는 걸 피해도
난 숨을 곳 없어요
비워둬야 할 맘의 자리도
조용히 난 아주 조용히
처음 느낌을 그려요
까마득히 먼 얘기 같지만
서투른 마음이 모여
긴 시간을 그렸어요
고마워요 참 멀리 왔군요
그대를 바라보는 것도
나는 할 수 없어요
어떤 의미를 찾아도
내일이 오는 걸 피해도
난 숨을 곳 없어요
비워둬야 할 맘의 자리도
원래 이랬을까요 우린
이렇게 될 걸 알았나요
아니면 외면하려 했을까요
또 어떤 말을 덜어내며
서로를 돌려세울까요
원래 이런 걸까요 그냥 그런
서두르지 않아 볼 걸
나는 왜 그랬을까요
난 가라앉고 있지만
내일이 오는 걸 알면서도
눈 뜰 수 없어요
그냥 이대로 잠들고 말걸"
890,입영열차안에서,김민우,"어색해진 짧은 머리를
보여주긴 싫었어
손 흔드는 사람들 속에
그댈 남겨 두기 싫어
삼년이라는 시간 동안
그대 나를 잊을까
기다리지 말라고 한건
미안했기 때문이야
그곳의 생활들이
낯설고 힘들어
그대를 그리워 하기 전에
잠들지도 모르지만
어느날 그대 편질 받는다면
며칠동안 나는 잠도 못 자겠지
이런 생각만으로 눈물 떨구네
내 손에 꼭 쥔 그대 사진위로

삼년이라는 시간 동안
그대 나를 잊을까
기다리지 말라고 한건
미안했기 때문이야
그곳의 생활들은
낯설고 힘들어
그대를 그리워 하기 전에
잠들지도 모르지만
어느날 그대 편질 받는다면
며칠동안 나는 잠도 못 자겠지
이런 생각만으로 눈물 떨구네
내 손에 꼭 쥔 그대 사진위로
이런 생각만으로 눈물 떨구네
내 손에 꼭 쥔 그대 사진위로"
891,"텐데... (Timeless) (Sung by 재현, 도영, 태일)",NCT U,"꿈일 거야
기억 속 모습 그대로
내 눈앞에 네가 멈춰 있어
이상하지
그 오랜 시간 뒤에도
내 심장은 그날을 반복해
두 눈을 감으면
기억은 어느새
우릴 다시 그곳으로 데려가
오늘은 꼭 말해야 할 텐데
소릴 낼 수가 없어
손을 뻗어 널 잡으려 해도
맘대로 안돼
수없이 연습한
아직 널 사랑해
끝끝내 하질 못해
널 보내면 안 될 텐데
이 현실 같은 꿈에서 깨
악몽 같은 하루를 또 삼켜
But which is real
네가 없는 내 세상에
내게 주어진 건 널 꿈꾸는 것뿐
두 눈을 감으면
기억은 어느새
우릴 다시 그곳으로 데려가
오늘은 꼭 막아야 할 텐데
눈을 피할 수 없어
발을 돌려 도망치려 해도
맘대로 안돼
수없이 되새긴
이제 그만하자
끝끝내 막질 못해
널 보내면 안 될 텐데
이 악몽이 Oh no no no
이 기억이
날 괴롭힌 대도
몇 번이 반복되어도
널 다시 만날 수 있는
이 꿈으로 들어가
오늘만큼은
그냥 나갈 수 없어
시간을 멈춰
기억을 돌려
수없이 꿈꿨던
다시 시작하자
끝끝내 해준다면
이 꿈에서 난 살 텐데
Oh yeah
깨지 않을 텐데"
892,마지막 사랑,김정민,"눈을 감고 바라봐 니 가슴속에 느껴봐
니 앞에 지금 서있는 내가 널 얼마나 원하는지 워~
천번을 더 말해도 채울 수 없는 사랑을
내안에 품을 수 있게 이대로 영원히
아낌없이 다 주고 싶은 맘 내게는
두번 다시 허락되지 않을지 몰라
제발 기다리게는 하지마 나 눈뜨는 순간
널 솔직하게 다 보여주면 돼
내게 미안해마 지난 너의 사랑조차
그저 난 솔직하게 고마울뿐야 워~
살아있는 동안만 약속해 함께한다고
너에게 마지막 사랑 끝까지 나 하나뿐이라고 워~
세상 어디있어도 이젠 널 찾을 수 있어
나만이 느낄 수 있는 너의 그 향기로

이젠 알겠어 하늘이 정한 운명이 있다는걸
그게 바로 나의 너란걸 나의 전부를 걸어도 좋아
넌 이미 또다른 나라는 것만 믿어주면 돼
내게 미안해마 지난 너의 사랑조차
그저 난 솔직하게 고마울뿐야 워~
날 만나기 위해 너는 그렇게 이별해야했고
널 사랑하기 위해 힘들게 나를 지켜온거야
살아있는 동안만 약속해 함께한다고
너에게 마지막 사랑 끝까지 나 하나뿐이라고 워~
세상 어디있어도 이젠 널 찾을 수 있어
나만이 느낄 수 있는 너의 그 향기로"
893,빗속에서 (Feat. 알리),리쌍,"비 내리는 거리에서
그대 모습 생각해
이룰 수 없었던
그대와 나의 사랑을
가슴 깊이 생각하네
이 겨울이 너무나 춥다
시간은 나에게
외로움 하나를 건네준다
누가 이 쓸쓸함을 채워줄까
차라리 잠들어
행복한 꿈 하나를 꿀까
사랑은 내 길을 막는 것
사랑은 우산도 없이
비를 맞는 것
그렇게 여기며
그녀를 떠나보낸 건
마치 얼어붙은 차가운 세상을
내 알몸으로 끌어안는 것
사랑이 가도
이 추억 속에서
항상 난 살아가겠지
다시 또 누군갈 사랑한다면
그땐 니가 잊혀지겠지
비 내리는 거리에서
그대모습 생각해
이룰 수 없었던
그대와 나의 사랑을
가슴 깊이 생각하네
친구여 이세상은
눈 덮인 진부령
그처럼 항상 아름답진 않아
짐 꾸려
떠나가는 여인의 모습에
세상은 회색빛 도시로 물드네
우물에 비춰진 하늘처럼
지금 내 맘은
또 흔들거리네
만남부터 이별까지
난 모든 걸 다 기억하지
그 설레고
가슴 아픈 추억 속에
어제와 오늘을 또 이어가지
사랑이 가도
이 추억 속에서
항상 난 살아가겠지
다시 또 누군갈 사랑한다면
그땐 니가 잊혀지겠지
비 내리는 거리에서
그대모습 생각해
이룰 수 없었던
그대와 나의 사랑을
가슴 깊이 생각하네
비 내리는 거리에서
그대모습 생각해
이룰 수 없었던
그대와 나의 사랑을
가슴 깊이 생각하네
난 거니네 비 내린 거리를
그녀와 나의 추억 속에 잠긴 채
난 거니네 비 내린 거리를
그녀와 나의 추억 속에 잠긴 채
난 거니네
난 거니네 비 내린 거리를
그녀와 나의 추억 속에 잠긴 채"
894,지나간다,이솔로몬,"감기가 언젠간 낫듯이
열이 나면 언젠간 식듯이
감기처럼 춥고 열이 나는 내가
언젠간 나을 거라 믿는다

추운 겨울이 지나가듯
장맛비도 항상 끝이 있듯
내 가슴에 부는 추운 비바람도
언젠간 끝날 걸 믿는다

얼마나 아프고 아파야 끝이 날까
얼마나 힘들고 얼마나 울어야
내가 다시 웃을 수 있을까
지나간다

영원할 것 같던 사랑이
이렇게 갑자기 끝났듯이
영원할 것 같은 이 짙은 어둠도
언젠간 그렇게 끝난다

얼마나 아프고 아파야 끝이 날까
얼마나 힘들고 얼마나 울어야
내가 다시 웃을 수 있을까
지나간다
이 시간은 분명히 끝이 난다
내 자신을 달래며
하루하루 버티며 꿈꾼다
이 고통의 끝을

그 믿음이 없이 버틸 수 없어
그 희망이 없었으면 난 벌써
쓰러졌을 거야 무너졌을 거야
그 희망 하나로 난 버틴 거야
다 지나간다
내 자신을 달래며
하루하루 버티며 꿈꾼다
이 고통의 끝을"
895,Annie,윤종신,"Annie 혹시나 알고 있나요

내가 사랑한다는 걸



안다면 그대는 나빠요

얼마나 애태웠는지

Annie 이 노랠 듣고 있나요

그대가 바로 Annie예요



말하지 못했던 내마음

이제는 털어놓을께요

야 이 바보야

난 널 사랑하고 있어

얼마나 내게 위안이 됐는지

긴 아픔 멈춘게

다시 웃게 만든게 너야

느끼고 싶어

니가 내게 주는 사랑

바라기만 하는 내 모습

이해해주길 바래

내게로 올 수 있다면

아주 긴 시간동안 보답할께

oh Annie 조금은 후련하네요

정말 외치고 싶었는데



내앞에 Annie는 없지만

고백한거 같아 좋아요



야 이 바보야

난 널 사랑하고 있어

얼마나 내게 위안이 됐는지

긴 아픔 멈춘게

다시 웃게 만든게 너야

느끼고 싶어

니가 내게 주는 사랑

바라기만 하는 내 모습

이해해 주길 바래

내게로 올 수 있다면

아주 긴 시간동안 보답할께

oh Annie 그래도 모르겠나요

그대가 바로 Annie란걸



그래요 모를수도 있죠

아니면 모른척 하는지

oh Annie"
896,곁에 있어준다면,성시경,"여기 오늘이 지나가네
녹은 노을을 바라보는
숨죽인 마음은 저 하늘과 또
같이 저무네
우린 지친 하루의 끝에
오직 서로를 보고 있네
그 조각을 난 기다려 왔나 봐
그대가 내게 흘려주던 그 한 줌의 말을
그대여 날 알아본다면
그대 내 곁에 있어준다면
이대로 나 걸어갈 수 있을 텐데
다신 넘어지지 않을 텐데
매일 같은 그림자 위에 서 있는 둘
또 수많은 사람들
그 틈 안에서 우리의 마음은
점점 자라네
우린 지친 하루의 끝에
오직 서로를 보고 있네
이 순간을 난 기다려 왔나 봐
누군가 내 손을 잡아 이끌어줄 그날을
그대여 날 알아본다면
그대 내 곁에 있어준다면
이대로 나 걸어갈 수 있을 텐데
다신 넘어지지 않을 텐데
그대여 날 알아본다면
그대 내 곁에 있어준다면
이대로 나 걸어갈 수 있을 텐데
다신 넘어지지 않을 텐데"
897,추억 만들기,김현식,"새끼손가락 걸며
영원 하자던
그대는 지금 어디에
그대를 사랑하며
잊어야하는
내 맘은 너무 아파요
그대 떠나는 뒷모습에
내 눈물 떨구어 주리
가는 걸음에
내 눈물 떨구어 주리
내 마음 보여줘 본
그때 그 사람
사랑하던 나의 그 사람
뜨거운 내 마음은
나도 모르게
천천히 식어갑니다
세월이 흘러가서
백발이 되어버리고
얼굴엔 주름지어
내 사랑 식어버려도
내 마음 보여줘 본
그때 그 사람
사랑하던 나의 그 사람
뜨거운 내 마음은
나도 모르게
천천히 식어갑니다"
898,비밀 (Secret),태연 (TAEYEON),"아늑히 울려 퍼지던
피아노 선율을 타고
두 눈을 감고서
이 음악에 기대 얘길 시작해
나 이렇게
지난날들이 떠올라 Em
왜 그리 아팠던 걸까 Yeah
떠나가버린 기억과 흩어진 추억에
낯선 세상이 힘에 겨울 때
Oh then there’s you
어질러진 내 마음속의
Oh it's you
감춰왔던 비밀을 찾게 해
한참을 내 맘 깊숙이
숨겨온 소중한 이 한 마디
꺼내 말할래
Oh then there’s you
꿈이 가까워질수록
두려움이 또 날 덮어와 No No
길을 잃은 날 찾아서
그렇게 다가와 데려가 주길
기도해왔어
Oh then there’s you
어질러진 내 마음속의
Oh it's you
감춰왔던 비밀을 찾게 해
한참을 내 맘 깊숙이
숨겨온 소중한 이 한 마디
꺼내 말할래
언제부터 인지 끝도 없는 시련 속
어느새 네 눈빛이
괜찮다 내게 속삭이는데
Then there’s you
메마른 나의 세상 끝에
Oh it’s you
단비가 되어 젖어 들게 해
한참을 내 맘 깊숙이
숨겨온 소중한 이 한 마디
너를 사랑해
Oh then there’s you"
899,사랑하면 할수록,한성민,"노을 지는 언덕너머
그대 날 바라보고있죠
차마 말 하지 못한 내마음을
이미알고 있었나요
왠지 모르게 우리는
우연처럼 지내왔지만
무지개문 지나 천국에 가도
나의마음 변함없죠
사랑하면 할수록 그대그리워
가슴아파도
이것만을 믿어요 끝이아니란걸

이제야 난 깨달았죠
사랑은 숨길 수 없음을
우연처럼 쉽게 다가온 그대
이젠 운명이 된거죠
사랑하면 할수록 멀어짐이
두렵기만 해도
이것만을 믿어요 끝이 아니란걸
끝이 아니란걸"
900,너와 나 우리 (Feat. ZELO of B.A.P),이예준,"너와 내가 함께한 순간들
그 모든 게 하나같이 다 선명해
아무리 아무리 많은 말 꺼내고
눈빛을 나눠도
오늘의 아쉬움 줄어들지 않아
그 무엇도 어떤 누구도
널 대신할 순 없겠지
우리 특별한 마음 소중한 추억도
이제는 다 여기 남아
잠시 묻어두고 떠나지만
항상 나의 맘엔 영원할 거야
안녕 오늘이 마지막 끝은 아냐
우리 따뜻했던 마음은
잊지 않을 거야
나는 너의 곁에 너의 옆자리에
언제나 서 있어
I'm always with you
항상 기억해 미소짓는
너와 나 우리
uh uh uh uh uh uh uh uh uh uh
너와 나 우리
uh uh uh uh uh uh uh uh uh uh
너와 나 우리
넘어져도 일어나 난 계속 Try
이렇게 하면 볼 수 있겠지
언젠가는 다
날 잊지 않는 너의 기억 속에
이 편지를 담아
언제나
내가 존재하는 이유는 너
You’re right
마지막 인사에 기분 이상해
아쉬움 앞에 공허해지는
새벽 밤공기 위 입김을 불어
사인해 7년이 갔네
선물이라 생각해주길 이 Silence
Silence
더 표현해야지
그래도 돼 사실
널 대신하는 건 없고
부족했어 많이
너와 난 마지막이 아니야 아직
앞날을 만들어볼 게 환하게
My dear
그 무엇도 어떤 누구도
널 대신할 순 없겠지
우리 특별한 마음 소중한 추억도
이제는 다 여기 남아
잠시 묻어두고 떠나지만
항상 나의 맘엔 영원할 거야
안녕 오늘이 마지막 끝은 아냐
우리 따뜻했던 마음은
잊지 않을 거야
나는 너의 곁에 너의 옆자리에
언제나 서 있어
I'm always with you
항상 기억해 아름답던
너와 나 우리
모든 게 다 변해가도
걱정 마 내가 있어
내 모습이 희미해져도
괜찮아 나는 널
영원히 기억할 거야
Promise 약속해 Promise
안녕 오늘이 마지막 끝은 아냐
우리 가슴속에 기억들
영원함일 거야
나는 너의 곁에 너의 옆자리에
언제나 서 있어
I'm always with you
항상 기억해 아름답던
너와 나 우리
uh uh uh uh uh uh uh uh uh uh
너와 나 우리
uh uh uh uh uh uh uh uh uh uh
너와 나 우리"
901,후회로 가득한 밤,란 (RAN),"후회로 가득한 밤 너를 보낸 내 모습
이제 누구도 사랑할 수
없을 것 같은 내 마음
내 모든걸 다 주었고
진심으로 사랑했죠
이렇게 될 줄 몰랐어
사랑한 그 순간만은 바보같았던
누구보다 널 향했던
나의 마음 그 모든게
이젠 이젠 다 사라진 채 눈물만
너 하나만 바라보며 살았왔던
내 모습이 이제는 초라해졌어
사랑한 그 순간만은 바보같았던
누구보다 널 향했던
나의 마음 그 모든게
이젠 이젠 다 사라진 채 눈물만
너와 함께한 그때가 생각나
어떻게 하루를 살아야해
사랑한 그 순간만은 바보같았던
누구보다 널 향했던
나의 마음 그 모든게
이젠 이젠 다 사라진 채 눈물만"
902,Crying,씨스타,"니가 없는 하루
아무것도 잡히지가 않는데
Never No more
후회해도 나는 이제
모두 끝나버린 걸
다시 돌이킬 자신도 없어
너는 살짝 내게 다가와
나를 슬쩍 다시 흔들어
Oh no Oh no
내 맘 붙잡지 말란 말이야
더는 너만 바라보면서
우는 내가 바보 같아서
Oh no Oh no
이런 게 사랑은 아니잖아
Love 아무렇지 않은 척
사랑해도 안 한 척
표현할 수 없어
Crying Crying
Love 돌이키려 해봐도
이미 니가 없는 난
하염없이 Crying crying
눈을 떠 정신차려보니
넌 없어 비비고
두리번거려봐도 너는 없고
다시 또 한 번 눈을 감았다 떠
그래도 넌 없다
너 정도 쯤 없어도 괜찮을 거라
생각했던 난 너와 주고받았던
추억들만 다시 들여봐
토해내듯 쏟아져 버리는
눈물 추억 뿐 모두 다 끝
그만해
For You and Me
너는 살짝 내게 다가와
나를 슬쩍 다시 흔들어
Oh no Oh no
내 맘 붙잡지 말란 말이야
더는 너만 바라보면서
우는 내가 바보 같아서
Oh no Oh no
이런 게 사랑은 아니잖아
Love 아무렇지 않은 척
사랑해도 안 한 척
표현할 수 없어
Crying Crying
Love 돌이키려 해봐도
이미 니가 없는 난
하염없이 Crying crying
No 내가 알던 내가 아냐
이러다가 또 말겠지 알아
숨을 쉴 때마다 니가 미워
밤새 잠도 못 들고
괜찮다 나를 달래봐도
어쩔 수 없어 돌릴 수 없어
늦은 후회만
So don`t cry
Love 너는 다르다는 걸
나를 바꿔 놨단 걸
이제야 모두 다 알 것 같아
넌 아무리 밀어내도
아무리 떨쳐내도
떠날 수 없는 전부인 걸
I wanna go back
I couldn't love anyone but you"
903,같은 생각,신혜성,"눈을 떠 보니
어딘가 어색해 진건
그냥 나만의 예감이 아닌가봐
늘 그랬듯이
늘 같았던 우리 생각은
헤어질때도 이렇게 같은가봐
아니길 바래
이번만은 아니길 바래
우리 생각이 같지 않기를 바래
늘 그랬듯이
내 곁에서 웃어주겠니
이젠 그럴 수 없다는 걸 알지만
아니라면 내 사랑이 아니면
그냥 아무것도 모른채 살겠지만
이렇게 마음이 아픈건
어쩔수 없는
너를 향한 내 마지막 선물
눈을 떠보니
잠에서 깨어났나봐
얼마나 오래 꿈꾸고 있었는지
하늘을 보니
내 눈가에 눈물이 고여
다시 눈감고 싶지만
그럴 수 없어
아니라면 내 사랑이 아니면
그냥 아무것도 모른채 살겠지만
이렇게 마음이 아픈건
어쩔수 없는
너를 향한 내 마지막 선물
늘 같은 생각과
같은 꿈을 꾸기를
그렇게도 깊게 원했었지만
이게 우리 마지막
같은 생각이란걸
다신 같을 수 없는 생각인걸
눈을 뜨면 내 사랑이 맞다면
그냥 아무 일도
없던 걸로 되기를
이렇게 마음이 아픈건
어쩔수 없는
너를 향한 내 마지막 선물
내 마지막 그대"
904,"오직, 그대",이현,"내게 불어오고 있죠
그대라는 낯선 바람에
시간이 멈춘 듯 떨려오던 그 순간에
나 돌아갈 수 없단 걸 느끼죠
다시 바라보고 있죠
또 기다리고 있죠
날 바라봐 준다면
그대만 그대만 나를
아무 일도 없던 듯이
그대에게 다가갈게 이렇게
다시 돌아갈 수 있나요
나를 안아줬던 그때로
내겐 무엇보다 소중했던 모든 순간을
다 지울 수는 없겠죠
또다시 그댈 찾아요
다시 바라보고 있죠
또 기다리고 있죠
날 바라봐 준다면
그대만 그대만 나를
아무 일도 없던 듯이
그대에게 다가갈게 이렇게
조금씩 스쳐가는 시간들에
그댈 지워도 지워지지가 않잖아
우리가 선명해져
그날의 기억을 부르며
소리 없이 그댈 기다리죠
그댈 바라보고 있죠
오직 그대만을 찾죠
날 바라봐 준다면
그대만 그대만 나를
아무 일도 없던 듯이
짙어지는 그리움에
언제나 그대만을 기다리고 기다리죠"
905,사랑하고 있습니다,2BIC(투빅),"그대만 보는
한 사람이 있습니다
그대만 아는
한 사람이 있습니다
말로는 다 못해도
많이 부족해도
그댈 사랑한
한 사람이 있습니다
내가 그대를
사랑하고 있습니다
내가 그대를
또 원하고 있습니다
눈물이 다 말라도
가슴이 다 닳아도
내가 그댈
사랑하고 있습니다
그대에게 말로는
못다한 내 사랑
세상을 다해도 모자란
내 사랑입니다
눈물이 다 말라도
가슴이 다 닳도록
원하고 원한 사랑
그대 입니다
내가 그대를
사랑하고 있습니다
내가 그대를
또 원하고 있습니다
눈물이 다 말라도
가슴이 다 닳아도
내가 그댈
사랑하고 있습니다
그대에게 말로는
못다한 내 사랑
세상을 다해도 모자란
내 사랑입니다
눈물이 다 말라도
가슴이 다 닳도록
원하고 원한 사랑
그대 입니다
왜 모르나요 안보이나요
내맘 안들리나요
언제쯤 날 안아줄까요 언제까지
내 맘을 모른척 하나요
얼마나 더 울어야
얼마나 더 아파야
사랑할 수 있나요
내가 그댈"
906,바람기억,현신영,"바람 불어와
내 맘 흔들면
지나간 세월에
두 눈을 감아본다
나를 스치는
고요한 떨림
그 작은 소리에
난 귀를 기울여 본다
내 안에 숨쉬는
커버린 삶의 조각들이
날 부딪혀 지날 때
그 곳을 바라보리라
우리의 믿음
우리의 사랑
그 영원한 약속들을
나 추억한다면
힘차게 걸으리라
우리의 만남
우리의 이별
그 바래진 기억에
나 사랑했다면
미소를 띄우리라
내 안에 있는
모자란 삶의 기억들이
날 부딪혀 지날 때
그 곳을 바라보리라
우리의 믿음
우리의 사랑
그 영원한 약속들을
나 추억한다면
힘차게 걸으리라
우리의 만남
우리의 이별
그 바래진 기억에
나 사랑했다면
미소를 띄우리라"
907,하얀 나비,김정호,"음 생각을 말아요
지나간 일들은
음 그리워 말아요
떠나갈 님인데
꽃잎은 시들어요
슬퍼하지 말아요
때가 되면 다시 필 걸
서러워 말아요
음 어디로 갔을까
길 잃은 나그네는
음 어디로 갈까요
님 찾는 하얀 나비
꽃잎은 시들어요
슬퍼하지 말아요
때가 되면 다시 필 걸
서러워 말아요"
908,사랑은 다 이러니,홍진영,"머리로는 아는데
잊어야 하는 걸
가슴으론 그게 안 돼
하루에도 수천 번
전화기만 들여다봐
혹시 네가 연락할까 봐
잘 있는지 넌 내 걱정도
안 되는 거니
한 번쯤 물어봐 주지
원래 사랑은 다 이러니
사랑이 뭐 이러니
결국 이별뿐인 걸
바보같이 다 줬나 봐
너를 잊는 중이야
죽을 힘 다해
매일 널 잊고
매일 또 지워도 생각나
어쩌란 말야
가끔씩은 너도
내 생각날 때 있겠지
어쩌다 취한 밤이면
원래 사랑은 다 이러니
사랑이 뭐 이러니
결국 이별뿐인 걸
바보 같이 다 줬나 봐
너를 잊는 중이야
죽을힘 다해
매일 널 잊고
매일 또 지워도 생각나
항상 이별이 다 이러니
나에게만 힘드니
내가 너를 너무나
사랑한 게 다였잖아
미워하는 중이야 널 잊기 위해
어떻게 이래 어떻게 나에게
어떻게 사랑이 이래"
