,제목,가수,가사
313,우리 사랑은 다신 이뤄지지 않아,김재환,"다시 돌아오지 않을 걸 알아
우리 사랑은 다신 이뤄지지 않아
헝클어진 머리를 만져주던
따뜻한 손길도 느낄 수가 없어

매일 똑같은 일상들에 지겨워지면
너의 사진을 꺼내 바라보다가

사랑했던 기억들이 울고 웃던 그날들이
갈수록 더 그리워 견딜 수 없어
미안했던 일들만 자꾸 떠올라 날 괴롭히는데
참 바보 같았던 나야

오지 않을 시간들로 나 버티고 있어
아직 널 기다리나 봐

사랑했던 기억들이 울고 웃던 그날들이
갈수록 더 그리워 견딜 수 없어
미안했던 일들만 자꾸 떠올라 날 괴롭히는데
참 바보 같았던 나야

매일매일 미칠 듯 아파와
더는 안 될 거 같아 난

사랑했던 기억들이 울고 웃던 그날들이
갈수록 더 그리워 견딜 수 없어
미안했던 일들만 자꾸 떠올라 날 괴롭히는데
날 사랑했었던 너야"
314,사랑지우개,제이세라,"머릿속에 그대 모습 지워도
내 가슴에 그려지는 사람
사랑해요 세상에 그대 한사람
오늘도 그대를 난 기다려요
어떡하죠 그 사람앞에서
자꾸만 계속 그대 이름 불러요
난 미안하죠 좋은 사람인데
내가 나쁜 여자에요
나 그 앨 만나며 너를 지우려했어
가슴에 적힌 니 이름 모두 잊으려했어
너와 자주 가던 카페에서 마주앉아
또 다른 추억으로 널 지우려했어
근데 너란 사람 참 질기더라
술취해 그 앞에서 니 이름만 부르더라
머릿속에서 겨우 널 다 지웠는데
가슴에 박혀버린 넌 지워지지 않더라
머릿속에 그대 모습 지워도
내 가슴에 그려지는 사람
사랑해요 세상에 그대 한사람
오늘도 그대를 난 기다려요
약속했죠 그 사람앞에서
이젠 그대를 모두 잊을 꺼라고
다 잊었다고 난 말해왔는데
그 약속 못할것같아
마치 넌 최면처럼 새겨진 문신처럼
아무리 지우고 지워도
잊혀지지 않는 걸
사랑을 준것처럼 행복을 준것처럼
눈물도 상처도 이젠 다 가져가요
나 정말 어쩌죠 죽을것만 같아요
마지막 지우는 법을 다 말해줄래요
툭툭툭 먼지 털어버리듯 그냥
툭툭툭 사랑 지워버리게
머릿속에 그대 모습 지워도
내 가슴에 그려지는 사람
사랑해요 세상에 그대 한사람
오늘도 그대를 난 기다려요
사랑하는 것만 가르쳐줘서
널 지우는건 모르나봐요
혹시라도 너다시 보게 될까봐
눈물을 닦고서 난 기다려요
머릿속에 그대 모습 지워도
내 가슴에 그려지는 사람
사랑해요 세상에 그대 한사람
오늘도 그대를 난 기다려요"
315,우린 봄이 오기 전에 (Before Our Spring),종현 (JONGHYUN),"우린 봄이 오기 전에
따뜻하기 전에 한번 볼까요
우린 날이 밝기 전에
모두 잠들었을 때 꼭 만나요
사실은 난 널 바라보는 게
지켜보는 게 좋아
가만히 웃는 널 바라보는 게
그냥 지켜보는 게 편해
바보 같은 말이지만
네 앞에 나서는 게 두려워
네가 날 이해 못한대도
괜찮아 괜찮아
아직 봄이 오기까지는
꽤나 남아 있으니까
사실은 난 또 봄이 오는 게
따뜻해지는 게 싫어
가만히 웃는 널
멀리서 보기만 해도
가슴이 아리는데
바보 같은 말이지만
네 앞에 나서는 게 두려워
네가 날 이해 못한대도
괜찮아 괜찮아
아직 봄이 오기까지는
꽤나 남아 있으니까
이번 봄은 예전보다 빨리 온다지요
차갑게 얼은 겨울은 아직 그대로인데
어찌해야 하나 고민 말아요
난 괜찮아요 또 내게도 봄이 오겠죠
난 네 앞에 나서는 게 두려워
혹시 너에게 옮길까 봐
내 눈물 내 슬픔 잊고
내게도 봄이 오면 그땐 그땐 그땐
그땐"
316,Dear Moon,네이비쿼카 (NavyQuokka),"넌 내게 잊혀지지 않는 달
넌 정말 지워지지 않는다
유난히 바래지지 않는 기억 속에
남겨둘게 너의 빈자리를
오늘 밤도 떠오르는
그날 밤에 함께 봤던
커다랗고 예쁜 그달 그 밤에 달
오랜 시간 함께했던
기억 너머 떠오르는
커다랗게 예쁜 그달 그날의 달
넌 내게 잊혀지지 않는 달
넌 정말 지워지지 않는다
유난히 바래지지 않는 기억 속에
남겨둘게 너의 빈자리를
넌 내게 잊혀지지 않는 달
넌 정말 지워지지 않는다
유난히 바래지지 않는 기억 속에
남겨둘게 너의 빈자리를
Dear moon Can you hear me
이런 날 어떻게 해줘요
Dear moon Can you hear me Now
지금이라도 말해줘요
사실은 나를 잊지 못했다고
사실은 나를 지울 수 없다고
유난히 바래지지 않는 기억 속에
매일 떠올라 잠 못 드는 밤이었다고
넌 내게 잊혀지지 않는 달
넌 정말 지워지지 않는다
유난히 바래지지 않는 기억 속에
남겨둘게 너의 빈자리를"
317,갈아타는 곳,이예준,"어느 새 도착했나봐
이별로 갈아타는 곳
내리기 싫은데 싫은데
자꾸 밀어내
아직 난 혼잔 안 되는데
눈치 없이 졸린 척을 해보고
구질구질하게 매달려도
내려야만 하잖아
가야 하는 정거장도 모르겠는데
지하철의 방송소리가
날 자꾸 재촉해
한 정거장만 한 정거장만
더 지나서 내리면
너를 잊을 수 있을 텐데
또 다시 도착했나봐
상처로 갈아타는 곳
아프기 싫은데 싫은데
점점 더 아파
언제쯤 웃을 수 있을까
아픔이란 정거장을 지나서
모르는 척하고 계속 가면
네가 다시 나올까
가야 하는 정거장도 모르겠는데
지하철의 방송소리가
날 자꾸 재촉해
한 정거장만 한 정거장만
더 지나서 내리면
너를 보낼 수 있을 텐데
날 이렇게 버려두고 떠날거면
가야 하는 정거장 좀
네가 알려줘 제발
미친 사람처럼 매일 지하철을 타
너란 역은 아무리
찾아도 나오질 않아
왜 없는 거야 왜 없는 거야
어디든 갈 수 있는데
왜 너만 없는거야
왜 너만 없는거야"
318,우리도 그들처럼,XIA (준수),"해줄 말이 없어 눈을 피해봐도
그새 떠오른 한마디 참 미안하다고
나를 사랑해준 참 고마운 사람
이렇게 우리도 어떤 그들처럼
시간 가면 지워질까요
상처받은 이 가슴
끝내 속상한 일로 우리는
정말 많이 아플 거예요
지금보다 많이
이 세월의 크기 보다 사랑한 것보다
이 시절을 가득 채웠던
뜨거운 눈물들
그저 흘러가는 추억으로
보내지 말아요
시간 가면 잊혀질까요
상처받은 이 가슴
끝내 속상한 일로 우리는
어제는 바람이 불어서
떠나는 그대를 더 크게 불러봤어요
안될걸 알면서
이 시절을 가득 채웠던
뜨거운 눈물들
부디 스쳐가는 추억으로
보내지 말아요
몰라야 했던 너무나 슬픈
채워지지 않을 우리 지난날
어디선가 멈춰 선 이 사랑
정말 많이 아플 거예요
지금보다 많이
이 세월의 크기 보다 사랑한 것보다
이 시절을 가득 채웠던
뜨거운 눈물들
부디 스쳐가는 추억으로
보내지 말아요"
319,시시콜콜한 이야기,이소라,"잠깐 일어나봐 깨워서 미안해
나도 모르겠어
윤오의 진짜 마음을
같이 걸을때도
거기 어디니
한걸음 먼저 가
친구들 앞에서
혼자있니
무관심할 때도 괴로워
어디가지말고
거기 있어 내가 갈께
많이 힘들어
지금 우는 거니
요즘 자주 울어
너 땜에 속상해
맨 처음 봤을 때
가슴 뛰던 생각 나
너의 모습 알아
그렇게 힘들면 헤어져
헤어지긴 싫어
그렇게 안되니
내가 좋아하는 거 알잖아
더 잘해달라면 그럴거야
이러고 있는 거
그사람은 아니
나도 너무 싫어
매일 이러는거
갤 만나고부터
못견디게 외로워
세상에 어딨니
울어도 달라진 건 없어
저울이 기울어
조금만 기다려 응
나만 사랑하는 거 같잖아
또 전화도 없고 또 날 울려"
320,그대란 정원,정은지,"하늘에 닿을 만큼 높은 걸요
바다를 품을 만큼 넓은 걸요
이렇게 내 마음은
물들어 가고 있어요
그대의 그 향기들로
이렇게 Love U Love U Love U 사랑해
따스해 너만 생각하면 행복해
너를 품은 생각만으로
미소가 가득 번지고
내 세상 물들인 그대
그대란 정원에 나 꽃이라면
그대란 하늘에 나 구름이면
그대 안을 예쁘게
다 꾸미고 싶은걸요
나만의 그 색깔들로
이렇게 Love U Love U Love U 사랑해
따스해 너만 생각하면 행복해
너를 품은 생각만으로
미소가 가득 번지고
내 세상 물들인 그대
내 소망이 된 너 내 기쁨이 된 너
어디서 무얼 하던지 난
니가 떠오르고
가슴 벅찬 내 사랑이
언제쯤 니 맘에 보일까 또 닿을까
모두 주고 싶다
I love U love U 사랑해
따스해 너만 생각하면 행복해
사랑한단 말로는 내 맘
다 표현 할 수가 없죠
그대로 가득한 내 맘
이렇게 Love U Love U Love U 사랑해
따스해 너만 생각하면 행복해
너를 품은 생각만으로
미소가 가득 번지고
내 세상 물들인 그대
그대란 정원에 살래"
321,지나간다,박현규 (VROMANCE),"감기가 언젠간 낫듯이
열이 나면 언젠간 식듯이
감기처럼 춥고 열이 나는 내가
언젠간 날거라 믿는다
추운 겨울이 지나가듯
장맛비도 항상 끝이 있듯
내 가슴에 부는 추운 비바람도
언젠간 끝날 걸 믿는다
얼마나 아프고 아파야 끝이 날까
얼마나 힘들고 얼마나 울어야
내가 다시 웃을 수 있을까
지나간다 이 고통은 분명히 끝이 난다
내 자신을 달래며
하루하루 버티며 꿈꾼다
이 이별의 끝을
그 믿음이 없인 버틸 수 없어
그 희망이 없었으면 난 벌써
쓰러졌을 거야 무너졌을 거야
그 희망 하나로 난 버틴 거야
지나간다
아프고 아파야 끝이 날까
얼마나 힘들고 얼마나 울어야
내가 다시 웃을 수 있을까
지나간다 이 고통은 분명히 끝이 난다
내 자신을 달래며
하루하루 버티며 꿈꾼다
이 이별의 끝을
이 이별의 끝을
이 이별의 끝을"
322,함께란 이유,멜로망스,"길었던 소란에 편히 잠들지 못했던
꿈꾸던 우리는 무얼 바라보고 있나요
작은 선물이 각자의 맘을
따스히 안아줬지만
힘겨웠나요 그대는 어떤가요
두 눈을 감으면 그때 우리가 보여요
아름다웠던 꿈처럼 우린
함께 서 있네요
어린 사랑이 욕심이 되어
헤아리지 못한 나는
힘겨웠어요 그대도 그랬나요
오랜 시간이 흐른 지금 어떤가요
고맙고 미안한 내 마음 망설여왔지만
말할 수 있죠 그대이기에
걸어올 수 있었단 걸
이제 알았죠 함께 한 모든 날을
길었던 소란에 편히 잠들지 못해도
감사한 그대 행복하네요
함께란 이유로"
323,잊을 수 없는 너,최재훈,"이렇게 너 떠나가고
홀로 남겨지는게
어떤건지 예감 했었지만

너는 날 볼수있는데
나는 널 볼수 없는
또 다른 현실
이제야 나는 알았어
지금 넌 나의 눈물을
닦아주고 있지만
나는 너를 느낄수 없으니
네 이름 부르며 우는
나를 어쩌지 못해
너도 내옆에 서럽게 울고 있겠지
너와의 약속을 기억해

모두잊고 밝게 살거라 했지만
너를 잊으라 하지마
그럼 난 어떡해
나는 아무힘이 없잖아
네가 세상에 남기거라곤
나밖에 없는데
어떻게 내가 널 잊겠니
그 많은 정을 남기려고
나를 떠났지만
남아있는 네겐 그게 삶인데

너와의 약속을 기억해

모두 잊고 밝게 살거라 했지만
너를 잊으라 하지만
그럼 난 어떻게
나는 아무 힘이 없잖아
니가 세상에 남긴거라곤
나밖에 없는데
어떻게 내가 널 잊겠니
그많은 정을 남기려고
나를 떠났지만
남아있는 내겐 그게 삶인데
남아있는 내겐 그게 삶인데"
324,첫눈처럼 너에게 가겠다,이선희,"널 품기 전 알지 못했다
내 머문 세상 이토록
찬란한 것을
작은 숨결로 닿은 사람
겁 없이 나를 불러준 사랑
몹시도 좋았다
너를 지켜보고 설레고
우습게 질투도 했던
평범한 모든 순간들이
캄캄한 영원
그 오랜 기다림 속으로
햇살처럼 네가 내렸다
널 놓기 전 알지 못했다
내 머문 세상 이토록
쓸쓸한 것을
고운 꽃이 피고 진 이곳
다시는 없을 너라는 계절
욕심이 생겼다
너와 함께 살고 늙어가
주름진 손을 맞잡고
내 삶은 따뜻했었다고
단 한 번 축복
그 짧은 마주침이 지나
빗물처럼 너는 울었다
한 번쯤은 행복하고
싶었던 바람
너까지 울게 만들었을까
모두 잊고 살아가라
내가 널 찾을 테니
네 숨결 다시
나를 부를 때
잊지 않겠다
너를 지켜보고 설레고
우습게 질투도 했던
네가 준 모든 순간들을
언젠가 만날 우리 가장 행복할 그날
첫눈처럼 내가 가겠다
너에게 내가 가겠다"
325,건강하고 아프지마요,윤민수(바이브),"Sorry 미안해요 엄마
Sorry 사랑해요 엄마
그댄 평생을 우릴 위해 사셨죠
이젠 내가 당신을 위해 살게요
엄마 지켜줄게요 엄마
제발 건강하고 아프지마요
더 잘할게요 엄마
이젠 건강하고 아프지마요
걱정 말아요 엄마
너무 사랑하고 사랑해요
미안하고 고마워요 엄마
엄마
늦은 밤 불 꺼진 소파에
이불 없이 잠드신 아버지
늘 고되고 지친 하루를
이제 내가 덮어줄게요
Sorry 미안해요 아빠
Sorry 사랑해요 아빠
그댄 평생을 그대 없이 사셨죠
이젠 내가 당신을 위해 살게요
아빠 지켜줄게요 아빠
제발 건강하고 아프지마요
더 잘할게요 아빠
이젠 건강하고 아프지마요
걱정 말아요 아빠
너무 사랑하고 사랑해요
미안하고 고마워요 아빠
아빠
다음 생에도 난 이 다음 생에도
엄마 아빠 아들 딸이니까
다시 또 우리 엄마 아빠로 태어나줘
걱정 말아요
아무 걱정 말아요
걱정 말아요
아무 걱정 말아요
걱정 말아요
아무 걱정 말아요
걱정 말아요
아무 걱정 말아요
내가 지켜줄게요
제발 건강하고 아프지마요
사랑해요 엄마
항상 건강하고 아프지마요
사랑해요 아빠
나는 행복하고 행복해요 영원토록
함께해요 아빠 사랑해요 엄마"
326,나만의 슬픔,이수 (엠씨더맥스),"내 소식
그녀가 들을 때 쯤엔
난 아마
세상 어디도 없겠지
친구야 내게 허락된 시간이
이젠 다 되어 가나봐
알리진 말아줘
차라리 그녀가 모르게
아무런 슬픔도 남기긴 싫어
연락이 닿아도
올 수 가 없을거야
이제는 다른 세상에서 워워
그녀를 만나서 내 얘길 묻거든
그저 난 잘 있다고 대답해줘
이제야 알겠어
그녀가 내게는
얼마나 소중 했는지
가슴이 메어와

나 훗날 재 되면
그녀가 다니는 길목에
아무도 모르게 흩어 놓아줘
가끔씩 오가는
그 모습만이라도
그 길에 남아 볼 수 있게 워워
그녀를 만나서 내 얘길 묻거든
그저 난 잘 있다고 대답해줘
이제야 알겠어
그녀가 내게는
얼마나 소중 했는지

약속해줘
나 없는 세상에
남겨진 그녀를
나 대신 지켜준다고
그녀를 부탁해"
327,모든 순간이 그림이 되어,신지후 (포스트맨),"하루 끝을 채우는
왠지 모를 공허함
모든 게 지쳐만 갈 때
단 한 번 돌아보지 않고
끝도 없이 달려와 보니
느껴지더라
끝이 보이지 않는
평화로운 바닷가
살에 닿은 따뜻한 바람이
어느샌가 다독이며
위로해 주는 듯
내 곁에 있는 걸
고요한 바다와
별빛 가득한 밤
어디선가 흐르는 너의 그 노래
잠시 접어두었던
여유로운 시간들
또 한 가지의 추억이 되어
남겨질 것만 같아
누군가를 미워하고
걷잡을 수 없었던
어리석은 내 모든 날들도
썩 괜찮게 지나가는
하루하루가
나와 함께란 걸
고요한 바다와
별빛 가득한 밤
어디선가 흐르는 너의 그 노래
잠시 접어 두었던
여유로운 시간들
또 한 가지의 추억이 되어
남겨질 것만 같아
다시 한번 일어설 수 있게 날
붙잡아주는 힘이 되어준 너
보이지 않아도
들을 수 없어도
마음으로 느낄 수 있는 것처럼
잠시 무뎌졌었던
누굴 위한 시간들
모든 순간이 그림이 되어
남겨질 것만 같아"
