,가수,제목,가사
10,제이세라,언제나 사랑해 (Inst.),"둘이 손잡고 걸을때
마주보며 또 웃을때
사랑한다 말하지 않아도 알아
널 만나러 가는길에
내 입가에 늘 환한 미소만이
흐르고 있어
사랑해 너를 사랑해
눈물나도록 사랑해
저기 밤하늘의 별보다
보석보다 니가 더 소중해
얼마나 내가 얼마나 너를 사랑하는지
내 모든걸 너에게 줄께

속상하고 힘이들때
열이나고 아파할때
옆에서 늘 힘이되준 사람 너야
집에 돌아오는 길에
내 귓가엔 늘 너의 음성만이
흐르고 있어
사랑해 너를 사랑해
눈물나도록 사랑해
저기 밤하늘의 별보다
보석보다 니가 더 소중해
얼마나 내가 얼마나 너를 사랑하는지
내 모든걸 너에게 줄께
세월지나 많이 변했을때
미운 나의 손을 잡아줄 사람
먼 훗날 아주 먼 훗날
우리 눈감는 그날에
나를 사랑해준 너에게 고맙다고
후회는 없다고
사랑해 나만의 사랑
다시 태어난대도
내 사랑은 너하나 뿐야
영원히 너를 사랑해"
11,전인혁,듣고 있니...,"듣고 있니 내 얘기가 들리니
지금 나는 널 보낸
그 길을 지나고 있어
혹시라도 우리의 시간
기억하고 있다면
멈춰버린 내 심장을 안아줘
숨쉴 수 있게

영원할 것 같았던
우리 지난 기억모두
이제는 추억으로
흩어져 가고 있지만
돌아갈 순 없겠지
우리 지난 시간속에
날 다시 태어나게 해준 너의 곁으로
내 지친 하루를 가만히 품어주고
언제나 쉴 수 있는 나무가 되어주던
사랑스런 미소 마법같던 시간
다시는 느낄 수 없어도
영원히 사랑해
듣고 있니 내 얘기가 들리니
지금 나는 널 보낸
그 길을 지나고 있어
혹시라도 우리의 시간
기억하고 있다면
멈춰버린 내 심장을 안아줘
숨쉴 수 있게

내 지친 하루를 가만히 품어주고
언제나 쉴 수 있는 나무가 되어주던
사랑스런 미소 마법같던 시간
다시는 느낄 수 없어도
영원히 사랑해
듣고 있니 내 얘기가 들리니
지금 나는 널 보낸
그 길을 지나고 있어
혹시라도 우리의 시간
기억하고 있다면
멈춰버린 내 심장을 안아줘
숨쉴 수 있게
숨쉴 수 있게"
12,프리스타일,가슴서랍,"너의 웃는 모습
너의 울던 모습도
이젠 아늑한 기억으로만
가슴 서랍에 담는다
웃어도 즐겁지 않고
눈물도 말라버려서
멋쩍은 미소로 안녕을 빈다
너는 곁에 없지만
너의 향기는 남아서 곁에 있어
쓸쓸한 이 방 가득히
옛사랑이 흩어진다

웃어도 즐겁지 않고
눈물도 말라버려서
멋쩍은 미소로 안녕을 빈다
너는 곁에 없지만
너의 향기는 남아서 곁에 있어
쓸쓸한 이 방 가득히
옛사랑이 흩어진다
내 사랑이 흩어진다"
13,나윤권,She Will Dance,"이미 멈춰버린 시간속에서
힘없이 부서진 꿈의 조각들
사랑은 그렇게 흐린 꿈처럼 지워진다

어느새 무뎌진 기억 저 편에
쓰디쓴 한숨과 낯선 침묵들
이별은 그렇게 아무말 없이 사라진다
She Will Dance She Will Dance
나와 마지막 춤을
함께 머물던 기억속에서
I WIll Dance I Will Dance
고장난 시계처럼 가슴에
고인 눈물 삼키며 또 웃는 나

흠뻑 젖어버린 이 거리 위에
차갑게 버려진 눈물 자욱들
추억은 그렇게 아픈 눈물로 쓰여진다
She Will Dance She Will Dance
나와 마지막 춤을
함께 머물던 기억속에서
I WIll Dance I Will Dance
고장난 시계처럼 가슴에
고인 눈물 삼키며 또 웃는 나
두 눈을 감고 지우려
또 애를 써봐도
보이는 너의 흔적들
She Will Dance She Will Dance
나를 위한 그 춤을
함께 머물던 기억속에서
I WIll Dance I Will Dance
끝없는 꿈을 꾼듯
비틀거리는 세상속에서
She Will Dance She Will Dance
나와 마지막 춤을
함께 머물던 내 기억속에서
I WIll Dance I Will Dance
고장난 시계처럼 가슴에
고인 눈물 삼키며
또 웃는 나"
14,썸데이,The Lady,"always be my lady
나의 손을 잡고서
always be a baby
우리 함께 걸어요
긴 시간이 지나도
그댈 만난 오늘이
잊을수 없는 추억으로 남아
아나요 그대밖에 모르는 내맘을
보여요 내 손 꼭잡은 그대의 모습
들리나요 그댈 노래하는 나의 맘이
기다려요 예쁜 목소리로
속삭여줄 한마디를
웃어요 그대도 내맘 같았나봐요
다줄게요
더 주지 못햇던 사랑까지 oh
말해줘요 나를 사랑한다 말해줘요
믿을게요 영원토록
우리 함께 하룰 시작하길
아직 동화 같은 사랑을 믿어
함께 만들어 갈 사랑이야기
always be my lady
그대 나와같다면
always be a baby
날 믿어보고 싶다면
나와 함께 하루를
아니 영원한 시간을
약속해요 내 사랑으로 남아

I always
나를 기다려준 그대가 있듯
I always
그댈 빛나게할 내가 있죠
I'll be there
내 곁으로 조금더 가까이 와줘요
I can wait
괜찮다면 나 오늘 부터
그대 만을
always be my lady
그대 나와 같다면
always be a baby
날 믿어보고 싶다면
나와 함께 영원을 숨이 다할때까지
약속해요 내 사랑으로 남아
자신있어요 변하지 않는 나
함께 해줘요
always be my lady
우리 같은 곳에서
always be a baby
같은 꿈을 꾸어요
긴 시간이 지나도
그댈 만난 오늘이
잊을수 없는 사랑으로 남아
영원하기를"
15,케이윌,가슴이 뛴다 (Inst.),"입술 끝에 맺혀있는 말
너만 보면 하고 싶은 말
너무 소중해 아껴두려고
참고 또 참는 말
할 수 있어 행복한 그 말
발음조차 달콤한 그 말
제일 좋은 날 제일 멋지게
네게 해주고 싶은 그 말
너를 사랑해 사랑해 사랑한다
한번 두 번을 말해도 모자라서
아끼지 못해 숨기지 못해
솔직한 내 맘을 고백을 해
정말 너만이 너만이 전부인 난
너를 보고 또 안아도 벅차는 난
말할 때 마다 다시 설레서
쉬운 적 없던 그 말 너를 사랑해
울다가도 웃게하는 말
웃다가 또 울게하는 말
아주 먼 훗날 너의 귓가에 하고
눈감고 싶은 그 말
너를 사랑해 사랑해 사랑한다
한번 두 번을 말해도 모자라서
아끼지 못해 숨기지 못해
솔직한 내 맘을 고백을 해
정말 너만이 너만이 전부인 난
너를 보고 또 안아도 벅차는 난
말할 때 마다 다시 설레서
쉬운 적 없던 그 말 너를 사랑해
네가 다가온다 나를 본다
가슴이 뛰어온다
매일 너를 봐도 이런건 기적일까
계속된 꿈인 걸까
사랑해 사랑해 사랑해 널
다시 물어도 대답은 똑같은데
돌려 말하고 꾸며 볼래도
결국에 내 맘은 이런거야
정말 너만이 너만이 전부인 나
너를 보고 또 안아도 눈물이 나
어떻게 네가 내게 온거니
믿을 수 없을 만큼
너를 사랑해
입술 끝에 맺혀있는 말
너만 보면 하고 싶은 말
너무 소중해 아껴두려고
참고 또 참는 말
할 수 있어 행복한 그 말
발음조차 달콤한 그 말
제일 좋은 날 제일 멋지게
네게 해주고 싶은 그 말
너를 사랑해 사랑해 사랑한다
한번 두 번을 말해도 모자라서
아끼지 못해 숨기지 못해
솔직한 내 맘을 고백을 해
정말 너만이 너만이 전부인 난
너를 보고 또 안아도 벅차는 난
말할 때 마다 다시 설레서
쉬운 적 없던 그 말 너를 사랑해
울다가도 웃게하는 말
웃다가 또 울게하는 말
아주 먼 훗날 너의 귓가에 하고
눈감고 싶은 그 말
너를 사랑해 사랑해 사랑한다
한번 두 번을 말해도 모자라서
아끼지 못해 숨기지 못해
솔직한 내 맘을 고백을 해
정말 너만이 너만이 전부인 난
너를 보고 또 안아도 벅차는 난
말할 때 마다 다시 설레서
쉬운 적 없던 그 말 너를 사랑해
네가 다가온다 나를 본다
가슴이 뛰어온다
매일 너를 봐도 이런건 기적일까
계속된 꿈인 걸까
사랑해 사랑해 사랑해 널
다시 물어도 대답은 똑같은데
돌려 말하고 꾸며 볼래도
결국에 내 맘은 이런거야
정말 너만이 너만이 전부인 나
너를 보고 또 안아도 눈물이 나
어떻게 네가 내게 온거니
믿을 수 없을 만큼
너를 사랑해"
16,동방신기 (TVXQ!),SHE,"눈감아도 보여요
멀리 있어도 알아요
그녀가 얼마나 예쁜 사람인 건지
손도 못 대겠는 걸요
깨져 버릴 것 같아요
그녀가 얼마나 여린 사람인 건지
사람들 속에서 웃고 있는
저 천사는 나의 그녀죠
아이같이 자랑스러워요
바보 같은 표정 돼버려요
제발 내게만 웃어요
oh SHE SHE
당신의 끝이고 싶은걸요
그 곳만이 천국인 걸요
세상 하나 뿐인
oh SHE SHE

자존심이 강한 사람
절대 울지 않는 사람
그녀는 얼마나 독한 사람인 건지
유치한 내 장난에도
매번 즐거워하지만
그것이 진심인지 모를 때도 있어요
알면 알수록 모르겠어
저 사람이 나의 그녀죠
아이같이 자랑스러워요
바보 같은 표정 돼버려요
제발 내게만 웃어요
oh SHE SHE
당신의 끝이고 싶은걸요
그 곳만이 천국인 걸요
세상 하나 뿐인
oh SHE SHE
난그녀를 알아요 Baby
나 뿐이죠
사랑하는 사람만 알 수 있죠
그녀의 눈물까지
아이같이 자랑스러워요
바보 같은 표정 돼버려요
제발 내게만 웃어요
oh SHE SHE
당신의 끝이고 싶은걸요
그 곳만이 천국인 걸요
세상 하나 뿐인
oh SHE SHE
SHE SHE"
17,동방신기 (TVXQ!),JOURNEY (Feat. 서현 From 소녀시대),"아무도 모르게 떠나자
그 어디 그 언제 너만 있다면
걷고 싶다던 샹젤리제 거리처럼
때론 로마의 휴일
그 아이스크림처럼
설레는 표 한장 몸을 싣고
눈물도 짜증도 잠시 안녕
새파란 하늘
그 어딘가 있을 내 꿈으로
난 떠난다
미치도록 아름다운 그 세상 속으로
나만의 여행
Shall we take a journey
쏟아지는 햇살 속에
내 마음을 던져봐
지겨운 하루를 접어두고
내 마음 닿는 곳 그 어디든
영화처럼 천국 같은 풍경들로
흐르는 바람 따라
난 떠난다
미치도록 아름다운 그 세상 속으로
나만의 여행
Shall we take a journey
쏟아지는 햇살 속에
내 마음을 던져봐
나만의 여행
Shall we take a journey
쏟아지는 햇살 속에
내 마음을 던져봐

Join take a journey
Saturday Brunch
그대와 꿈같은 시간
모닝 크로와상
달콤한 커피 속 하늘
나만의 여행
Shall we take a journey
쏟아지는 햇살 속에
내 마음을 던져봐
나만의 여행
Shall we take a journey

내 마음을 던져봐
쏟아지는 햇살

나만의 여행

Shall we take a journey"
18,곰PD,Sweeta Love (Feat. 김반장 Of Windy City),"나는 오늘 그대에게 할 말이 있어
아주 오랜만에 저녁 약속을 잡았네
요즘 그대 모습이 좀
혼란스러워 보이는 것이
무슨 일일까 난 궁금해지네
예전관 좀 다른 표정과
예전관 좀 다른 화장과
예전관 좀 다른 옷들이
마치 내가 모르던 이처럼
마치 무슨 연예인처럼
마치 자신이 아닌 것처럼
보이게 하는데 Why
My sweeta sweeta
sweeta sweeta love
For you & I
My sweeta sweeta
sweeta sweeta love
For you & I
그대 난 그대만의 순수함이 좋아요
그 모습만은 제발 변치 말아요
요즘 그댄 너무 TV에 빠져서
하루 종일
마치 나도 잊어버린 듯 해 보여
요즘 그대 모습이 좀
혼란스러워 보이는 것은
바로 그런 모습
바람 같은 마음 Oh No
예전관 좀 다른 표정과
예전관 좀 다른 화장과
예전관 좀 다른 옷들이
마치 내가 모르던 이처럼
마치 무슨 연예인처럼
마치 자신이 아닌 것처럼
보이게 하는데 Why
My sweeta sweeta
sweeta sweeta love
For you & I
Oh need that I want
My sweeta sweeta
sweeta sweeta love
For you & I
그대 난 그저 우리들의 사랑이 좋아요
그런 유행에 흔들리지 말아요
Yeah listen
예쁘게 꾸미는 것 참 좋지만
나를 위해 보여주는 것도 좋지만
그 안에 그대가 있기를 난 바라네
그 순수함 있기를
때 묻은 마음이 화장으로 감춰질까
때 묻은 마음이 옷으로 가려질까
난 다시 사랑으로 가려해

My sweeta sweeta
sweeta sweeta love
For you & I
Oh need that I want
My sweeta sweeta
sweeta sweeta love
For you & I Oh
그대 나는 그대의
원래 모습이 좋아요
너무 많이 꾸미지 않아도 돼요
순수함만은 제발 변치 말아요"
19,곰PD,슬픔은 늘 감기처럼 다가와 (Feat. 진우 M to M),"슬픔은 늘 감기처럼 다가와
아무런 예고도 없이
목에 걸린 가시처럼 깊숙이 남아
항상 같은 자리만 아프게 해
혼자란 게 더 선명해진 하루
오늘따라 친구들은 다 바쁘대
익숙했던 노래마저 기억을 헤집고
다시 돌아간다 그 때로 난
너와 함께였던 그 날로
미련한 집착이 다시 널 향할까
고개를 돌리고 딴 생각을 해봐도
너의 목소린 바람 따라 날 스치고
애써 지웠던 추억들이 날 부른다

뱉어내지 못해 뜨거웠던 맘
비밀스러 더 떨렸던 이야기
익숙했던 거리마저 기억을 헤집고
다시 돌아간다 그 때로 난
너와 함께였던 그 날로
미련한 집착이 다시 널 향할까
고개를 돌리고 딴 생각을 해봐도
너의 목소린 바람 따라 날 스치고
애써 지웠던 추억들이 날 부른다
어쩌면 사랑이라 믿었던 시간들
그 때를 잘 버텨냈다면 우린
어땠을까 지금
우린 함께 있을까
노래를 듣다가
거리를 걷다가

미련한 집착이 다시 널 향할까
고개를 돌리고 딴 생각을 해봐도
너의 목소린 바람 따라 날 스치고
애써 지웠던 추억들이 날 부른다
애써 지웠던 추억들이 날 부른다"
20,김진우,울다가 웃다가,"그저 내곁에만 있다면
아무것도 더 바라지 않아
보고 싶어도 볼수 없고
다가설수도 없는
그대가 너무나 그리워서
온종일 울다가 웃다가
그대생각만 하다가
돌아서서 눈물에 젖은채로
하루를 보내죠
이렇게 울다가 또 웃다가
그대 뒷모습 보다가
사랑한단 그 말대신 웃으며 속으로
난 울어요
그리움에 취해 오늘도
내가슴이 비틀거리네요
사랑한다는 한마디도
보고싶다는 그말도
언제 까지나 아껴 둔채로
그대를 기다리며
온종일 울다가 웃다가
그대생각만 하다가
돌아서서 눈물에 젖은채로
하룰 보내죠
이렇게 울다가 또 웃다가
그대 뒷모습 보다가
사랑한단 그 말대신 웃으며 속으로
난 울어요
하루가 지나서 한방울
이틀이 지나도 한방울
가슴속 가득 채우는 날
그대 돌아올까요
다시 이런 아픈 사랑 절대
안할꺼라고 다짐을 해봐도
난 안되요 멈출순 없죠
그댈 사랑하는걸
내게로 올까봐 다시 올까봐
오늘도 서성이다
결국엔 아무런 말못하는
이런 바보죠
이렇게 울다가 또 웃다가
그대뒷모습 보다가
사랑한단 그말대신 웃으며 속으로
난 울어요

그대가 없으면
난 안되요"
21,비욘드,말이야 (Feat. 윤실),"강남역 6번 출구 앞에서 만나

얼마만에 보는지 몰라

너 없인 나 너 없는 난

아직도 어색하다



참 오랜만인거네 우리

어쩌다 이렇게 됐지

예전의 우리 둘은

정말 좋아했는데



사랑했단 말이야

미안하단 말이야

돌아가 우리



그때는 영원을 난 믿었는데



사랑했단 말이야

미안하단 말이야

어떻해 우린



날 처음 만났던 그날 돌아와줘



벌써 약속시간 훨씬 더 지나

오늘도 넌 많이 늦나봐

괜찮아 난 습관이 널

아직도 기억하네



미안 예전엔 이런 말 대신

웃으며 널 잡았는데

예전의 우리 둘은

정말 좋아했는데



사랑했단 말이야

미안하단 말이야

돌아가 우리



그때는 영원을 난 믿었는데



사랑했단 말이야

미안하단 말이야

어떻해 우린



날 처음 만났던 그날 돌아와줘



나는 너를 잊었어

나는 너를 못잊어

이젠 니가 날 지워

언제나 넌 내 곁에서

마음만 주고 가니깐



사랑했단 말이야

사랑한단 말이야

우리 둘은 말이야

이제는 우리

영원한 사랑으로 기억해요



사랑한단 말이야

우리 둘은 말이야

이제는 우리

멈춰선 우리들 얘기 이어가자

그 말이야"
22,양파,그 때 그 사람,"그 때 그 사람 날 사랑했지
사랑밖엔 난 몰랐지
대체 당신은 누구시길래
내 마음을 아프게 해
그대품에 안겨 있으면
이별없는 사랑같았지
백만송이 장밀 내밀며
내 입술에 키스해
젊은 태양아래 축제를
그대 손을 잡고 축제를
이젠 홀로 눈물의 술을
님이여 미워요 정말 미워요
이제 나는 어디로
또 어디로 가야하나요
난 그대 여자이니까
여자라서 난 웃어요
사랑밖에 모르는 여자니까

마지막 춤은 볼레로였지
그댄 집시 로맨스 그레이
아 그리워라 겨울나그네
내 마음을 아프게 해
올 가을엔 사랑할거야
오늘 문득 내게 올거야
백만송이 장밀 내밀며
내 입술에 키스해
젊은 태양아래 축제를
그대 품에 안겨 축제를
이젠 홀로 눈물의 술을
님이여 미워요 정말 미워요
이제 그댄 어디로
또 어디로 떠난건가요
난 그대 여자이니까
여자라서 난 웃어요
사랑밖에 모르는 여자니까
미쳐가 또 하루하루 지쳐가
낯선 품안에 술잔에 그댈 또 잊어가
아니 아니 아름다운 사람아
나 어떻게 그댈 잊을런지

세월이 지네 꽃잎이 지네
내 사랑도 지네
님이여 미워요 정말 미워요
돌아온단 그 말은
그 눈물은 거짓인가요
꿈에라도 와주겠죠
오늘도 난 기다려요
사랑밖에 모르는 여자니까"
23,박지헌,별보다 달보다,"저 하늘에 별보다
눈 부신 달보다
나에겐 그대가 더욱 소중하기에
세상 그 누구보다
그리운 내 사랑인 걸
나의 전부라는 걸
늘 내 곁에서 웃어주던
그 미소 아른거려
늘 말 없이 날 감싸주던
니가 그리워져
눈을 감아도 자꾸만
나는 너만 보이고
뒷모습만 봐도 그저 눈물 나
저 하늘에 별보다
눈 부신 달보다
나에겐 그대가 더욱 소중하기에
세상 그 누구보다
그리운 내 사랑인 걸
나의 전부라는 걸

시간이 가면 갈수록
더 그리움만 쌓여
잠이 들면 꿈에서조차
난 네가 보이고
술에 취해 나도 모르게
네 이름을 불러
저 하늘에 별보다
눈 부신 달보다
나에겐 그대가 더욱 소중하기에
세상 그 누구보다
그리운 내 사랑인 걸
나의 전부라는 걸
혹시나 다시 내게로 돌아올까봐
다른 사랑은 못해 너 뿐인 걸
내 마음을 넌 알까
눈물을 넌 알까
밤 새워 쓰다가 보내지 못한 편지엔
사랑이라 쓸까 고민하다가
오늘도 그저 한숨짓는 걸
바람이 되어 전하고 싶은 말
널 사랑해"
24,East Soul,너의 홈피,"아침에 일어나 네 홈피에 들어가
남자친구 생겼나 나 확인해봐
하루를 그렇게 나 시작해
아직은 없나보다
이런 내가 찌질해보여
널 미워한다
널 사랑한다
널 미워한다
널 사랑한다

오늘도 니홈피에 들어간다
니 사진첩에 달린
한 남자의 다정한 댓글
댓글밑에 달린 너의 하트를 봤어
나 불안해져
그런데 이게 뭐야
일촌명이 남자친구네
널 미워한다
너의 하트
널 사랑한다
일촌명이 남자친구야
널 미워한다
널 사랑한다
하트 하트 너의 하트 너의 하트
널 미워한다
널 사랑한다
널 미워한다
널 사랑한다"
